"","sgCtu1-g1-R1-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgCtu2-g1-R2-polysome","sgCtu2-g2-R1-input","sgCtu2-g2-R2-input","sgCtu2-g2-R2-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R2-polysome"
"Kifap3",7.52074507092374,9.00337405195905,5.70763127759155,7.31206477736183,10.8517628646566,10.1319146813651,6.53139126267566,8.32181113948754,8.97899766676601,9.35423735244601,5.18889728893546,10.5372687823441,8.86451400231904,6.3047756388188,16.5564429694458,8.58245001340841,9.36521524671605,12.4194583115945,8.67623912570302,6.92602304199275
"Ccdc181",9.87097790558741,4.76649214515479,8.08581097658803,7.71829059832638,6.4648800044763,10.1319146813651,9.54587953775673,5.72124515839768,8.97899766676601,11.1081568560296,8.78121079666001,7.02484585489606,8.39796063377593,11.5587553378345,11.0376286462972,5.22410000816164,6.86782451425843,6.20972915579723,6.94099130056242,8.0803602156582
"Blzf1",8.93088477172195,4.23688190680426,6.18326721739085,11.5774358974896,10.3899857214798,2.76324945855413,5.52656183764863,12.2226601111223,10.9743304816029,7.60031784886238,6.78548107014637,5.26863439117205,8.39796063377593,8.93176548832664,6.89851790393576,7.08985001107652,6.86782451425843,11.9226799791307,10.4114869508436,4.61734869466183
"Nme7",7.99079163785648,10.5922047670107,8.08581097658803,11.5774358974896,8.31198857718381,9.21083152851376,9.54587953775673,10.4022639243594,9.1785309482497,6.43103817980663,13.17181619499,7.02484585489606,8.39796063377593,9.98256142812977,8.73812267831863,7.08985001107652,9.36521524671605,11.4259016466669,11.2791108634139,8.65752880249093
"Sft2d2",31.4931199844932,28.0693426325782,40.4290548829402,35.3416464239155,31.1699571644393,32.2379103497982,40.6955917135945,30.9467351749693,29.9299922225534,41.5094282514792,42.3094702020891,29.8555948833083,20.5283482158967,34.1508680436018,39.091601455636,33.2103500518847,32.466079521949,34.5260941062326,31.668272808816,35.7844523836292
"Tiprl",29.1428871498295,40.2503781146405,49.9417736789261,27.6233558255891,33.4788428803237,43.2909081840147,39.1883475760539,35.88781053904,32.5239248818413,47.9404664312858,46.3009296551164,34.538825453239,25.6604352698709,37.3032558630112,26.6742692285516,29.852000046638,38.0852086699786,31.5454241114499,30.3668369399606,47.3278241202838
"Dcaf6",26.7926543151658,29.1285631092793,43.7585064615352,32.0918398561992,24.4741885883746,34.0800766555009,42.7052505636485,36.407923735258,33.9206578522271,28.6473518918659,41.5111783114837,35.7096330957216,33.1252891665606,29.9476842843893,29.4336763901259,29.478850046055,40.5825994024362,26.3292516205802,38.1754521530933,33.4757780362983
"Mpc2",40.4240047562151,54.0202443117543,60.4057643545106,44.6848403061001,40.1746114563884,58.0282386296367,46.2221535512431,44.2096216785275,35.5169241040967,55.5407842801482,63.0650593578309,44.4906904143417,39.190482957621,68.8271340571053,30.3534787773174,47.7632000746207,67.4295497763555,44.4616607555081,43.3811956285151,61.757038791102
"Creg1",434.793074412779,580.982431470534,561.726044902969,424.099757086986,426.220303152259,512.122232985365,556.675501464971,438.45542441175,398.06889655996,565.346719988455,523.679480237178,455.444172925761,414.299391266279,582.666348620838,441.045244658293,404.867750632527,582.516388345738,455.048952536821,437.716263891718,570.242563790736
"Tada1",8.93088477172195,8.47376381360852,9.51271879598592,10.7649842555605,8.54287714877225,8.28974837566239,15.0724413754054,10.6623205224684,13.5682631408909,9.93887718697388,13.5709621402927,9.95186496110276,6.5317471596035,15.761939097047,12.4173322270844,8.95560001399139,11.2382582960593,7.20328582072478,9.11005108198818,12.69770891032
"Fam78b",20.6820489450403,11.6514252437117,8.08581097658803,12.3898875394187,13.160648580541,11.0529978342165,10.0482942502702,13.2628865035583,12.171530170505,11.1081568560296,7.98291890605455,20.4891337434468,11.6638342135777,11.5587553378345,16.0965417758501,14.179700022153,9.98956292983045,13.1646258102901,9.97767499455848,7.50319162882548
"Uck2",35.7235390868878,32.835834777733,29.0137923277571,33.7167431400573,24.2433000167861,26.7114114326899,35.1690298759458,29.6464521844244,35.915990667064,30.4012713954495,28.3393621164937,22.2453452071709,45.2556767486814,33.1000721037987,24.8346644541687,36.1955500565485,26.8469503739193,30.8002566127542,33.8373325902418,32.8986094494655
"Gm37982",48.4147963940716,105.392437431756,89.4195566822677,57.4809536664833,53.7970371801063,81.0553174509211,74.3573774519998,50.9710932293612,68.040848985938,83.6034963374862,89.8078376931137,60.2965935878579,46.1887834857676,68.3017360872037,33.5727871324874,45.5243000711229,87.4086756360164,56.3843407346388,49.4545630165072,84.2666136775784
"Tmco1",100.589965323605,143.524374592994,133.178063143803,96.0724066581152,91.8936514921988,128.951641399193,125.603678128378,99.6016770757415,106.949838875257,126.282204258021,126.928410606267,111.812129857096,85.3792664433886,155.517799090864,91.9802387191435,90.3023001410798,127.366927355338,106.062173981017,110.188236896428,133.903112145193
