"","sgCtu1_input","sgCtu1_polysome","sgCtu2_input","sgCtu2_polysome","sgCtu1_TE","sgCtu2_TE"
"Sash1",-0.146281539317147,-0.169879325975301,-0.546380937720018,-0.330096313938675,-0.0235977866581534,0.216284623781343
"Zup1",0.00751985042117997,0.167805584857879,-0.575514594032893,-0.184755184729381,0.160285734436699,0.390759409303512
"Egr2",-0.232532928805742,-0.0876708217171114,0.526280281190062,0.312638853235318,0.14486210708863,-0.213641427954745
"Elane",-0.0219936326377317,-0.251292530663554,-0.450855654112424,-1.00193861242087,-0.229298898025823,-0.551082958308444
"Gadd45b",-0.0295402151613295,-0.00902383740815615,-0.437877947138626,-0.290012660113241,0.0205163777531734,0.147865287025384
"Socs2",0.341096496463362,0.390460664154245,0.50437746612385,0.632821353330995,0.0493641676908831,0.128443887207145
"Peli1",-0.0245950088020317,0.165280883839801,-0.459624063519445,-0.319816316347449,0.189875892641833,0.139807747171996
"Gm12185",-0.259390031648392,0.284443154840397,-0.852885347834345,-0.356148044643931,0.543833186488789,0.496737303190414
"0610009B22Rik",0.265377933114474,0.380312571602729,0.460288646892033,0.534852063088356,0.114934638488255,0.0745634161963231
"Gm2a",0.140983262852629,0.425767249158945,0.142767093225347,0.388887360713019,0.284783986306316,0.246120267487672
"Arf1",0.220187839574971,0.429468617898249,0.299106162131013,0.408678450381115,0.209280778323278,0.109572288250101
"Pmp22",0.26206011647702,0.546087104093182,0.215310301471649,0.380510817794085,0.284026987616162,0.165200516322436
"Cd68",0.148220892504392,0.415345571880085,0.307502813501078,0.509177298079887,0.267124679375693,0.20167448457881
"Mgl2",0.607940159136545,0.491047639622217,0.795446024405905,0.488253879593572,-0.116892519514328,-0.307192144812332
"Cxcl16",0.217527173550891,0.420200339577836,0.184111072073089,0.465240308875333,0.202673166026946,0.281129236802244
"Scimp",0.326548637923151,0.220822163354952,0.598458542839938,0.447201709962378,-0.105726474568199,-0.151256832877561
"Ccl7",-0.115545731466447,-0.225206310991029,-0.301534521925852,-0.348557835088544,-0.109660579524581,-0.0470233131626916
"Ccl12",-0.132059352097682,-0.0958660303724486,-0.374208456634092,-0.572157716020402,0.0361933217252339,-0.19794925938631
"Slfn9",-0.0835083408707815,0.172165550113242,-0.750636592698486,-0.457857937664595,0.255673890984024,0.29277865503389
"Slfn4",-0.197438232782954,0.0668181611695262,-0.620207152798988,-0.29264554107555,0.26425639395248,0.327561611723438
"Slfn3",-0.027072358529372,-0.260900448716196,-0.543366582767144,-0.901823518530712,-0.233828090186824,-0.358456935763568
"Car4",0.278671506252211,0.530147915489904,0.483698307327575,0.560857567125475,0.251476409237693,0.0771592597978996
"Cltc",-0.145716106002166,-0.354696358630091,-0.0623665311650372,-0.321487762401501,-0.208980252627924,-0.259121231236464
"Trim25",-0.0632565742723523,-0.207335128324272,-0.256370714829544,-0.489359610907528,-0.144078554051919,-0.232988896077983
"Ccr7",0.630790661756421,0.389356920419584,0.549702986767995,0.109971074986127,-0.241433741336837,-0.439731911781868
"Sumo2",0.291575188846131,0.428698145159693,0.371902862918762,0.457073532943975,0.137122956313561,0.0851706700252119
"Pdia6",-0.101891853631683,-0.289485535100443,-0.152860672415998,-0.477005287107775,-0.18759368146876,-0.324144614691777
"Id2",0.21588078370802,0.431706475763223,0.285546547292794,0.444974736395892,0.215825692055203,0.159428189103098
"Rsad2",-0.0563123639591669,0.0212010397057583,-0.416997961398462,-0.504669000024922,0.0775134036649252,-0.0876710386264605
"Cmpk2",-0.030689509098675,0.0633303450566958,-0.612144834199357,-0.549817053406508,0.0940198541553707,0.0623277807928497
"Flrt2",-0.242297108244931,-0.119540305630408,-0.415974064154514,-0.0926629965996204,0.122756802614523,0.323311067554894
"Ppp2r5c",0.0967437242516151,0.351349319319743,0.142155713569496,0.425793037046953,0.254605595068128,0.283637323477457
"Eci2",0.340577330140428,0.294140064556347,0.440811830399407,0.137494715852426,-0.0464372655840801,-0.303317114546982
"F2rl2",0.403790796976512,0.632323103870539,0.62087690237647,0.464728033387054,0.228532306894027,-0.156148868989416
"Slc25a37",-0.242092466922018,0.0490383175488684,-0.428919266603834,-0.393567644488036,0.291130784470886,0.0353516221157975
"Zfp706",0.0976516596197738,0.377805046179118,0.213123936472126,0.488484138107003,0.280153386559344,0.275360201634877
"Dcstamp",0.238897010124157,0.354118257392537,0.382122704336132,0.291085225568546,0.11522124726838,-0.0910374787675865
"Ly6e",0.0945043541246378,0.265923252715568,0.185354434726396,0.363632394969287,0.171418898590931,0.178277960242891
"Ly6i",0.24848433128922,0.389709322329559,0.233104194320221,0.374399166697596,0.141224991040339,0.141294972377374
"Maf1",0.139299598422037,0.331241409162896,-0.00842712959907654,0.87561768931816,0.19194181074086,0.884044818917236
"Rac2",0.11740032818912,0.410659638988578,0.22823526514909,0.446442193789807,0.293259310799458,0.218206928640717
"Rpl3",0.306160680553583,0.447434263696454,0.30755180679971,0.192218475307842,0.141273583142871,-0.115333331491868
"Atf4",0.147998167023207,0.373132264626302,0.19484680268009,0.530742065316784,0.225134097603095,0.335895262636694
"Dazap2",0.235345109098489,0.445712800688115,0.289465192972013,0.438922821072042,0.210367691589626,0.149457628100029
"Nubp1",0.242449502429866,0.354666440450003,0.29875287473144,0.4563593728922,0.112216938020136,0.15760649816076
"Tango2",0.225095043204627,0.364977997925704,0.521577348902234,0.0752287084650081,0.139882954721076,-0.446348640437225
"Cstdc4",0.46359585782462,0.417847060258458,0.554014017046529,0.39360204214736,-0.0457487975661621,-0.160411974899169
"Csta2",0.273089052872797,0.242302774333087,0.592997205764827,0.572572481683078,-0.0307862785397095,-0.0204247240817486
"Cd200r4",0.230106597132539,0.402654352983887,0.40805497321833,0.524579889584385,0.172547755851348,0.116524916366055
"Nit2",0.259488050307053,0.408293720447158,0.510581192089639,0.518358626497069,0.148805670140105,0.00777743440742995
"H2-DMb2",0.339798655980384,0.590489352814643,0.660997082141944,0.637281690879228,0.250690696834258,-0.0237153912627157
"H2-DMb1",0.2970311724524,0.408665340799482,0.359998338148051,0.441055986739173,0.111634168347083,0.0810576485911225
"H2-Aa",0.28851948583128,0.396434993633939,0.366552672483955,0.305312425114028,0.107915507802659,-0.0612402473699269
"Ier3",0.0290246027405159,0.268998320848283,0.226153861185806,0.570285778362649,0.239973718107767,0.344131917176843
"Myl12b",0.220395945046832,0.354454008888501,0.274212456320328,0.332582394383818,0.134058063841669,0.0583699380634908
"Myl12a",0.278066647576484,0.465683708173808,0.372775872345724,0.489074378417195,0.187617060597324,0.116298506071471
"Gm4951",-0.141903089187037,-0.151268188559714,-0.785727839247636,-0.745626327529166,-0.00936509937267704,0.0401015117184702
"Cd74",0.339023879992936,0.485749228989537,0.364761676339173,0.336089347776701,0.146725348996601,-0.0286723285624717
"Ahnak",-0.21334993965642,-0.479787007832004,-0.394461565324402,-0.452889746376109,-0.266437068175585,-0.0584281810517071
"Fen1",0.197647086765177,0.0680309603509297,0.510091037334266,-0.0169075298162733,-0.129616126414247,-0.526998567150539
"Fam111a",-0.121141326284552,-0.310580194838622,-0.26861169928481,-0.516843940063487,-0.18943886855407,-0.248232240778677
"Ifit2",0.0677367324274627,-0.0671535084249673,-0.285468007309159,-0.500709115079462,-0.13489024085243,-0.215241107770303
"Ifit1",0.0677333693410969,-0.103865033436662,-0.182933548930619,-0.48264562727252,-0.171598402777759,-0.299712078341901
"Myof",-0.220543104483946,-0.26658752837366,-0.199535503829265,-0.466989414820023,-0.0460444238897137,-0.267453910990757
"Timm17b",0.2748037451852,0.35414022659063,0.525295040992185,0.384951279489093,0.0793364814054298,-0.140343761503091
"Ssr4",0.178014476273738,0.356851040179439,0.308310083765351,0.390791685476351,0.178836563905701,0.0824816017110006
"Heph",0.231000681979172,0.359655829456094,0.134847228687619,0.407178555072256,0.128655147476922,0.272331326384637
"mt-Atp6",0.291904640336538,0.102003257547422,0.350848792392229,0.147306530023134,-0.189901382789116,-0.203542262369095
