"","LSG2h_Input","LSG2h_Pool1","LSG2h_Pool2","LSG2h_Pool3","LSG6h_Input","LSG6h_Pool1","LSG6h_Pool2","LSG6h_Pool3"
"Pcyt2",-0.304318021038828,-0.133500602996013,0.0031411665458978,-0.48825717796838,-0.93965176882159,-0.804182738836202,-0.716832391825414,-1.06644157967996
"Mob2",-1.01553589790157,-0.490272539767806,-0.889782005390382,-1.22930822957927,-0.483085546630438,-0.362382293212696,-0.533160885883619,-0.62583948520343
"Arhgap19",-1.14214221833603,-1.35491834960396,-1.0697164245827,-0.964235007635264,-2.30986400117792,-2.95815216361989,-2.85097362542776,-2.26205100647541
"Pi4k2a",1.05276174842306,1.21937836981785,1.00865325078715,0.887758826189135,1.04097272106325,1.15325229383002,1.06159403478037,0.955770082769434
"Scd2",-0.699748077085864,-0.917469539921363,-0.839295449912316,-0.820156455555449,-2.12393879931883,-2.57329251314547,-2.03893423638454,-2.45138076741427
"Mrpl43",-1.08079323173048,-0.786321495752595,-1.22613611180514,-1.10621607799124,-0.261235715087729,-0.125105750227645,-0.12149862962987,-0.24748288931464
"Sfxn3",-0.22708782936381,-0.226050862493966,-0.104706470656915,0.0408023562948259,-1.47801549959867,-1.17083744197761,-1.32887771602824,-1.50974735770443
"Ldb1",-0.933618778347231,-1.08326630995141,-1.1614440452488,-1.2665209352767,-0.988408267243829,-1.07441690328066,-1.08472306043801,-1.02057163173455
"Nfkb2",1.46809293462918,1.51372339729877,1.49321016313329,1.90360201007356,1.88660457205016,1.98158845937773,2.11722840416836,2.71368442025126
"Mfsd13a",-0.298855482178208,-0.204784180160682,-0.295000976784131,-0.370210805389798,-1.08831280320858,-1.03667811206435,-1.39011484493391,-1.15492990880204
"Lztfl1",1.18779832117706,1.11609895568187,1.09054981874845,0.991463794555151,2.12006348048064,2.13095189955271,1.95935516122122,1.94599820299755
"Flnb",1.46133670962879,1.84076171815501,1.49226915621862,1.21981601200283,2.57402705522942,2.86604157241033,2.62289670788975,2.60881952979754
"Dnase1l3",0.746257087408989,0.432020175751704,0.84687510818736,0.169679203992444,1.58093571117047,1.12869395434611,1.43876668144789,1.02557371616652
"Acot9",0.850586434154773,1.08140423823835,0.943003922413962,0.850649470342569,0.696883411728666,0.864734911354551,0.888736325564863,0.897677327705565
"Rps24",0.0772487509472093,0.217666943825067,0.740319685099806,1.32057403040766,-0.0579737216006126,0.122023252379275,0.857506905397782,0.933254998315359
"Ptprj",1.13982872796556,1.27237327975573,1.25093980573356,1.19822653083512,0.824436304608145,0.925138309763534,1.04544781957115,1.05270667487352
"Itgb8",1.79052867761438,1.64691370162075,1.74842580292811,2.54896524817494,2.94511728425581,2.97807023825774,3.24664549454953,3.79029614613458
"Atp10a",1.01174168147994,1.76980659240192,0.805497929866308,1.04128443201292,2.31898892256608,2.3056313272785,2.09812416584334,2.9672461265034
"Kdm5c",1.06981792894473,1.0049729656273,1.14725211830172,0.852504458712966,1.06930649525749,0.743337230073567,1.25653238117309,1.24891792337132
"Sbds",1.77791291801909,1.6714454078008,1.69290306680287,1.93908645252394,1.75639209535632,1.52148817998278,1.85577108582259,2.24852152474537
"Rabgef1",1.716315282687,1.64734109773081,1.83476220566403,1.73861174503807,1.6051623116918,1.59453009477447,1.92446605902226,1.78881077870978
"Gdf11",1.7644315078819,2.57951736025383,1.83281827801046,2.19581695375255,2.72539046283787,3.50912932499649,3.23686937997999,3.35426504897694
"Mmp19",-0.463584240177219,-0.292654581460337,-0.552311979341625,-0.806067390697832,-1.10149626686748,-1.03352072293869,-1.26617400033331,-1.19843096518654
"Cdk2",-0.622638311454564,-0.577486271436311,-0.431029581587361,-0.732070396180943,-1.2766971043745,-1.46390461769091,-0.943218283935761,-1.31738911470805
"Rps26",0.217514311091037,0.178797574523973,1.18711910933971,1.40476048494377,-0.522045179118573,-0.137908559251306,0.486536474340637,0.322104122000393
"Baiap2",-1.00895561664749,-1.21696483732592,-0.910251142052668,-0.982093025016879,-0.359809292962001,-0.514714568080021,-0.337560287814782,-0.283806690451106
"Nabp2",-0.32449487302553,-0.273234979601424,-0.588587419609479,-0.218866868522085,-0.588523458541311,-0.685976592468717,-1.1315668418562,-0.523539291749671
"Aatk",-1.69749467079488,-1.66260082728763,-2.01541901682367,-2.18015117429371,-2.00025703890497,-2.50040756579177,-3.05427037777286,-3.10588925747539
"Gli1",-0.696713488016742,-0.450143711887152,-0.478152558632393,-0.54211539810104,-1.5819789109384,-1.39087051729162,-1.92254763349986,-2.08160548682775
"Ddit3",-1.27565672397071,-1.02907411703713,-1.08952591676918,-0.152442457060165,-0.00668786317877679,-0.545075107495464,-0.639945367787254,0.331417660224164
"Ttc4",-1.11348554668668,-0.912154140355946,-1.33361965225137,-1.63387308290694,-0.223135320966848,-0.190801288408771,-0.691894595578469,-0.279402209157134
"Pias2",0.609626463152624,0.399180020722669,0.878992804343448,0.425573339709797,0.562770069689774,0.279813028908558,1.0198772015456,0.719773684762934
"Paox",-0.0535588591178451,-0.353738860541493,-0.652073826953897,-0.829039589947181,-0.396863875534199,-1.48024979519908,-1.54975117291525,-2.08193872049762
"Echs1",-0.51546183237369,-0.403618090386686,-0.513969840467667,-0.429005842617237,-1.00068814013669,-0.873616126204392,-1.15971646752052,-1.37541895122904
"Fuom",-0.0579867949564541,-0.229608943032986,-0.314889600479773,-0.15341498553407,-1.03885202433641,-1.2657262183151,-1.47252400213532,-1.42022269952696
"Ifitm3",0.626985688349944,0.758130296877292,0.666627196755838,0.759541641495517,1.27500629186111,1.45553629550995,1.5217006825276,1.29161632498568
"Irf7",1.23078274362794,1.56406048933861,1.50177672776599,1.34104443677219,2.99872560185597,2.22047962725916,1.94070936652077,1.62734439162301
"Cd151",-0.841744821555725,-1.02187396088753,-1.27523089766503,-1.25319452097022,-0.929383406143159,-0.716453001658709,-1.220061179253,-0.811954240663168
"Chid1",-0.574712659022806,-0.424864917614425,-0.594485858074444,-0.865323890180651,-0.98436356884426,-0.646254277885148,-0.926703589209435,-1.53303562281158
"Tmem192",0.226395212551566,0.207647364387378,0.118007045188631,0.619476962668761,0.836370654328396,0.922080886831336,0.745964369425083,1.13344617826504
"Tnrc6c",-1.27225447718521,-1.95950373238511,-1.42126868790657,-1.7222104461007,-1.2109792027517,-1.4997151508607,-1.24069036833521,-1.34442426998736
"Tmc6",-0.252470476315374,-0.314499785131,-0.450775011236232,-0.526504309867772,-1.21704655224524,-1.36782662783238,-1.52930619058135,-1.43170001357993
"Tma16",0.968590146505103,0.997279858608646,1.15772404685629,0.932898557750045,2.66686745795379,2.30959364641006,2.35630143652993,2.32462932150007
"Bach1",-0.0553544088933959,0.242624558390514,0.157810704219015,-0.0680166719280662,-0.920456152551795,-0.685568435396291,-0.745828719774102,-1.02772507565547
"Phf6",1.73650843467232,1.81158800634794,1.98944543210935,2.15957621080941,1.43408554253073,1.37334533855537,1.57423170269633,1.75203382488193
"Atrip",2.18702651918,1.85299502215213,1.83873723825609,2.40641353834039,2.16551421007134,1.62589258069764,1.83779089482878,2.20078390520563
"Pfkfb4",-2.31116600931014,-2.08099015668715,-2.06361445927114,-2.45398802390054,-1.97271295001435,-2.29826965128129,-1.83541883273835,-2.77391896750335
"Rab40c",-1.48340577196629,-1.36994497613773,-1.77103962810879,-1.42588907533022,-0.756759726513089,-0.831535902786301,-0.932666372630536,-0.574922720523384
"Rhot2",-0.532692974360462,-0.954477648746996,-0.745046019089912,-0.718017301102841,-0.602686822900926,-0.866547143707309,-0.857507451451066,-1.04744397596038
"Il6",2.61975058172638,2.9818745082336,2.16121984449916,2.07036275346499,2.78556668531538,3.34006805819666,2.52943937192898,2.35157439765356
"Tyms",0.323713568256408,0.532020012591592,0.666872434466502,0.7027083519328,1.19061901418749,1.18057488567742,1.42414329926503,1.42509940793352
"Hspa4l",0.785231934758727,0.864892048235572,0.838482462326924,0.706611712662954,1.27741194485681,1.35283241883496,1.33051606396625,1.71374754170502
"Plk4",1.52271399608147,1.63073730111954,1.43826263718969,1.28961528575982,1.76234446214023,1.75542155665529,1.77224122666035,1.66843357536608
"Larp1b",0.896129136355302,1.23338253012174,1.22997004882953,1.20343648445383,1.92679359531169,2.10338963458754,2.54493127665939,2.72328003663237
"Ly96",0.834620115546292,0.903459771763101,1.02650870442926,0.892696571508051,1.21708171895031,1.1855094054074,1.19892535190686,0.957289927083682
"Exosc7",-1.25607949727996,-1.10789348603968,-1.05240446012905,-1.41898212338361,-0.993472638296979,-0.3479389541126,-0.574682492439602,-0.953222675000361
"Slco3a1",0.911929574833813,1.36244315816362,1.16534869809739,0.795382624781745,3.29754987720036,3.87002097092423,3.86919134281927,4.13017889995392
"Nrp1",-0.868194755387571,-0.876422518111843,-0.822366834757777,-0.819164604953217,-1.63540656035698,-1.67479095549705,-1.64951082438756,-1.7868170878613
"Pdgfa",-1.08261527956033,-0.929036039585698,-0.979410214263539,-1.21703234288566,-0.152551098413555,0.144843781496691,0.0147425387010811,-0.136990259438411
"Xiap",0.578996035021525,0.790339092165241,0.864876804961954,0.480121309889966,1.097265165896,1.28430634902857,1.25632964995527,1.05404369729379
"Nop16",-1.05357427190015,-0.775813615079778,-0.91856130544406,-1.18140337120429,-1.1485962746969,-0.878339446105811,-0.995997374653027,-1.66095677908636
"Tspan17",0.0200890734298462,-0.173559606532295,-0.366358316392424,-1.03248485700803,-0.15639261070242,-0.485729115592749,-1.03573942567346,-0.777765866110307
"Hk3",0.447898313160252,0.625632427350829,0.313499753572688,0.280796882109043,1.32555139775719,1.4257885930445,1.34022708485797,1.47552284476327
"Casp1",0.666134938977081,0.788489385801578,0.488787813439948,0.334358110606361,1.72621097200329,1.60637251287783,1.30663806453729,1.23123154922311
"Kbtbd3",-1.12963912770642,-1.14093671579393,-1.03110348371546,-1.20625036972483,-1.22147753160734,-1.10920613349075,-1.19661394533625,-1.43720681591135
"Sgk3",0.423373728275878,0.632223150215604,0.379424122930613,0.502169300219595,1.17994996029219,1.35997049735021,1.11102034878383,1.04108226560608
"Tmem70",0.806912557391999,0.878563157755423,0.566564865817225,0.792668225186218,0.978949275139369,0.930885379144836,0.664839174711731,1.04527980091137
"Idh1",-0.830995999211616,-0.654581716390063,-0.693290063050985,-0.716222698437722,-2.6491779368926,-2.28982466177241,-2.30960855601854,-2.54129652169058
"Mettl21a",-1.56103467218019,-1.31888601910486,-0.887071373861394,-1.76516877236783,-1.20879847177598,-1.30851191279765,-0.946087995151812,-1.38412712980943
"Klf7",1.87714627663555,1.73491451215378,1.85931968045755,1.93544670861885,0.71585993498737,0.614280287151622,0.392976702955482,0.50727914425631
"Adam23",-0.537177984440681,-0.353807930628684,-0.901472992096506,-0.147557157658453,-1.85453041019847,-1.49259468914436,-2.34650631602145,-2.06534811638087
"Nrp2",1.03526460206355,1.11575388668987,1.09110269081224,1.02450995580741,1.28860925270655,1.35774790529043,1.47146865169307,1.54431662803833
"Coq10b",1.26634433285068,1.16380696750763,1.1978956413885,1.40278252083217,0.840573855817671,0.895930081524963,1.06221343226195,1.08028818823742
"Sf3b1",0.987161720661174,1.06548286925085,0.998477029615836,0.938674532868485,0.239067437188587,0.181544208325696,0.278928455575041,0.357181816357171
"Slc39a10",-0.101923772722361,-0.554636770114908,-0.707774067849483,-0.848019464563008,-0.411029498312516,-1.05202796602002,-0.85040321523614,-1.27730601875353
"Slc40a1",-1.25259813214093,-1.19721818873075,-1.11500691620104,-0.919253706885359,-2.43270585582561,-2.27708223343165,-1.95687985439725,-1.76808807114551
"Rpe",0.0852834603384416,0.662803182589768,0.253352786367596,0.15194311294134,0.844311187383066,1.13662525402352,0.984447895568469,1.12068817709239
"Cd28",-1.32334781015413,-1.1081664822512,-1.19362089795851,-1.39776893415715,-2.5332038922031,-2.8585636232776,-2.66337077632225,-3.01823404716008
"Sumo1",0.512429170147989,0.617525010420018,0.482207999028199,0.268889213902426,0.691910283898661,1.04229718796449,0.696851332906729,0.433379375712692
"Cflar",1.82515895706949,1.95205799042326,2.1157085048207,1.77622054539426,1.84333613568976,2.0345375160116,2.17109936455267,1.91831545972996
"Ptp4a1",1.10383852795137,1.16373939280275,1.15323780299463,0.747313787474831,1.40250712391893,1.52398085859503,1.62751487746425,1.22071169693625
"Il1r2",1.83387529413907,1.65537307742677,1.48035366242665,2.06851591223469,0.337973989640525,0.0921455044596766,0.440809866270408,0.0974338816097431
"Mitd1",0.836911713543179,1.07798020395068,1.0396926475082,0.923091543254101,1.84818606864647,2.04087936008216,2.1974905741364,2.05855467144963
"Asnsd1",-0.514047650276598,-0.338439202338315,-0.393469231068247,-0.248567791699548,-1.00885646643791,-0.980264403569749,-0.750669218165652,-0.778703394332386
"Ormdl1",-1.4457938654326,-0.85070512132628,-0.781226622185468,-0.788116025406859,-1.06464522431586,-0.907717052890514,-0.705688505477521,-1.02110915943799
"Stat1",0.492698397648214,0.66375012184383,0.526153030819703,0.391792800782232,1.81068561861931,2.11642816017376,2.0292603605579,2.09471360266002
"Nabp1",-0.607138196503028,-0.527826213006416,-0.477472623402278,-0.336629179019825,-1.57517412841894,-1.59132592966094,-1.57938585145712,-1.2429406661083
"Mgat4a",0.606636946521248,0.476126485160481,0.728180318036281,0.55317202238804,0.972442324441902,1.12950938179281,1.19107863901682,1.01428510302165
"Ptpn18",-0.171689676568569,-0.00994683928914064,-0.0316623273033505,0.0697189562922143,-0.993787343321042,-0.876235267304555,-1.17641997179058,-1.21808589116902
"Sdhaf4",-0.251840778079739,-0.270689937937816,-0.4375910733674,-0.327250421974076,-0.881744698677617,-0.588480074201726,-1.15360603448867,-1.07224251708421
"Agfg1",0.928341600082467,1.18772444053478,0.971048297721093,0.877303543367369,1.27208609620921,1.38141861082108,1.3578427678286,1.2198783418736
"Cyp27a1",-0.387239429831325,-0.532244428955043,-0.349610379684136,-0.34927676693787,-1.37061155578629,-1.16130290287368,-1.31204358819442,-1.28019847812199
"Pnkd",-0.590208081260076,-0.624947212047442,-0.88972798332416,-0.642138271468333,-1.16613748427321,-1.36308984106609,-1.40844097438498,-1.56026335412107
"Atic",-0.581247521290686,-0.674876704507232,-0.648016138566323,-0.711071019179459,-1.32215575156153,-1.1560607151455,-1.3367516203579,-1.23686403131442
"Zfand2b",-0.113632375723697,0.222766454959432,0.247646392946465,-0.0931962320734974,0.886405846666984,1.13842946218572,1.14926421194223,0.788992773114585
"Tuba4a",-0.036971341162201,0.0712513525675109,0.0777998465058345,-0.493984228637683,-0.515857867250023,-0.25899336204048,-0.599783743315,-1.06719252892136
"Speg",-0.750087772763323,-0.891393337432253,-0.779469743086671,-0.483311055589624,-0.930410275351572,-1.32558540495109,-1.0377967535069,-0.586872894660805
"Trip12",0.566407279085414,0.671137491124995,0.508772681004804,0.454876569762571,0.864182670005694,1.0468968232276,0.94469869524895,1.15459307949578
"Sp100",0.919567049714237,0.870033984566365,0.825242540288714,0.788613722570541,1.83415568448263,1.55619060787135,1.57418758432584,1.76546367788736
"Ncl",-0.342811099032597,-1.30728395748829,0.0322767566884394,-0.308888734570238,0.0914175416681147,-0.94412854481262,-0.250649274936774,-0.427775308197309
"Epha4",2.48538334295409,2.75571112446684,2.09895658245069,2.59603206855606,2.7879854625763,3.02234088216845,2.31730504199728,2.85902927883411
"Farsb",-0.327858649477887,-0.497277372505225,-0.357722541269584,-0.438704781357038,-1.03704268643583,-1.16824853537164,-1.2112882030104,-1.13214942184834
"Mrpl44",-1.00922083514557,-1.04818193622338,-1.30619171600808,-1.25903557524109,-0.290420262510864,-0.119620638540708,-0.274319956154438,0.091932936580994
"Dtymk",-0.463959975864181,-0.448959075392876,-0.545522620935587,-0.299117826281595,-0.747336494118678,-0.617507050243945,-1.1275225113429,-0.705355127184627
"Ing5",0.39898048407226,-0.257685953581286,0.105778807146843,1.09187091336029,0.418736284012012,-0.153119246408694,0.101008616247999,0.931332756019814
"Inpp5d",-1.33872539182262,-1.49315457008471,-1.22444071275831,-1.44643714973552,-2.12354173828347,-2.37547377387151,-2.20839289331216,-2.85069586801017
"Lrrfip1",1.13065843308588,0.924921688237231,1.10624739386472,1.17678095505128,-0.0835232674590367,-0.311639032223084,0.072117587277809,-0.0994608776607899
"Serpinb8",0.128332356716965,0.418604488733129,0.0917994480605668,-0.103798118436636,-0.845159964792957,-0.67288811750316,-0.624000505929911,-1.26608032853057
"Rgs1",2.53887320352885,2.54616044840862,2.08169893902835,1.96464466796712,2.50610737366282,2.36142387977355,2.07337167291156,2.02249624577738
"Rgs2",-0.116832037960232,-0.0935407230178509,-0.347882808131191,-0.331364646718304,-1.03224731106777,-1.23501516810274,-1.38181084432769,-1.3569428023708
"Nifk",-1.03408495569048,-0.917943545554342,-1.04659591998197,-0.731685172397296,-0.439593187933338,-0.00703271209155476,-0.640180538078643,-0.267351328835439
"Epb41l5",1.11523340442531,0.521479666314169,0.668016123864268,0.252593595269992,0.686493941565751,0.239938723324451,0.603869121570463,0.225662366815654
"Marco",0.877587597131022,0.830455995098813,0.757546429625201,1.02044147913874,1.89538218042468,1.74888693972095,2.14521175768951,2.66333701041838
"Ptprc",0.956555652543512,0.957967138918147,1.04195863055219,0.946056806034956,0.835584495371286,0.752747427552078,0.939768993225701,1.05448567344732
"Csrp1",0.470088086990986,0.522690577210359,0.386731294594358,0.50795814209835,0.784340327955429,1.13230140510992,1.03327011684723,1.21655680071442
"Rassf5",-1.17063921323197,-1.19153380348967,-1.39892586606902,-1.23845219947529,-1.74515961159566,-2.2549279006316,-2.0112016688962,-1.86764420773736
"Nucks1",0.656346889902926,0.695163630373872,0.535485250154607,0.444443972972623,0.954495695236757,1.18582641597821,1.21990325271946,1.06609807590563
"Cdk18",-0.735909772817481,-0.66274946844593,-0.808743176783078,-0.868897951860625,-1.24167540795039,-1.12161251609151,-1.3036879531498,-1.23232412854515
"Cyb5r1",-0.667872879776739,-0.53014269790792,-0.463488181581086,-0.239674547373507,-1.45914967630989,-1.35997214272947,-0.910573477825393,-1.78914429894742
"Tor1aip1",1.06484583744227,1.22631137913722,1.18082529953759,1.06797686835227,1.42029060838335,1.67773481280918,1.64650696266302,1.45895928203836
"Xpr1",-0.204845491110025,-0.247272048782585,-0.105079707332652,-0.360984300099545,-1.08931870929375,-1.05710692358412,-1.12057561283522,-1.38742799443473
"Glul",-0.381115751077671,-0.215889770220146,-0.30120185297315,-0.378088572021868,-1.57787823616249,-1.44158595971656,-1.70607590504381,-1.84365591778965
"Lamc1",0.222257086806708,0.648311470149975,0.865605354035172,0.92101977995494,0.720573947365609,0.855662710840066,1.47072918059034,1.32007749389737
"Ncf2",-0.185691229676121,-0.115266997825036,-0.141174095103699,0.0256735348215713,-0.931671309954153,-0.867645385130939,-1.01002604110465,-1.07400580231093
"Rgl1",1.01964997630989,1.09599765822147,1.09169515350517,1.11301247774812,1.44251113750411,1.50854090994802,1.58281948149601,1.53392245180723
"Fam129a",1.32902596741763,1.36752990250949,1.49228961204799,1.42003129827988,1.69777037165674,1.70846540531435,1.8994731158122,2.14043830724455
"Rnf2",1.64451854244692,1.80139987962384,1.59817014648305,1.64539710341476,0.997430384142595,1.05182929655968,0.828156670776397,0.889306421118686
"Cdc42bpa",0.337734226601285,0.520756333654435,0.226588056712558,0.100097932762996,0.883443517672593,1.19940412196563,0.939922118079945,0.869465790607228
"Parp1",-0.745851649215199,-1.05303267613889,-0.612863746945901,-0.75662357553815,-0.98375267900725,-1.06990947342231,-0.909069053229217,-1.37173435879329
"Sdccag8",-0.632478248027677,-0.695585252212398,-0.825608044116033,-1.00584808527092,-0.405618150838863,-0.223661762047809,-0.356764114009904,-0.948316663779758
"Fh1",-0.503594893304215,-0.279813628591978,-0.377769667938026,-0.396238570554338,-1.00279577919369,-0.839039548298702,-0.860569432036656,-0.838111640428491
"Ifi211",2.68882183606846,2.63368994951539,2.75392352746986,2.93865448838371,3.37585376198047,3.39357196746458,3.36513370253363,3.49169700650967
"Tagln2",0.596794276868557,0.576193930276474,0.660508553441328,0.760970015033228,0.983482612327521,0.843003491918491,1.10016711456681,1.30055221700934
"Uck2",-0.0877323056428154,0.126402563625254,0.0407381846170103,-0.395868301062264,-1.08424875556819,-0.914226607506161,-1.59271669226941,-1.69368218967403
"Abl2",1.20898811213817,1.04098544170778,1.31652534378816,0.987386886016127,-0.152507728937402,-0.405024522555088,-0.175761158336869,-0.559706831650976
"Soat1",-0.317182744550623,-0.231064063054365,-0.511880892886214,-0.525830469869376,-1.3756976245326,-1.28273143209997,-1.5314494706991,-1.56899464613027
"Ppp2r5a",0.945492854992846,1.00519144230829,0.983296827840623,0.765014365002577,1.03768241525727,1.25041135734137,1.26831026764316,0.970637709755962
"Tmem206",-1.39618371731882,-1.26123578747022,-1.02320851868507,-1.64923591633141,-1.57005534659539,-1.86660596666767,-1.41031750004897,-1.78851593739052
"Batf3",-0.999954056359149,-1.3952946926048,-1.32256799823927,-0.736343094666492,-1.57562992514842,-1.85139409236646,-1.96898782910901,-1.64785953656962
"Tatdn3",-0.962515624979338,-1.43648827159671,-0.608389632311954,-0.358219344491329,-2.04796844681757,-2.3967752318196,-2.00769728856224,-2.07185909549251
"Traf5",0.631668967706888,0.75046387794959,0.799158114024735,1.00003414860051,0.873173242040819,1.10904562095827,1.16190892359337,1.46936156857388
"Usf1",-0.689028853929833,-0.886398581088151,-1.04903708306569,-1.34950376172757,0.182630710176964,0.333549786837802,0.1773370706911,0.165964321429632
"Fam107b",0.589076141743115,0.753079516479562,0.770211172063697,1.06583634979025,0.455291146351118,0.788537158457635,0.621170535946124,0.19952926557011
"Frmd4a",0.850691572663151,1.14353555877165,0.79622105615834,1.03858947162505,1.01355306203347,1.079714054601,1.07667626953236,1.34186877405186
"Sephs1",0.665728865973881,0.566711510669599,0.33639491549908,0.587146524110992,0.890884192778374,0.676403736118106,0.681172133872471,1.11193032470947
"Optn",1.49547785588782,1.58875004759202,1.49990636400497,1.5277186291996,1.75109205348936,1.75104697389795,1.95156374879456,2.14347069879528
"Aldh9a1",-0.319851194909943,-0.331609962953061,-0.255987314539079,-0.144065802103165,-1.15490196360927,-1.10209620297197,-1.3397471260448,-1.1818326960904
"Tnfsf4",2.93608370200173,2.98047232420556,3.12543396726497,3.5363400596632,2.14961545479795,2.19699059728776,2.259590467045,2.53721855289803
"Prdx6",0.685809692645265,0.62179389982622,0.601621728712055,0.921955230620595,0.747639893850053,0.714320642001117,0.81380353463493,1.04812157856175
"Vim",0.677646739949568,0.321366661738145,0.771530580377545,1.05987070927067,0.707071730286364,0.421493039075095,1.05685263712884,1.38697404997366
"Dnajc1",0.375928112347286,0.471303075002521,0.170399633423886,0.16468694442012,1.67448318486014,1.93843795892802,1.81236505748282,1.80094826579245
"Mllt10",-0.909962707676477,-1.34248193961532,-1.19926344946225,-0.912503477683037,-0.408128664903313,-0.540536647986881,-0.449764751933372,-0.472563784562587
"Kif5c",0.174452693666564,0.372360853249853,-0.404822929503028,-0.469450737741662,0.915581527747219,1.05050954605218,0.746241363160878,1.49020440716626
"Mmadhc",0.595938361896762,0.751789208682745,0.833750391185665,0.46533348009675,0.978262386056389,1.05263296739375,1.12760784079349,0.990805720727775
"Il2ra",0.98954554470537,1.32191893866762,1.47398182344427,0.837451929433762,2.18725589817102,2.41952447361418,2.40994875222937,1.92082972030969
"Pfkfb3",-0.113430404902978,-0.135511503158054,-0.16262359584328,-0.266737213382779,1.38438665049092,1.50634574126141,1.51193380109196,1.26107275251671
"Acbd5",0.0364473736844246,-0.2299954180699,-0.332863994282214,-0.248184712124164,-0.254984299775455,-0.463296443158968,-0.615750374945701,-1.01284696081316
"Fam129b",0.802855172632651,0.840938520344239,0.691141421959347,0.896434478750996,1.01322256910809,0.919695636535282,0.99910041256242,1.23854019455065
"Stxbp1",0.673850824867601,1.02823796987957,1.07188729420541,0.868619149305168,1.5131973084772,1.69382525596747,1.71314627425958,2.00543594167453
"Eng",-0.571354913067374,-0.218867215843444,-0.0599164282286768,-0.455557006402437,0.61432131129999,1.07542166233662,1.04944447362302,0.467326115461281
"Slc25a25",1.35194904838994,1.32620595126353,1.12019691298399,1.36274507790587,1.05771058719003,0.906301867906961,0.906551902864384,1.25775271125051
"Ralgds",1.3291708548769,1.52888114858936,1.44964398378417,1.43024897743611,1.64663891178443,1.99207962198138,1.92061284445466,1.67024773894256
"Lcn2",0.793831840224907,0.993259640209941,0.923656274443856,0.881740481342019,1.41885496871502,1.57970788166504,1.60088357566074,1.5565679727068
"Gpd2",1.35989329720051,1.51328423616139,1.25706068043114,1.25549696697043,2.25840554918919,2.2962244447086,2.2534503166101,2.49015445897373
"Cytip",-0.568296630780951,-0.892172847295088,-0.542759900909939,-0.413927751159811,-0.920925042473059,-1.02298695027519,-0.902172701406706,-0.934815237652066
"Abl1",-1.47725138546406,-1.27181506099746,-1.05772845013044,-1.40168913882402,-1.10889280887045,-1.10920951749323,-1.09672690644453,-1.10648322789705
"Crat",-0.72989046747913,-0.801814579611219,-1.17330897385321,-1.55915020865821,-1.68454250187044,-1.77998992167136,-1.9019624447233,-2.08164358611117
"Dolpp1",-2.10844394441699,-2.22183197924415,-2.5291879734025,-2.29123305651871,-2.20042240706675,-2.02602747688541,-2.00394414504979,-2.25962059866937
"Sh3glb2",-0.22113461572359,-0.324894234175209,0.081875723351287,-0.117863967110638,-0.969298360827909,-1.01039203091826,-1.0877612208525,-1.33117838443985
"Hspa5",0.764654224925704,0.961387815105484,0.73357039975453,0.864497925416121,0.766069999855492,1.01646756456333,0.927797090799878,0.978506426482626
"Kynu",0.380597747898423,0.641032426943088,0.441628605840327,0.383376094399955,1.29043778728995,1.41459692202182,1.46861749813757,1.35795625996938
"Psmd5",-0.766955646042955,-0.918799200305842,-1.10087389064474,-0.372078717246918,0.187165602434337,0.266908924519971,-0.151751755085256,0.342373349218754
"Traf1",1.26783741109373,1.31273093696107,1.22891610597703,1.17203869235252,2.07864092349928,2.17604448442374,2.33526269372959,2.52147498013608
"Gsn",-0.0717570047807898,0.0343335840968191,-0.11294491132646,-0.236248725175649,-0.756472766037581,-0.57323236060752,-0.806641776437316,-1.00629706123652
"Rbm18",-1.16326488154571,-1.09264056722166,-0.78857697548333,-0.816536361537895,-0.392324712460479,-0.104763902514003,0.173931654439697,0.202118563675849
"Gca",0.986522615343104,1.18933186436028,1.09909987980464,0.648223203957418,1.11795199531663,1.13900808889006,1.46294719634581,0.95246082827746
"Ifih1",2.3140826234184,2.81230751546702,2.44435910803268,2.29603086936168,1.93246125064666,2.1658705182411,2.04701211603779,2.09214343241577
"Brd3",-0.864145022805391,-0.84229271470758,-0.977065148621771,-1.36407828682943,0.484772747689073,0.636988883459355,0.555126220120785,0.348260225852911
"Camsap1",0.0653056795911051,0.232511551792493,-0.327805538673458,-0.0477234919202081,1.56281862868025,1.720399964666,1.39361920474737,1.51762620719294
"Tmem141",-0.553433455938015,-0.537524518201659,-0.62837730454509,-0.240636143387426,-1.69011680928941,-1.66252354398515,-2.02681070101488,-1.16878660816739
"Traf2",0.518186851169923,0.799944237558541,0.589255866067744,0.46138616606827,1.09543234827257,1.19596314878452,1.31487220100965,1.37767866196589
"Nmi",0.822645978678094,0.851021128520569,0.807144489495323,1.07228958627555,1.90977240300037,1.95339886237485,2.03759795119138,2.42788747697117
"Neb",1.97019130714185,0.848349804298894,0.619152386664973,0.30190261019437,2.12381603385145,0.553085146403052,0.665880662942186,0.0902392622302233
"Ssna1",-1.01865471092299,-0.61823297187691,-1.11375340743519,-0.752881371158542,-0.66766135852593,-0.565555893679284,-0.802031770476525,-0.520516746685669
"Rbms1",0.932156288310312,1.06346743447781,0.981384479821402,0.841930692069018,0.543647031325735,0.640073044817786,0.657199505960498,0.568822473806345
"Arrdc1",-0.30170716323002,0.11237059789692,-0.0253578052487051,-0.148132079048788,-0.622835078871476,-0.6628811372036,-0.225712281398276,-1.16573678362017
