"","sgCtu1_input","sgCtu1_polysome","sgCtu2_input","sgCtu2_polysome","sgCtu1_TE","sgCtu2_TE"
"Hnrnpa3",0,0,0,0,0,0
"Nfe2l2",0,0,0,0,0,0
"Agps",0,0,0,0,0,0
"Rbm45",0,0,0,0,0,0
"Plekha3",0,0,0,0,0,0
"Sestd1",0,0,0,0,0,0
"Cwc22",0,0,0,0,0,0
"Ube2e3",0,0,0,0,0,0
"Itga4",0,0,0,0,0,0
"Itprid2",0,0,0,0,0,0
"Dnajc10",0,0,0,0,0,0
"Zc3h15",0,0,0,0,0,0
"Itgav",0,0,0,0,0,0
"Calcrl",0,0,0,0,0,0
"Tfpi",0,0,0,0,0,0
"Ctnnd1",0,0,0,0,0,0
"Selenoh",0,0,0,0,0,0
"Tmx2",0,0,0,0,0,0
"Med19",0,0,0,0,0,0
"Zdhhc5",0,0,0,0,0,0
"Clp1",0,0,0,0,0,0
"Ube2l6",0,0,0,0,0,0
"Timm10",0,0,0,0,0,0
"Prg2",0,0,0,0,0,0
"Ssrp1",0,0,0,0,0,0
"Olfr1033",0,0,0,0,0,0
"Ptprj",0,0,0,0,0,0
"Fnbp4",0,0,0,0,0,0
"Mtch2",0,0,0,0,0,0
"Ndufs3",0,0,0,0,0,0
"Ptpmt1",0,0,0,0,0,0
"Celf1",0,0,0,0,0,0
"Rapsn",0,0,0,0,0,0
"Psmc3",0,0,0,0,0,0
"Slc39a13",0,0,0,0,0,0
"Spi1",0,0,0,0,0,0
"Madd",0,0,0,0,0,0
"Nr1h3",0,0,0,0,0,0
"Acp2",0,0,0,0,0,0
"Arfgap2",0,0,0,0,0,0
"1110051M20Rik",0,0,0,0,0,0
"Ckap5",0,0,0,0,0,0
"Arhgap1",0,0,0,0,0,0
"Atg13",0,0,0,0,0,0
"Ambra1",0,0,0,0,0,0
"Dgkz",0,0,0,0,0,0
"Creb3l1",0,0,0,0,0,0
"Phf21a",0,0,0,0,0,0
"Pex16",0,0,0,0,0,0
"Slc35c1",0,0,0,0,0,0
"Cd82",0,0,0,0,0,0
"Ext2",0,0,0,0,0,0
"Alkbh3",0,0,0,0,0,0
"Hsd17b12",0,0,0,0,0,0
"Ttc17",0,0,0,0,0,0
"Api5",0,0,0,0,0,0
"Lrrc4c",0,0,0,0,0,0
"B230118H07Rik",0,0,0,0,0,0
"Traf6",0,0,0,0,0,0
"Prr5l",0,0,0,0,0,0
"Commd9",0,0,0,0,0,0
"Ldlrad3",0,0,0,0,0,0
"Trim44",0,0,0,0,0,0
"Cd44",0,0,0,-1,0,0
"Pdhx",0,0,0,0,0,0
"Apip",0,0,0,0,0,0
"Cat",0,0,0,0,0,0
"Caprin1",0,0,0,0,0,0
"Lmo2",0,0,0,0,0,0
"Fbxo3",0,0,0,0,0,0
"Cd59a",0,0,0,0,0,0
"Hipk3",0,0,0,0,0,0
"Cstf3",0,0,0,0,0,0
"Tcp11l1",0,0,0,0,0,0
"Qser1",0,0,0,0,0,0
"Eif3m",0,0,0,0,0,0
"Wt1",0,0,0,0,0,0
"Immp1l",0,0,0,0,0,0
"Dnajc24",0,0,0,0,0,0
"Mettl15",0,0,0,0,0,0
"Lin7c",0,0,0,0,0,0
"Ccdc34",0,0,0,0,0,0
"Nop10",0,0,0,0,0,0
"Slc12a6",0,0,0,0,0,0
"Emc4",0,0,0,0,0,0
"Katnbl1",0,0,0,0,0,0
"Emc7",0,0,0,0,0,0
"Aven",0,0,0,0,0,0
"Ryr3",0,0,0,0,0,0
"Fmn1",0,0,0,0,0,0
"Gm13963",0,0,0,0,0,0
"Arhgap11a",0,0,0,0,0,0
"Aqr",0,0,0,0,0,0
"Dph6",0,0,0,0,0,0
"Meis2",0,0,0,0,0,0
"Spred1",0,0,0,0,0,0
"Fam98b",0,0,0,0,0,0
"Thbs1",0,0,0,0,0,0
"Srp14",0,0,0,0,0,0
"Bub1b",0,0,0,0,0,0
"Plcb2",0,0,0,0,0,0
"Ivd",0,0,0,0,0,0
"Ccdc32",0,0,0,0,0,0
"Rmdn3",0,0,0,0,0,0
"Dnajc17",0,0,0,0,0,0
"Zfyve19",0,0,0,0,0,0
"Spint1",0,0,0,0,0,0
"Vps18",0,0,0,0,0,0
"Chp1",0,0,0,0,0,0
"Oip5os1",0,0,0,0,0,0
"Nusap1",0,0,0,0,0,0
"Rtf1",0,0,0,0,0,0
"Mga",0,0,0,0,0,0
"Ehd4",0,0,0,0,0,0
"Vps39",0,0,0,0,0,0
"Tmem87a",0,0,0,0,0,0
"Zfp106",0,0,0,0,0,0
"Snap23",0,0,0,0,0,0
"Lrrc57",0,0,0,0,0,0
"Haus2",0,0,0,0,0,0
"Stard9",0,0,0,0,0,0
"Ccndbp1",0,0,0,0,0,0
"Tubgcp4",0,0,0,0,0,0
"Trp53bp1",0,0,0,0,0,0
"Pdia3",0,0,0,0,0,0
"Serf2",0,0,0,0,0,0
"Hypk",0,0,0,0,0,0
"Mfap1b",0,0,0,0,0,0
"Mfap1a",0,0,0,0,0,0
"Ctdspl2",0,0,0,0,0,0
"Eif3j1",0,0,0,0,0,0
"Patl2",0,0,0,0,0,0
"B2m",0,0,0,0,0,0
"Sord",0,0,0,0,0,0
"Gatm",0,0,0,0,0,0
"AA467197",0,0,0,0,0,0
"Slc30a4",0,0,0,0,0,0
"Bloc1s6",0,0,0,0,0,0
"Sqor",0,0,0,0,0,0
"Sema6d",0,0,0,0,0,0
"Dut",0,0,0,0,0,0
"Eid1",0,0,0,0,0,0
"Secisbp2l",0,0,0,0,0,0
"Cops2",0,0,0,0,0,0
"Galk2",0,0,0,0,0,0
"Atp8b4",0,0,0,0,0,0
"Gabpb1",0,0,0,0,0,0
"Usp8",0,0,0,0,0,0
"Usp50",0,0,0,0,0,0
"Trpm7",0,0,0,0,0,0
"Sppl2a",0,0,0,0,0,0
"Blvra",0,0,0,0,0,0
"1810024B03Rik",0,0,0,0,0,0
"Snrnp200",0,0,0,0,0,0
"Ciao1",0,0,0,0,0,0
"Tmem127",0,0,0,0,0,0
"Stard7",0,0,0,0,0,0
"Fahd2a",0,0,0,0,0,0
"Mrps5",0,0,0,0,0,0
"Mtln",0,0,0,0,0,0
"Bcl2l11",0,0,0,0,0,0
"Morrbid",0,0,0,0,0,0
"Anapc1",0,0,0,0,0,0
"Mertk",0,0,-1,0,0,0
"Tmem87b",0,0,0,0,0,0
"Ttl",0,0,0,0,0,0
"Chchd5",0,0,0,0,0,0
"Slc20a1",0,0,0,0,0,0
"Ckap2l",0,0,0,0,0,0
"Gm14023",0,0,0,0,0,0
"Il1a",0,0,0,0,0,0
"Il1b",0,0,0,0,0,0
"Sirpa",0,0,0,0,0,0
"Snrpb",0,0,0,0,0,0
"Nop56",0,0,0,0,0,0
"Idh3b",0,0,0,0,0,0
"Vps16",0,0,0,0,0,0
"Ptpra",0,0,0,0,0,0
"Mrps26",0,0,0,0,0,0
"Ddrgk1",0,0,0,0,0,0
"Itpa",0,0,0,0,0,0
"4930402H24Rik",0,0,0,0,0,0
"Atrn",0,0,0,0,0,0
"1700037H04Rik",0,0,0,0,0,0
"Ap5s1",0,0,0,0,0,0
"Mavs",0,0,0,0,0,0
"Pank2",0,0,0,0,0,0
"Rnf24",0,0,0,0,0,0
"Smox",0,0,0,0,0,0
"Slc23a2",0,0,0,0,0,0
"Tmem230",0,0,0,0,0,0
"Pcna",0,0,0,0,0,0
"Cds2",0,0,0,0,0,0
"Gpcpd1",0,0,0,0,0,0
"Shld1",0,0,0,0,0,0
"Trmt6",0,0,0,0,0,0
"Crls1",0,0,0,0,0,0
"Tmx4",0,0,0,0,0,0
"Plcb1",0,0,0,0,0,0
"Ankef1",0,0,0,0,0,0
"Mkks",0,0,0,0,0,0
"Slx4ip",0,0,0,0,0,0
"Jag1",0,0,0,0,0,0
"Sptlc3",0,0,0,0,0,0
"Esf1",0,0,0,0,0,0
"Ndufaf5",0,0,0,0,0,0
"Macrod2",0,0,0,0,0,0
"Flrt3",0,0,0,0,0,0
"Snrpb2",0,0,0,0,0,0
"Pcsk2",0,0,0,0,0,0
"Dstn",0,0,0,0,0,0
"Rrbp1",0,0,0,0,0,0
"Snx5",0,0,0,0,0,0
"Sec23b",0,0,0,0,0,0
"Smim26",0,0,0,0,0,0
"Dtd1",0,0,0,0,0,0
"Slc24a3",0,0,0,0,0,0
"Rin2",0,0,0,0,0,0
"Naa20",0,0,0,0,0,0
"Crnkl1",0,0,0,0,0,0
"Ralgapa2",0,0,0,0,0,0
"Xrn2",0,0,0,0,0,0
"Cd93",0,0,0,0,0,0
"Nxt1",0,0,0,0,0,0
"Gzf1",0,0,0,0,0,0
"Cst3",0,0,1,1,0,0
"Zfp120",0,0,0,0,0,0
"Cst7",0,0,0,0,0,0
"Apmap",0,0,0,0,0,0
"Acss1",0,0,0,0,0,0
"Abhd12",0,0,0,0,0,0
"Gins1",0,0,0,0,0,0
"Nsfl1c",0,0,0,0,0,0
"Fkbp1a",0,0,0,1,0,0
"Psmf1",0,0,0,0,0,0
"Srxn1",0,0,0,0,0,0
"Csnk2a1",0,0,0,0,0,0
"Tbc1d20",0,0,0,0,0,0
"Rbck1",0,0,0,0,0,0
"Gm14164",0,0,0,0,0,0
"H13",0,0,0,0,0,0
"Bcl2l1",0,0,0,0,0,0
"Tpx2",0,0,0,0,0,0
"Pdrg1",0,0,0,0,0,0
"Hck",0,0,0,0,0,0
"Tm9sf4",0,0,0,0,0,0
"Plagl2",0,0,0,0,0,0
"Kif3b",0,0,0,0,0,0
"Asxl1",0,0,0,0,0,0
"Commd7",0,0,0,0,0,0
"Mapre1",0,0,0,0,0,0
"Efcab8",0,0,0,0,0,0
"E2f1",0,0,0,0,0,0
"Pxmp4",0,0,0,0,0,0
"Chmp4b",0,0,0,0,0,0
"Eif2s2",0,0,0,0,0,0
"Itch",0,0,0,0,0,0
"Dynlrb1",0,0,0,1,0,0
"Map1lc3a",0,0,0,0,0,0
"Pigu",0,0,0,0,0,0
"Trp53inp2",0,0,0,0,0,0
"Ncoa6",0,0,0,0,0,0
"Gss",0,0,0,0,0,0
"Trpc4ap",0,0,0,0,0,0
"Edem2",0,0,0,0,0,0
"Procr",0,0,0,0,0,0
"BC029722",0,0,0,0,0,0
"Eif6",0,0,0,0,0,0
"Uqcc1",0,0,0,0,0,0
"Cep250",0,0,0,0,0,0
"Ergic3",0,0,0,0,0,0
"Cpne1",0,0,0,0,0,0
"Nfs1",0,0,0,0,0,0
"Romo1",0,0,0,0,0,0
"Rbm39",0,0,0,0,0,0
"Phf20",0,0,0,0,0,0
"Scand1",0,0,0,0,0,0
"Cnbd2",0,0,0,0,0,0
"2900097C17Rik",0,0,0,0,0,0
"Aar2",0,0,0,0,0,0
"Dlgap4",0,0,0,0,0,0
"Rab5if",0,0,0,0,0,0
"Ndrg3",0,0,0,0,0,0
"Samhd1",0,0,0,0,0,0
"Rpn2",0,0,0,0,0,0
"Manbal",0,0,0,0,0,0
"Src",0,0,0,0,0,0
"Blcap",0,0,0,0,0,0
"Ctnnbl1",0,0,0,0,0,0
"Tgm2",0,0,0,0,0,0
"Ralgapb",0,0,0,0,0,0
"9130015L21Rik",0,0,0,0,0,0
"Mafb",0,0,0,0,0,0
"Gm14221",0,0,0,0,0,0
"Top1",0,0,0,0,0,0
"Chd6",0,0,0,0,0,0
"Srsf6",0,0,0,0,0,0
"Ift52",0,0,0,0,0,0
"Ttpal",0,0,0,0,0,0
"Serinc3",0,0,0,0,0,0
"Pkig",0,0,0,0,0,0
"Ywhab",0,0,0,0,0,0
"Tomm34",0,0,0,0,0,0
"Stk4",0,0,0,0,0,0
"Slpi",0,0,0,0,0,0
"Sdc4",0,0,0,0,0,0
"Sys1",0,0,0,0,0,0
"Dnttip1",0,0,0,0,0,0
"Ube2c",0,0,0,0,0,0
"Acot8",0,0,0,0,0,0
"Neurl2",0,0,0,0,0,0
"Ctsa",0,0,0,0,0,0
"Pltp",0,0,0,0,0,0
"Pcif1",0,0,0,0,0,0
"Ncoa5",0,0,0,0,0,0
"Cd40",0,0,0,0,0,0
"Slc35c2",0,0,0,0,0,0
"Elmo2",0,0,0,0,0,0
"Ocstamp",0,0,0,0,0,0
"Zmynd8",0,0,0,0,0,0
"Ncoa3",0,0,0,0,0,0
"Sulf2",0,0,0,0,0,0
"Prex1",0,0,0,0,0,0
"Arfgef2",0,0,0,0,0,0
"Cse1l",0,0,0,0,0,0
"Stau1",0,0,0,0,0,0
"Ddx27",0,0,0,0,0,0
"Znfx1",0,0,0,0,0,0
"Zfas1",0,0,0,0,0,0
"B4galt5",0,0,0,0,0,0
"Spata2",0,0,0,0,0,0
"Rnf114",0,0,0,0,0,0
"Ube2v1",0,0,0,0,0,0
"Tmem189",0,0,0,0,0,0
"Cebpb",0,0,0,0,0,0
"Ptpn1",0,0,0,0,0,0
"Adnp",0,0,0,0,0,0
"Dpm1",0,0,0,0,0,0
"Tshz2",0,0,0,0,0,0
"Pfdn4",0,0,1,0,0,0
"Cstf1",0,0,0,0,0,0
"Rtf2",0,0,0,0,0,0
"Ctcflos",0,0,0,0,0,0
"Zbp1",0,0,0,0,0,0
"Pmepa1",0,0,0,0,0,0
"Rab22a",0,0,0,0,0,0
"Vapb",0,0,0,0,0,0
"Stx16",0,0,0,0,0,0
"Npepl1",0,0,0,0,0,0
"Gnas",0,0,0,0,0,0
"Ctsz",0,0,0,0,0,0
"Atp5e",0,0,0,0,0,0
"Prelid3b",0,0,0,0,0,0
"Gm14325",0,0,0,0,0,0
"Gm14326",0,0,0,0,0,0
"Zfp971",0,0,0,0,0,0
"Psma7",0,0,0,0,0,0
"Rps21",0,0,0,0,0,0
"Ogfr",0,0,0,0,0,0
"Dido1",0,0,0,0,0,0
"Gid8",0,0,0,0,0,0
"Ythdf1",0,0,0,0,0,0
"Eef1a2",0,0,0,0,0,0
"Ppdpf",0,0,0,0,0,0
"Helz2",0,0,0,0,0,0
"Arfrp1",0,0,0,0,0,0
"Tpd52l2",0,0,0,0,0,0
"Dnajc5",0,0,0,0,0,0
"Uckl1",0,0,0,0,0,0
"Prpf6",0,0,0,0,0,0
"Rgs19",0,0,0,0,0,0
"Polr3k",0,0,0,0,0,0
"2700069I18Rik",0,0,0,0,0,0
"Pex2",0,0,0,0,0,0
"Gm8797",0,0,0,0,0,0
"Zc2hc1a",0,0,0,0,0,0
"Gm16685",0,0,0,0,0,0
"Mrps28",0,0,0,0,0,0
"Tpd52",0,0,0,0,0,0
"Zfp704",0,0,0,0,0,0
"Pag1",0,0,0,0,0,0
"Fabp5",0,0,0,0,0,0
"Fabp4",-1,-1,-1,-1,0,0
"Impa1",0,0,0,0,0,0
"Zfand1",0,0,0,0,0,0
"Ralyl",0,0,0,0,0,0
"Rbis",0,0,0,0,0,0
"Car13",0,0,0,0,0,0
"Car1",0,0,0,0,0,0
"Car2",0,0,1,0,0,0
"Sirpb1b",0,0,0,0,0,0
"Sirpb1c",0,0,0,0,0,0
"Ythdf3",0,0,0,0,0,0
"Armc1",0,0,0,0,0,0
"Hltf",0,0,0,0,0,0
"Gyg",0,0,0,0,0,0
"Tbl1xr1",0,0,0,0,0,0
"Naaladl2",0,0,0,0,0,0
"Nlgn1",0,0,0,0,0,0
"Spata16",0,0,0,0,0,0
"Nceh1",0,0,0,0,0,0
"Fndc3b",0,0,0,0,0,0
"Rpl22l1",0,0,0,0,0,0
"Sec62",0,0,0,0,0,0
"Gpr160",0,0,0,0,0,0
"Phc3",0,0,0,0,0,0
"Skil",0,0,0,0,0,0
"Zmat3",0,0,0,0,0,0
"Pik3ca",0,0,0,0,0,0
"Zfp639",0,0,0,0,0,0
"Actl6a",0,0,0,0,0,0
"Mrpl47",0,0,0,0,0,0
"Ndufb5",0,0,0,0,0,0
"Ttc14",0,0,0,0,0,0
"Fxr1",0,0,0,0,0,0
"Dnajc19",0,0,0,0,0,0
"Atp11b",0,0,0,0,0,0
"Dcun1d1",0,0,0,0,0,0
"Anxa5",0,0,0,0,0,0
"Exosc9",0,0,0,0,0,0
"4932438A13Rik",0,0,0,0,0,0
"Il2",0,0,0,0,0,0
"Spry1",0,0,0,0,0,0
"Ankrd50",0,0,0,0,0,0
"Hspa4l",0,0,0,0,0,0
"Plk4",0,0,0,0,0,0
"Larp1b",0,0,0,0,0,0
"Pgrmc2",0,0,0,0,0,0
"D3Ertd751e",0,0,0,0,0,0
"Slc7a11",0,0,0,0,0,0
"Gm6209",0,0,0,0,0,0
"Noct",0,0,0,0,0,0
"Elf2",0,0,0,0,0,0
"Ndufc1",0,0,0,0,0,0
"Naa15",0,0,0,0,0,0
"Setd7",0,0,0,0,0,0
"Mgst2",0,0,0,0,0,0
"Cog6",0,0,0,0,0,0
"Nhlrc3",0,0,0,0,0,0
"Proser1",0,0,0,0,0,0
"Ufm1",0,0,0,0,0,0
"Supt20",0,0,0,0,0,0
"Exosc8",0,0,0,0,0,0
"Alg5",0,0,0,0,0,0
"Rfxap",0,0,0,0,0,0
"Spg20",0,0,0,0,0,0
"Commd2",0,0,0,0,0,0
"Rnf13",0,0,0,0,0,0
"Tsc22d2",0,0,0,0,0,0
"Serp1",0,0,0,0,0,0
"Eif2a",0,0,0,0,0,0
"Selenot",0,0,0,0,0,0
"4930593A02Rik",0,0,0,0,0,0
"Med12l",0,0,0,0,0,0
"Gpr171",0,0,1,0,0,0
"P2ry14",0,0,0,0,0,0
"Mbnl1",0,0,0,0,0,0
"Rap2b",0,0,0,0,0,0
"Arhgef26",0,0,0,0,0,0
"Dhx36",0,0,0,0,0,0
"Gmps",0,0,0,0,0,0
"Ssr3",0,0,0,0,0,0
"Tiparp",0,0,0,0,0,0
"Ccnl1",0,0,0,0,0,0
"Veph1",0,0,0,-1,0,0
"Ptx3",0,0,0,-1,0,0
"Rsrc1",0,0,0,0,0,0
"Gfm1",0,0,0,0,0,0
"Lxn",0,0,0,0,0,0
"Mfsd1",0,0,0,0,0,0
"Schip1",0,0,0,0,0,0
"Smc4",0,0,0,0,0,0
"Kpna4",0,0,0,0,0,0
"Nmd3",0,0,0,0,0,0
"Pdcd10",0,0,0,0,0,0
"Golim4",0,0,0,0,0,0
"Rapgef2",0,0,0,0,0,0
"Fnip2",0,0,0,0,0,0
"Ppid",0,0,0,0,0,0
"Etfdh",0,0,0,0,0,0
"Gask1b",0,0,0,0,0,0
"Ctso",0,0,0,0,0,0
"Plrg1",0,0,0,0,0,0
"Tlr2",0,0,-1,-1,0,0
"Trim2",0,0,0,0,0,0
"Arfip1",0,0,0,0,0,0
"Gm37240",0,0,0,0,0,0
"Tmem154",0,0,0,1,0,0
"Fbxw7",0,0,0,0,0,0
"Rps3a1",0,0,0,0,0,0
"Lrba",0,0,0,0,0,0
"Cd1d1",0,0,0,0,0,0
"Fcrls",0,0,0,0,0,0
"Etv3",0,0,0,0,0,0
"Hdgf",0,0,0,0,0,0
"Mrpl24",0,0,0,0,0,0
"Isg20l2",0,0,0,0,0,0
"Nes",0,0,0,0,0,0
"Gpatch4",0,0,0,0,0,0
"Naxe",0,0,0,0,0,0
"Mef2d",0,0,0,0,0,0
"Tsacc",0,0,0,0,0,0
"Cct3",0,0,0,0,0,0
"Glmp",0,0,0,1,0,0
"Pmf1",0,0,0,0,0,0
"Slc25a44",0,0,0,0,0,0
"Sema4a",0,0,0,0,0,0
"Lmna",0,0,0,0,0,0
"Lamtor2",0,0,0,0,0,0
"Ubqln4",0,0,0,0,0,0
"Ssr2",0,0,0,0,0,0
"Arhgef2",0,0,0,0,0,0
"Rit1",0,0,0,0,0,0
"Syt11",0,0,0,0,0,0
"Gon4l",0,0,0,0,0,0
"Dap3",0,0,0,0,0,0
"Ash1l",0,0,0,0,0,0
"Rusc1",0,0,0,0,0,0
"Fdps",0,0,0,0,0,0
"Scamp3",0,0,0,0,0,0
"Gba",0,0,1,0,0,0
"Mtx1",0,0,0,0,0,0
"Thbs3",0,0,0,0,0,0
"Krtcap2",0,0,0,0,0,0
"Dpm3",0,0,0,0,0,0
"Slc50a1",0,0,0,0,0,0
"Adam15",0,0,0,0,0,0
"Flad1",0,0,0,0,0,0
"Cks1b",0,0,0,0,0,0
"Shc1",0,0,0,0,0,0
"Pbxip1",0,0,0,0,0,0
"Pmvk",0,0,0,0,0,0
"Adar",0,0,0,0,0,0
"Ube2q1",0,0,0,0,0,0
"Il6ra",0,0,0,0,0,0
"Hax1",0,0,0,0,0,0
"Ubap2l",0,0,0,0,0,0
"4933434E20Rik",0,0,0,0,0,0
"Tpm3",0,0,0,0,0,0
"Nup210l",0,0,0,0,0,0
"Rps27",0,0,0,0,0,0
"Rab13",0,0,0,0,0,0
"Jtb",0,0,0,0,0,0
"Slc39a1",0,0,0,0,0,0
"Crtc2",0,0,0,0,0,0
"Dennd4b",0,0,0,0,0,0
"Gatad2b",0,0,0,0,0,0
"Ilf2",0,0,0,0,0,0
"Snapin",0,0,0,0,0,0
"Chtop",0,0,0,0,0,0
"S100a1",0,0,0,0,0,0
"S100a13",0,0,0,0,0,0
"S100a4",0,0,0,0,0,0
"S100a6",0,0,0,0,0,0
"S100a8",0,0,0,0,0,0
"S100a9",0,0,0,0,0,0
"Pglyrp3",0,0,0,0,0,0
"Gm9774",0,0,0,0,0,0
"S100a11",0,0,0,0,0,0
"S100a10",0,0,0,0,0,0
"Them4",0,0,0,0,0,0
"Mrpl9",0,0,0,0,0,0
"Snx27",0,0,0,0,0,0
"Psmb4",0,0,0,0,0,0
"Selenbp1",0,0,0,0,0,0
"Pi4kb",0,0,0,0,0,0
"Psmd4",0,0,0,0,0,0
"Pip5k1a",0,0,0,0,0,0
"Vps72",0,0,0,0,0,0
"Scnm1",0,0,0,0,0,0
"Tnfaip8l2",0,0,0,0,0,0
"Gabpb2",0,0,0,0,0,0
"Mllt11",0,0,0,0,0,0
"Cdc42se1",0,0,0,0,0,0
"Prune1",0,0,0,0,0,0
"Mindy1",0,0,0,0,0,0
"6330562C20Rik",0,0,0,0,0,0
"Cers2",0,0,0,0,0,0
"Arnt",0,0,0,0,0,0
"Ctsk",0,0,0,0,0,0
"Ctss",0,0,0,0,0,0
"Golph3l",0,0,0,0,0,0
"Ensa",0,0,0,0,0,0
"Mcl1",0,0,0,0,0,0
"Ecm1",0,0,0,0,0,0
"Rprd2",0,0,0,0,0,0
"Prpf3",0,0,0,0,0,0
"Mrps21",0,0,0,0,0,0
"BC028528",0,0,0,0,0,0
"Aph1a",0,0,0,0,0,0
"Anp32e",0,0,0,0,0,0
"Plekho1",0,0,0,0,0,0
"Vps45",0,0,0,0,0,0
"Otud7b",0,0,0,0,0,0
"Sf3b4",0,0,0,0,0,0
"Bola1",0,0,0,0,0,0
"Hist2h2ac",0,0,0,0,0,0
"Fcgr1",0,0,0,0,0,0
"Txnip",0,0,0,0,0,0
"Polr3gl",0,0,0,0,0,0
"Rbm8a",0,0,0,0,0,0
"Pex11b",0,0,0,0,0,0
"Ankrd35",0,0,0,0,0,0
"Polr3c",0,0,0,0,0,0
"Rnf115",0,0,0,0,0,0
"Gpr89",0,0,0,0,0,0
"Gja5",0,0,0,0,0,0
"Sec22b",0,0,0,0,0,0
"Notch2",0,0,0,0,0,0
"Wdr3",0,0,0,0,0,0
"Gdap2",0,0,0,0,0,0
"Tent5c",0,0,0,0,0,0
"Man1a2",0,0,0,0,0,0
"Vtcn1",0,0,0,0,0,0
"Ptgfrn",0,0,0,0,0,0
"Atp1a1",0,0,0,0,0,0
"Sike1",0,0,0,0,0,0
"Csde1",0,0,0,0,0,0
"Nras",0,0,0,0,0,0
"Bcas2",0,0,0,0,0,0
"Trim33",0,0,0,0,0,0
"Hipk1",0,0,0,0,0,0
"Ptpn22",0,0,0,0,0,0
"Rsbn1",0,0,0,0,0,0
"Slc16a1",0,0,0,0,0,0
"Rhoc",0,0,0,0,0,0
"Capza1",0,0,0,0,0,0
"St7l",0,0,0,0,0,0
"Cttnbp2nl",0,0,0,0,0,0
"Rap1a",0,0,0,0,0,0
"Gm5547",0,0,0,0,0,0
"Atp5f1",0,0,0,0,0,0
"Wdr77",0,0,0,0,0,0
"Chil3",0,0,0,0,0,0
"Dennd2d",0,0,0,0,0,0
"Cept1",0,0,0,0,0,0
"Dram2",0,0,0,0,0,0
"Lrif1",0,0,0,0,0,0
"Cd53",0,0,0,0,0,0
"AI504432",0,0,0,0,0,0
"Lamtor5",0,0,0,0,0,0
"Rbm15",0,0,0,0,0,0
"Strip1",0,0,0,0,0,0
"Ahcyl1",0,0,0,0,0,0
"Csf1",0,0,0,0,0,0
"Gstm2",0,0,0,0,0,0
"Gstm1",0,0,0,0,0,0
"Gstm4",0,0,0,0,0,0
"Gnai3",0,0,0,0,0,0
"1700010K24Rik",0,0,0,0,0,0
"Psma5",0,0,0,0,0,0
"Sort1",0,0,0,0,0,0
"Psrc1",0,0,0,0,0,0
"Sars",0,0,0,0,0,0
"Tmem167b",0,0,0,0,0,0
"Taf13",0,0,0,0,0,0
"Clcc1",0,0,0,0,0,0
"Stxbp3",0,0,0,0,0,0
"Fndc7",0,0,0,0,0,0
"Prpf38b",0,0,0,0,0,0
"Fam102b",0,0,-1,0,0,0
"Slc25a24",0,0,0,0,0,0
"Dph5",0,0,0,0,0,0
"Slc30a7",0,0,0,0,0,0
"Vcam1",0,0,0,0,0,0
"Cdc14a",0,0,0,0,0,0
"Rtca",0,0,0,0,0,0
"Dbt",0,0,0,0,0,0
"Trmt13",0,0,0,0,0,0
"Sass6",0,0,0,0,0,0
"Mfsd14a",0,0,0,0,0,0
"Slc35a3",0,0,0,0,0,0
"Agl",0,0,0,0,0,0
"Frrs1",0,0,0,0,0,0
"Snx7",0,0,0,0,0,0
"Dpyd",0,0,0,0,0,0
"Tmem56",0,0,0,0,0,0
"Alg14",0,0,0,0,0,0
"F3",0,0,0,0,0,0
"Abcd3",0,0,0,0,0,0
"Gclm",0,0,0,0,0,0
"Dnttip2",0,0,0,0,0,0
"Bcar3",0,0,0,0,0,0
"Gm4610",0,0,0,0,0,0
"Fnbp1l",0,0,0,0,0,0
"1810037I17Rik",0,0,0,0,0,0
"Snhg8",0,0,0,0,0,0
"Ndst3",0,0,0,0,0,0
"Gm43731",0,0,0,0,0,0
"Camk2d",0,0,0,0,0,0
"Larp7",0,0,0,0,0,0
"Alpk1",0,0,0,0,0,0
"Tifa",0,0,0,0,0,0
"Ap1ar",0,0,0,0,0,0
"Fam241a",0,0,0,0,0,0
"9830132P13Rik",0,0,0,0,0,0
"Gm43824",0,0,0,0,0,0
"Gar1",0,0,0,0,0,0
"Casp6",0,0,0,0,0,0
"Mcub",0,0,0,0,0,0
"Sec24b",0,0,0,0,0,0
"Ostc",0,0,0,0,0,0
"Rpl34",0,0,0,0,0,0
"2010110G14Rik",0,0,0,0,0,0
"Hadh",0,0,0,0,0,0
"Sgms2",0,0,0,0,0,0
"Papss1",0,0,0,0,0,0
"Aimp1",0,0,0,0,0,0
"Tbck",0,0,0,0,0,0
"Ints12",0,0,0,0,0,0
"Ppa2",0,0,0,0,0,0
"Tet2",0,0,0,0,0,0
"Tacr3",0,0,0,0,0,0
"Cenpe",0,0,0,0,0,0
"Cisd2",0,0,0,0,0,0
"Ube2d3",0,0,0,1,0,0
"Manba",0,0,0,0,0,0
"Nfkb1",0,0,0,0,0,0
"Ppp3ca",0,0,0,0,0,0
"H2afz",0,0,0,0,0,0
"Dnajb14",0,0,0,0,0,0
"Lamtor3",0,0,0,1,0,0
"Dapp1",0,0,0,0,0,0
"Trmt10a",0,0,0,0,0,0
"Adh5",0,0,0,0,0,0
"Metap1",0,0,0,0,0,0
"Eif4e",0,0,0,0,0,0
"Tspan5",0,0,0,0,0,0
"Rap1gds1",0,0,0,0,0,0
"Pdlim5",0,0,0,0,0,0
"Gbp5",0,0,0,0,0,0
