"","sgCtu1-g1-R1-input","sgCtu1-g1-R2-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgCtu2-g2-R1-input","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R1-polysome","sgScr-g1-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome"
"Rtf1",35.2649520794685,37.4402432811485,61.3225452510247,74.68909024028,37.6059131967579,37.1441494792521,61.3200718523156,54.6649580571445,34.7305914067878,36.524008622409,75.0575430694271,0,34.0551976208652,71.235670539039,60.1801242336394,43.4938865031181,37.7468604194061,66.3558227651663,69.3942925784364,36.0491915612385,32.6185583671899,61.8496867470884,72.7647824055108
"Mga",12.8045361717118,15.1074665871301,15.1817951835061,11.0068132985676,12.7801345629607,13.3718938125307,13.2680857224309,15.77957552165,13.9314801688245,11.06788140073,11.6669756066467,0,15.0983634772309,15.9408493513933,9.77927018796639,11.9655670292421,18.7785888518654,10.7025520588978,15.3845837320118,12.8747112718709,9.47701357965654,16.4932497992236,11.4258749231794
"Ehd4",50.7983238287582,59.7730199751669,54.773535564022,50.0547938101526,51.1205382518427,42.4268729607457,46.2590015727995,42.8302764159071,43.7566208119417,39.2909789725916,40.4455154363752,46.139037984478,42.107658142055,54.2985181031836,39.1170807518656,48.242127387738,51.0246505166847,58.8640363239379,56.301029827788,50.0274495135555,44.2995285932782,56.3519368140139,52.0177989923693
"Vps39",9.02614844891158,5.25477098682786,9.82351453050395,6.81374156577993,8.37319161021562,8.25425543983379,9.3235196968433,9.86223470103123,9.22224743570073,9.82274474314789,8.94468129842914,46.139037984478,9.22677768052998,5.9778185067725,10.7822722585271,9.11662249847017,10.6222320778228,5.3512760294489,12.1112680443497,11.5872401446838,10.3585962382292,6.87218741634316,10.5238321660863
"Tmem87a",9.4459693070005,17.0780057071905,14.2887484080058,19.3929567641429,12.9270326613855,11.225787398174,7.53053513975805,5.63556268630356,10.007119557888,9.68439622563876,5.83348780332335,0,10.4010948398702,9.4648793023898,7.77326604684508,12.1554966646269,14.2262036756556,18.1943385001263,29.4598411889588,11.9550890381658,7.05266126858161,19.2421247657608,15.9360887086449
"Zfp106",96.1389765023606,114.291268963506,113.714622747046,115.57153963496,85.2008970864046,85.1839161390847,96.8211660826035,113.556588129017,90.0640760209922,80.1037916377835,105.391679646709,138.417113953434,88.4093061388964,105.10997541075,96.7896998091033,93.6353102447041,96.3588195631071,109.166031000758,126.022653974991,101.158445707557,94.5497401319222,122.324936010908,124.181219559818
"Snap23",68.8506207265814,48.6066316281577,93.1745469105375,100.633721586904,75.6525206887903,78.0852564608277,99.6899413739399,111.02058492018,74.3666335772463,73.1863657623272,97.2247967220559,0,68.9491932126877,93.6524899394359,91.5239389386599,73.6926985293006,69.2341912215238,103.814754971309,95.2534865109669,71.914458675736,64.3555340758072,97.5850613120728,97.4206177660558
"Lrrc57",29.1775496371793,57.8024808551065,41.0801516730165,51.3651287266487,39.0748941810062,40.4458516551856,44.4660170157142,54.3831799228294,41.9906585370203,43.7181315328836,44.7234064921457,0,49.3213206922876,51.3096088497973,63.6906314806017,41.5945901492702,38.1262258507569,39.5994426179218,46.8084143335679,33.2903248601233,38.5692413125557,43.9819994645962,46.3048615307796
"Haus2",6.29731287133366,11.8232347203627,8.93046775500359,9.17234441547299,9.1076821023398,10.0701916365972,9.3235196968433,9.29867843240087,8.24115728296661,8.99265363809314,5.44458861643513,0,10.2333352456787,9.96303084462084,11.7852743290877,9.30655213385497,6.82857776431468,14.9835728824569,8.83795235668765,8.6444489968276,11.4605745614451,9.62106238288042,12.0272367612415
"Stard9",13.6441778878896,10.5095419736557,8.03742097950323,6.28960759918148,12.3394402676862,11.721042724564,6.09614749408985,5.0720064176732,11.184427741169,8.71595660307489,3.50009268199401,0,12.917488752742,7.47227313346563,6.01801242336394,11.5857077584725,11.7603283718753,10.7025520588978,4.25531039396072,11.0354668044608,13.2237398785905,6.87218741634316,4.51021378546555
"Ccndbp1",35.2649520794685,26.2738549341393,43.4616097410175,53.985798559641,39.9562827715552,39.4553410024055,49.84497068697,61.709411415024,38.4587339871775,42.1962978402832,50.9457934823573,0,40.0945430117576,55.7929727298767,52.9083592220746,32.4779676508,30.728599939416,42.8102082355912,42.8804355083734,32.7385515199003,38.3488456479125,42.6075619813276,46.3048615307796
