"","sgCtu1-g1-R1-input","sgCtu1-g1-R2-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgCtu2-g2-R1-input","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R1-polysome","sgScr-g1-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome"
"Adhfe1",15.5333717492897,9.85269560030224,15.4794774420062,13.3654161482606,15.5711984330326,15.1878300092942,11.1165042539286,11.5529035069223,14.7163522910118,14.5265943384581,12.4447739804232,46.139037984478,14.4273251004651,19.9260616892417,16.800284681891,21.4620487984819,14.7952518226818,18.1943385001263,17.6759047133753,13.0586357186119,12.3421572200178,15.1188123159549,14.4326841134898
"Vcpip1",83.3344403306488,77.5078720557109,79.481163019532,78.6200949897684,85.4946932832542,81.0567884191678,91.8008093227648,81.4338808170864,73.3855434245122,67.5140765444531,68.8351560792156,0,64.7552033579014,69.2430643701148,68.4548913157648,106.740455086255,91.6167516712219,113.447051824317,88.0521919981103,108.515423577198,75.8161086372523,116.827186077834,77.5756771100074
"1700034P13Rik",5.87749201324475,3.94107824012089,3.27450484350132,3.14480379959074,7.93249731494111,8.08917033103712,3.5859691141705,2.5360032088366,7.65250319132613,8.57760808556576,1.94449593444112,46.139037984478,8.89125849214708,1.99260616892417,2.25675465876148,10.4461299461637,10.6222320778228,7.49178644122846,2.29132098136347,9.38014678379165,10.7993875675156,1.37443748326863,3.90885194740348
"Sgk3",24.3496097691568,22.3327766940184,22.9215339045092,23.0618945303321,25.2664729290717,25.0929365370947,23.3087992421083,18.3155787304866,22.9575095739784,23.3808994590422,21.0005560919641,46.139037984478,24.3251411577609,23.91127402709,26.8303053874975,27.1599378600257,28.4524073513112,25.6861249413547,20.6218888322712,22.2548580556625,29.7534147268287,12.3699373494177,27.0612827127933
"Snhg6",24.3496097691568,16.4211593338371,6.54900968700264,5.76547363258302,27.4699444054442,27.4041280602482,3.5859691141705,4.79022828335803,31.3948848874918,25.3177787041699,3.50009268199401,0,21.3054684623147,4.48336388007938,6.2687629410041,26.2102896831018,26.3658974788817,6.42153123533868,2.94598411889588,21.7030847154395,26.0066884278947,2.74887496653726,4.20953286643451
"Cops5",57.7253679872252,36.1265505344415,56.2619468565226,71.5442864406893,70.0703929486465,71.6469372177573,60.6028780294815,65.9360834297516,59.4540632556877,66.268939886871,64.5572650234451,46.139037984478,72.9754234732826,64.2615489478044,63.1891304453213,56.4091017092842,51.7833813793863,42.8102082355912,72.9949398348647,60.8789918712752,60.6088077768732,43.9819994645962,63.7443548345798
"Cspp1",10.9153423103117,11.8232347203627,16.6702064760067,15.1998850313552,16.3056889251567,13.0417235949374,16.8540548366013,13.8071285814437,12.5579539549967,13.9732002684216,12.4447739804232,0,15.7694018539967,23.413122484859,12.5375258820082,15.0044411953988,10.0531839307966,17.1240832942365,18.9852309884401,12.8747112718709,10.7993875675156,16.4932497992236,15.6354077896139
"Arfgef1",41.1424440927133,36.1265505344415,36.0195532785145,30.6618370460097,27.3230463070194,29.2200642570116,23.6673961535253,24.5146976854205,33.5532832235069,27.9464005368433,32.2786325117225,0,30.8677653312276,30.8853956183246,25.0750517640164,32.6678972861848,37.3674949880553,39.5994426179218,27.8231833451278,33.6581737536053,33.940932355049,26.114312182104,30.3687728221347
"Prex2",14.0639987459785,8.53900285359527,11.3119258230046,15.4619520146545,10.2828668897385,14.0322342477174,18.2884424822696,8.73512216377052,10.5957736495285,13.1431091633669,8.16688292465269,0,11.7431715934018,11.955637013545,13.2897774349287,13.4850041123205,12.3293765189015,7.49178644122846,11.4566049068173,12.6907868251299,13.88492687252,17.8676872824922,10.8245130851173
"Tram1",56.4659054129585,55.831941735046,47.0337968430189,50.578927776751,55.8212774014375,58.2750434052266,41.9558386357949,54.3831799228294,58.0805370418599,59.7665595639421,54.4458861643513,92.2780759689559,56.7027428367116,52.3059119342594,50.9023550809533,52.8004386369731,61.8365653101829,61.0045467357174,55.9736982590218,55.3612584690448,63.6943470818777,67.3474366801629,58.6327792110521
"Lactb2",12.8045361717118,12.4800810937162,19.6470290610079,22.5377605637336,14.1022174487842,17.333936423651,15.0610702795161,21.6969163422687,18.6407129019483,16.4634735835859,22.9450520264052,0,17.9502765784856,16.4390008936244,19.809290893573,15.9540893723228,13.8468382443048,18.1943385001263,15.711915300778,16.9210491001732,17.4112575068108,24.7398746988354,15.0340459515518
"Terf1",9.86579016508941,13.7937738404231,13.3957016325054,11.530947265166,9.5483763976143,7.26374478705374,12.1922949881797,10.1440128353464,10.2033375884348,9.96109326065701,12.8336731673114,0,8.89125849214708,13.4500916402381,13.5405279525689,9.68641140462456,9.10477035241957,14.9835728824569,8.51062078792144,6.62128008267646,7.05266126858161,8.24662489961179,11.1251940041484
