	sgAI987944_p1...sgCtrNT_p1	sgAtf3_p2...sgCtrNT_p2	sgBach1_p1...sgCtrNT_p1	sgBhlhe40_p1...sgCtrNT_p1	sgCebpb_p1...sgCtrNT_p1	sgE2f5_p3...sgCtrNT_p3	sgEgr1_p1...sgCtrNT_p1	sgEgr2_p3...sgCtrNT_p3	sgEtv3_p3...sgCtrNT_p3	sgEtv6_p1...sgCtrNT_p1	sgFli1_p3...sgCtrNT_p3	sgFosl2_p3...sgCtrNT_p3	sgIrf1_p8...sgCtrNT_p8	sgIrf2_p4...sgCtrNT_p4	sgIrf3_p5...sgCtrNT_p5	sgIrf4_p8...sgCtrNT_p8	sgIrf7_p4...sgCtrNT_p4	sgIrf9_p4...sgCtrNT_p4	sgJun_p8...sgCtrNT_p8	sgJunb_p4...sgCtrNT_p4	sgKlf3_p5...sgCtrNT_p5	sgKlf6_p4...sgCtrNT_p4	sgMafb_p5...sgCtrNT_p5	sgMax_p5...sgCtrNT_p5	sgNfe2l2_p4...sgCtrNT_p4	sgNfkb1_p8...sgCtrNT_p8	sgNfkb2_p6...sgCtrNT_p6	sgPparg_p7...sgCtrNT_p7	sgRbpj_p6...sgCtrNT_p6	sgRela_p8...sgCtrNT_p8	sgRest_p7...sgCtrNT_p7	sgStat1_p8...sgCtrNT_p8	sgStat2_p7...sgCtrNT_p7	sgStat3_p8...sgCtrNT_p8	sgStat5a_p8...sgCtrNT_p8	sgTgif1_p8...sgCtrNT_p8
Epsti1	-0.197479977858607	-0.000752666588688555	-0.0612162060458461	-0.052251277322136	-0.184015673343953	0.15079146568973	-0.0274463266656708	0.294212328769373	-0.172716734133591	-0.0427358403690992	0.088021341801686	-0.0421486635285584	-0.134948248688167	-0.241054487326847	-0.598499083847434	0.0116428675998463	0.0259446800232697	-1.78361511359748	-0.0176483339546234	0.0352737664510441	0.0544961796262386	0.348841635988029	0.0376997542937554	-0.266865118836646	0.186176663444622	-0.0950920547142777	0.0470420856210234	-0.0927936672597243	0.0923451430728122	-0.0185454714643365	-0.127409757159933	-0.209143808873835	-1.24356211981386	-0.0386950463734514	-0.113117762597382	-0.300013391732078
Fndc3a	-0.500492577186779	0.154187114639434	-0.117241708009755	-0.0898542616184708	-0.28044778614689	-0.0463975501597025	-0.0621933181326453	-0.0128780408094444	-0.309977860491072	-0.0236534891478479	-0.0151538874714356	-0.182306298727556	-0.189542232239191	-0.292841718967651	-0.411529820012623	0.0136939753705914	-0.167669132645493	-1.22404810122766	0.102231107797583	0.00791823241633338	-0.0444029095102154	0.231683392389034	-0.284588503201531	-0.29757482925667	0.0732239800150678	-0.0762723208252014	-0.13046326621357	0.188701181888873	0.0312058971193023	-0.29097397730692	0.201527819398054	-0.613401169186083	-0.837928051624946	-0.327385639702201	-0.287430767845006	-0.11089570052996
Tgtp2	-0.16160164310049	-0.284080212684802	-0.157436582196085	-0.0890628982204769	-0.604972076241389	-0.179879551936755	-0.104388290053135	-0.0433635560800987	-0.433698239309117	-0.0390411179828529	-0.00419424035151827	-0.325178855950482	-0.429088197099722	0.0761945537923499	-0.502694519347252	0.225015763185032	-0.302190417049299	-1.20131706597729	0.165985165560978	-0.106153480377458	-0.0437101263811606	0.274750273844105	-0.300390334006465	-0.195638879790451	-0.120564410491199	0.0305023266897937	-0.351024372374878	-0.358311488696296	-0.0436409471772476	-0.47978680017498	0.153658927218945	-0.492979552459504	-2.10160558524648	-0.0805170820806458	0.0864082624856568	0.0688781634620081
Chp1	-0.0699434914953567	0.0495406407923129	-0.33738410120896	0.364007038302328	0.0597687922855306	0.108762319886333	-0.10446453209125	-0.165873047678417	-0.0200447994377431	-0.0616981402708285	0.320568616160481	-0.121133677452387	-0.131009504553721	-0.25815213697298	-0.48265536908852	-0.253341098991064	-0.0449039626176413	-0.00318212353432124	0.00552108167454879	-0.0923006380407188	0.0888789975388411	0.503634352058291	0.0827553166274182	-0.401360358619931	-0.0413114004809145	-0.323096240785884	0.166057183756323	0.0140169008843243	0.390574299032266	1.16987772976152	-0.0897256854629029	-0.218900827117195	-0.041613010626957	-0.272884488258271	-0.536396991057916	0.0638744971225735
Tgm2	-0.0606588581916139	0.121880527973238	0.166286071399528	-0.357778983216175	-0.779324637932818	0.191074893114649	0.0408562820399467	-0.313003743093891	-0.116673044331906	0.145914217925016	-0.0338389175899074	-0.262983209779534	0.055988589371168	-0.122774692920812	0.811863644421376	0.761664295397122	-0.157703697694984	0.574112691885864	0.0131142108559512	-0.163696438945387	0.00176403783027546	0.292254107243595	0.218865442169898	0.176546786765659	0.060535094170854	0.18727826365264	-0.448851913549749	-0.228977720205808	-0.18717985540178	-0.481692818964086	0.0139924822895807	0.0415183507397838	0.0750530726000971	0.0490626537669119	0.368160997981988	0.381455655887732
Tnfrsf1b	-0.090779231919182	0.158891690556473	0.0835493932600819	-0.120142108286082	-1.18086948184093	0.170624000078272	0.0104591110876804	0.0615858680413943	-0.0847253303941784	-0.0115398049092157	0.0991152576473873	0.0859127050582895	0.17184311331903	-0.0931864360172963	0.42112134326341	0.414404933017911	0.0447032970791881	0.109679472198794	0.321029434240199	0.206802578947917	-0.166984860091535	0.244104396156413	-0.0142053583131592	-0.157662680414751	-0.0346099967941189	0.105823747760033	-0.0939639631177371	-0.0338584891147384	-0.402842518664187	-0.55995078871341	-0.00360138181566327	0.133124494976151	-0.109670756772129	0.0680953157628839	0.219035034975525	0.173156433466318
Basp1	0.0336639723364858	0.199367805774068	-0.124137555929156	-0.24274886248147	0.334247838926917	0.154338194676543	-0.0807809851991674	0.122432234305213	0.114332597217201	0.0395907566653282	0.0527364844020539	0.037546839099619	-0.152818156647971	0.15964142995729	0.0918920359445021	-0.160732070238993	-0.0126543308156286	-0.155113734166864	-0.180912092865521	0.040438418500031	0.254327902417796	-0.600717618802896	0.212829672423849	-0.149380505828749	0.085808588078427	0.168131221487636	0.134708932991087	-0.24830575628614	0.164215468875092	0.883023284507232	-0.271758797546582	-0.0783834658618225	-0.237839370842069	0.017278247080398	-0.150175465978625	0.746469755485103
Slc28a2	-0.229408369505372	-1.46058172012216	-0.339572945229541	0.579974960976895	-0.584029138896598	-0.201286802889735	-0.0034840998191088	-0.328980084258748	-0.368107216146646	0.499456504728897	0.320192950678266	-0.408533047849831	-0.0698555596636119	-0.097052128382999	-0.104840013443229	-0.560466506904835	-0.377636664525518	-1.29461805906898	-1.08974173648303	-0.202659475422632	-0.333017886220402	1.1118691639388	-0.448486215113279	0.428299562883154	-0.207488968793658	-0.237129054080618	-0.727429209723724	-0.0996025336722743	0.143407549026962	0.321927726478151	0.0777187628122302	-0.552687786353417	-1.20084156469875	-0.579367541135532	-0.291866880928427	-1.07396220394684
Ppp1r15a	0.118055407284698	0.878910990051526	-0.010453295762634	0.116437677386932	-0.0794824830891052	0.242898756057366	-0.0528418690301606	0.390067868601028	0.39041832398785	-0.243485098100948	-0.187089651637759	0.489563338372117	0.356590761850992	-0.0456798262422815	-1.23547337407456	0.184998152629667	0.275075531231485	-0.320235390738482	-0.143884172415689	0.212277007390188	0.258198999612661	0.0334723223565874	0.562495252572653	-0.763457779019186	0.326759026709547	0.464798546127158	0.193757922545856	0.189103986432343	0.023619501474343	0.0313381740847856	-0.148614909405975	0.290019077162011	-0.396377875352862	0.150541007822024	0.353943886026682	0.685982747995258
Gm6977	0.203009952668081	-0.154268139185659	0.398921180016233	-0.0933969266394037	-0.425484659813478	0.0493114178763108	0.030879472548726	-0.202299762336715	-0.242937249288193	0.148205366646867	-0.394011024401809	-0.236874120828986	0.153458303380901	-0.141864391373366	0.445811999480007	0.321134889942963	-0.0227223007457962	0.0236483604430813	0.238519700962149	0.077109091640347	0.267156661876975	0.162141341276472	0.0999575881963946	-0.241986157635671	-0.397884931269758	-0.144123968668804	-0.188607538020133	-0.460287795067302	-0.168036007502854	-0.0921066759836719	-0.287046017750191	0.045854866926442	-0.054204762644801	0.26844439242859	0.308817018001523	0.17051710896258
Ccl2	0.182344476721088	0.575625082425201	0.106319886376758	0.353511600535468	-0.0396592429405054	0.324599809947099	-0.148026481020276	0.392634628057099	0.444895252246056	0.274500936772515	-0.607849580888782	0.347705597769465	0.399966423890909	-0.269786035291597	-0.786038084483746	0.271309522669197	0.157054187215321	-0.50508477473862	-0.292777414542714	0.101242080413426	0.380498560580094	0.526540888820705	0.293753229130937	-0.598357549124962	0.456240369075399	0.145124920728932	0.163378437482326	0.191961735069258	-0.834477199298719	0.600162231007756	-0.272339208530992	0.303184864540414	-0.715856080376206	0.15748308561033	0.417741519092448	0.15801182713777
Sdc4	-0.302168002385844	1.0016938821281	-0.413590900482175	0.119740804814876	0.00243547978851666	0.124775146877079	-0.729045490913718	0.534107966192783	0.349302742503006	-0.328721773600606	0.07663868393435	0.243542698328786	0.46281541244314	-0.257474738754306	-2.30025830695678	-0.0944596981697341	0.172248076431281	-0.120312631090055	0.256947091925591	-0.366131347172235	-0.483469938080685	0.249558030999143	0.173956631761078	-0.0134399523838979	0.343245341820818	0.323084580857657	-0.331837280885438	0.674203178393604	0.0478097143741181	-0.98530090636317	0.110513668469208	0.30344313308003	-0.0615284887931029	-0.270591028280617	-0.0912490271517896	-0.010209938615013
Sp100	-0.288823179116272	0.0327257541649972	-0.0609262294779667	-0.128414278867191	-0.172898548199942	-0.0768074246272175	0.0557178088872465	-0.278777332602619	-0.224283915664834	-0.0768898932204527	-0.0981373150940605	-0.252948001580386	-0.207221660689076	0.0391216163599308	-0.198788171439751	0.152784717104927	-0.0996844542715021	-1.49281060450552	0.0180686080595596	-0.067162922964715	0.0174634718828317	0.0708694139490254	0.010234478520311	-0.0228722395927843	-0.124978584601251	-0.0724115630960176	-0.011303432890017	0.179036619156142	-0.0302386521735745	-0.357925463090419	0.0223129265261131	-0.313115892401409	-1.12740237487787	-0.163622910613388	-0.144179557257773	0.024364862945836
H2.M2	-0.241344125762433	-0.327260312620556	-0.666956373548359	-0.895150935420583	-0.336117470931793	-0.363494793210194	-0.237097536502423	-1.37147074336831	-0.651240149121749	-0.0822140675615852	0.290105841839754	-0.522300566891754	0.0835406220828023	-0.674363645533841	0.444627301427811	-1.83553972024361	-0.184179580289133	0.0896268769943624	-0.340087663445663	-0.382548128396706	-0.0292621631755594	-0.465836910031719	0.163174989162163	0.431970696773934	0.309373628266679	-0.167804711334966	0.506694544530513	-0.273859344481366	0.903224461438686	-2.19184936331617	-0.205664955261915	-0.330665866008003	0.191366525459969	-0.0982797520132372	-1.09914214266221	-0.351354585583254
Uchl1	0.440590646985849	-0.721045493053169	-0.624563101388391	-0.384587019126382	2.04080310092219	0.0866585406778766	-0.187565289303704	-0.782514093339056	0.839182866389911	0.971453802803095	0.271053537572115	-0.135954991035681	0.271252599070134	-0.757849124637234	0.244964403855247	-1.36977611139189	0.156503874357077	-0.0269665569285849	-0.198854611690803	-0.468458219405902	0.272115527609882	-1.43761374200223	0.235158832915789	1.34030958184261	-0.151983801393891	-0.259628231632228	0.569293980024446	0.0253354106882213	0.0392133647791768	0.415609896417625	-0.508647130672999	0.349563061027621	0.136048709316852	0.487536376601649	-0.600214053480332	-0.669858341278359
Oas2	-0.514012394380844	-0.0559830957309035	-0.0529124460585804	-0.00612284819842479	-0.550948895476085	-0.08055415458991	0.0249266172653746	0.0576663267320123	-0.105482694321553	0.105737382970407	0.136674919865919	-0.167168267039144	-0.436427458992156	-0.170156456672307	-0.193101390860375	0.325588962689608	-0.284547587787097	-1.95455308585167	0.088800646575053	-0.010025390628833	-0.258593844372445	0.267534131126608	-0.356370299638405	-0.216962107564038	0.0764652430581627	-0.338470695954888	-0.0773550813109356	0.196125169789989	-0.209047330217492	-0.731365132471713	0.15699972052909	-0.662598422109657	-1.13922007665858	-0.285003149900351	-0.496631117447213	-0.735605382090744
Ly6a	0.377145298037303	0.753983465039521	0.351068093485379	0.397846545332038	-0.913214608588309	0.139837823383328	0.268658520846067	1.18813745779332	0.317267143128984	-0.530544096554999	-0.577409058330622	0.774152745482358	-0.342682948500124	1.20515771175582	-0.19965743202039	-0.315825544513834	0.682453176042711	-1.67101027585326	-0.0221675587319652	0.606226348675069	-0.0603579607749829	-0.426372693656382	0.126324569132589	0.271267180037254	-0.24862124999895	0.786529944168057	-0.0556644450011961	-0.105533711383095	0.0263971688740998	0.3736771663152	-0.539934743981295	0.974296165176037	-2.12556560498169	0.302127844013423	0.184722629288605	-0.124366196859093
Arrdc4	-0.135387415092799	0.681859265814065	0.0983398078030397	-0.0183149844031814	-0.314457200380725	0.159751455778006	-0.100874973672898	0.0103668722954264	0.304661442065353	-0.14767870495305	-0.199955116163308	0.188571569617316	0.112005033297168	0.265008178347843	-0.696666548656764	-0.123506106419612	0.21051376233952	0.291149791721434	-0.204158650496996	0.0561257794885872	0.0537561970888198	-0.202879888090043	0.488904639505028	-0.45363537619354	0.288579068061388	0.516639598984257	0.181779494328502	0.21045873136832	-0.166012971606154	-0.241463695053783	-0.00858628121535432	0.184587488976725	0.243571938018169	-0.124363412765332	-0.0246951291024509	0.351402652792979
Aftph	-0.171545060673593	-0.378024507629557	-0.361190349988072	-0.377519954297957	-0.151749399849808	0.100261674436037	-0.0969208649578306	-0.121190608897881	-0.132698961390158	-0.0719589500876356	0.148573005685327	-0.0354036855540238	0.0528078036166013	0.0165177804070025	-0.458829213070974	-0.335459234967847	-0.134864157580083	-1.67825280692178	-0.289983733850593	0.0721442004226471	0.0232765480948798	0.429296081555488	-0.207225107393582	-0.150859545594312	0.285491963024714	-0.000418860915028851	0.0617483483153949	-0.114342429591842	-0.0380799367085123	-0.125276718029451	-0.172817571830126	-0.614387977347379	-1.22340804189953	-0.0972350368136388	-0.0149164946325708	-0.0348067217752144
Oasl2	-0.148023850258483	0.0720797656877608	-0.126812670864588	-0.122885867257359	-0.172761910343889	0.0429018820284846	-0.144380273934098	0.114941378791322	-0.0252706448704352	-0.150922906219179	-0.00456592210846551	-0.0581392354313177	-0.16486526605828	-0.134268406481805	-0.67734448935995	0.0725636850784586	-0.178208747376484	-0.660126590557462	0.131971261679064	-0.100116553786256	-0.0621565910410471	0.249864739021856	0.0607655064261703	-0.333661891033653	0.081776269198226	0.0620592146950578	0.0201416667516874	0.185549974612035	-0.048837575638661	-0.224640698219762	-0.0604995686366863	-0.266602390976724	-0.675475491038659	-0.284812071952334	-0.233689535696612	-0.101774888321694
Il6	-0.0152050612272152	1.38655132024576	0.399942250193725	-0.564440429494084	-0.945245347488703	0.145887513398213	-0.0505102706753231	-0.0177575836945145	0.378403551638698	-0.25349875021719	-0.324946969953924	0.606895400252988	0.527193781046932	0.122959985181724	0.125207681442671	0.642836628165492	-0.148814416573655	-0.750471979070099	0.116793858502044	0.241903282633396	0.33985493191418	0.339440689600082	0.877690175116349	-0.15160153583628	0.249589650982264	-0.0632331986820489	0.362113330419756	0.0978324317441146	-0.450834804843527	-1.66553398776764	-0.31748670261833	0.358739012719205	-0.875862288504006	0.358953750655864	0.516604278361854	0.494666847167688
Slc3a2	0.196880689447875	0.372520799155817	0.195631906770123	0.22766949925076	-0.0281478499425614	0.203026458452163	0.103530613092067	0.166010675343237	0.214085952159305	-0.158017140672802	0.00660638504536948	0.286562998758527	0.0760417110614551	0.348119006215432	-0.167367358368502	-0.036293125261869	0.281160625930822	0.251192999232176	-0.0304577435432858	0.108025402413935	0.306925800716733	-0.201521171095399	0.305927446685734	-0.437500090062523	0.159320033186646	0.248833700087928	0.0395918897579097	0.137803781359738	-0.00167333006901949	0.387639922117542	-0.110584689811171	0.359441392130174	0.0263762951161421	0.269820499177746	0.168860778761161	0.442359703502984
Marcksl1	0.0161338499432695	0.927213234093625	-0.00760015209895748	-0.207332752892393	-0.32694069318736	0.280778906590907	-0.0746328059847681	0.51953106894819	0.368381192540207	0.0419124455163562	-0.250727040752043	0.305071692029832	0.553088733368051	0.160229597568602	-0.898506320034931	0.635233166783632	0.274619834109579	0.140496880254602	0.440254457081684	0.357126347175747	-0.167142640892726	-0.0510385614858695	0.502028550615821	-0.393508977350068	0.435477960545976	0.214083602886111	0.623929096512024	0.255054107763069	-0.486485549099353	-1.35184691984628	-0.00213709782817695	0.511319737502225	-0.149634764483597	0.199757167615617	0.416782457497376	0.299522755466965
Acp5	0.31167839992878	-0.446346325235821	0.159490251202485	-0.0781477722563295	0.522935862703421	0.110756760125576	-0.0513540963685815	-0.506814935271719	-0.245865217257907	0.195576716363695	-0.00953156412874545	-0.365779233762646	0.5480103164019	-0.282006185985796	0.656263741267687	0.345839036111503	-0.0993501945543498	0.406787825945343	0.482199793635232	-0.290217561847685	-0.04156774422382	0.0823204225406444	0.146882099314617	-0.575423587192934	0.140128662109228	0.663439092696235	0.131125412040593	-0.257380863571815	0.76232559528816	-0.0434044758146293	0.0372836012309152	0.391531042253977	-0.186890806253459	0.144293509768817	0.339091839993007	0.0682427131772405
F10	-0.471398261411515	-0.120932308054254	-0.157544300229931	-0.524487357046731	0.0201569954436547	0.136203092097276	-0.282875201506517	-0.922435092292241	-0.0171633080372287	0.337257343974156	-0.109674872260029	-0.401389521591177	0.180616988987087	-0.414640077850648	0.725095584345569	-0.478772826695026	-0.24230031838094	0.512334373982907	-0.0317538095481984	-0.20409274329822	-0.465143888587682	0.762841473257438	0.341550468854212	0.730037601324403	0.303413455330126	0.470675639793281	-0.184929023906293	-0.116759559830101	-0.185754146731464	-0.533329733522349	0.0451068996756305	-0.0862246440454131	0.100887871071098	-0.0844088915989172	-0.128146697452498	0.301914870460243
Isg15	0.196971892896778	0.240000716230696	-0.231577189784222	-0.15983749068554	-0.281575941758259	0.0523620172460415	-0.208927900425122	0.00263827040118869	0.105811621076422	-0.252561054548165	0.0264442139751235	0.0815672243376948	0.222795262511259	0.234286951311656	-0.89262586337488	0.0976096555551393	0.254668931161669	-0.350295084133576	0.102105821925766	-0.0554682342938086	0.297221531193756	0.336210349358646	0.501171326868795	-0.105864383808656	0.271828391027308	0.302939749139874	0.157717163779266	-0.161166221379059	0.00915262042695275	0.398958456464547	-0.358887128517054	0.195233163299257	-0.658569565952135	0.0313229921086418	0.00196903276106219	0.326672831065791
Igtp	-0.116789395767209	-0.0306903674243051	-0.169189246223448	-0.126632386396071	-0.423712355680439	0.135728851237011	-0.103833663953469	0.0274754169362694	-0.0261586771271469	0.112560103553439	0.103905338167576	-0.00304038607855617	-0.0972774209591165	0.454479724469763	-0.363804196479269	0.155510288822069	-0.0289958602077576	-1.50333651723131	0.178870879509957	0.074708842272921	0.0699438843519324	0.205346438196511	-0.127913649732013	0.0303470225663505	0.118712188946777	-0.0968400162104199	-0.236855686591934	-0.137285254931168	-0.0932168871435772	-0.160817454737901	-0.213262195155559	-0.411663307002083	-1.47583098949374	-0.198834974666938	0.0198111845561266	-0.269726239979463
Fcer1g	0.220867357735647	0.52467734100577	0.0571955036242446	-0.268891413558876	-0.258885130523156	0.0735677019226753	0.0368416657048218	0.13082915417125	-0.0806239208685966	-0.0971116433211812	-0.365809399440426	-0.0294360242791321	0.120707254847803	0.144015588300391	0.191279351398848	0.299746828518256	0.0186883717490272	-0.00588429516872857	0.186825689909769	0.0413380923284343	0.307807052747155	0.17854604541127	0.318014058557196	-0.109025713197255	0.194044411373751	-0.269585764101661	-0.157000208163753	-0.256055778737981	0.00805257046484087	-0.263572610368714	-0.436189401725473	0.109547010076945	-0.205153712928816	0.1001359795998	0.255648646733119	0.299155121346558
Cdkn1a	0.203600939841659	0.291342561615204	0.0605082580733676	0.0564345716675057	0.208129802554044	-0.031149851962283	0.0267772271351383	0.138889981279057	0.134416173850308	-0.135440268398083	0.087463037728055	0.135251228714504	0.0176959002903558	0.2191341688779	0.115428299215887	-0.239613048666351	0.214233532188663	-0.224110750197775	0.0851718080602701	0.146273543169	0.313954448021965	-0.435571234421767	0.361666043297882	0.182926106647988	0.201940339202544	0.0265298290438096	0.253739060291512	-0.169386268308964	0.207932004861403	-0.0971400303551366	-0.349050992999342	-0.00324552935182787	-0.48063665035499	0.071643209079987	0.0329132814208712	0.512736365957544
Lap3	0.0514896278547479	-0.0973698827501455	-0.405997469769175	-0.171529851973284	-0.0867840299942664	0.0086929701909888	-0.0556747671528681	-0.653279324668204	-0.129167353191892	-0.200377231527502	0.158739217245223	-0.124187909852184	-0.10755795322156	-0.793157344023351	-0.611489386193096	-0.224576953187705	-0.0306453705869831	-0.352469768999219	0.206463926545828	-0.0156084057635866	-0.000996199007973431	-0.155300015038522	-0.123977917300663	0.317942828731859	0.0616276401036906	-0.154136044973705	0.0586613928426001	-0.00978253344692881	0.511321179497187	0.113861290572377	0.10505984771379	-0.196121564450373	-0.785322207019021	-0.00115682795655125	-0.172532685481106	-0.0544690813341795
Stxbp3	-0.229220578828174	-0.311530469839112	-0.249262058154123	-0.201511938874043	-0.481750841150539	0.0127583328862482	-0.203141132374946	-0.267646295947177	-0.221998259292993	-0.210696997452289	0.221883576317262	-0.207750697315309	-0.104861011676645	-0.430588248548395	-0.476603713154096	-0.256058162659703	-0.0966629332441418	-1.11727757977757	0.1008603646187	-0.00265075450975072	-0.182308192359414	-0.186269917558331	-0.17018188517617	-0.20047490307094	-0.0416469559157076	-0.201194541409937	0.00189364428862593	-0.189298543099643	0.0266927650169055	-0.0890767954929057	-0.0701085724358501	-0.240759232977556	-0.810007521477727	-0.225654356833375	-0.284753461589384	-0.017523108634113
Trafd1	-0.0883415831683383	-0.0271253350059855	-0.188029929751316	-0.0803476134681054	-0.171072751766996	0.111451038931863	-0.108494240867574	0.145445637995946	-0.0525900671421837	0.174891764331765	0.0650334597833098	-0.0815893119819417	-0.226200121949119	0.00559775682461972	-0.643825903086924	-0.0666737589249289	-0.0494518716095795	-0.848772830092162	0.199908344901973	-0.0714991180765008	-0.144930069283427	0.269825360938526	-0.250103606418529	-0.397221230549867	-0.0509824698288632	0.138146959750368	0.0244810685225323	0.0752564901189237	0.114316482300026	-0.177598216216127	0.0783327145992105	-0.182969982496973	-0.970779512982554	-0.00418629931266157	-0.0997286603618051	0.0539434845101932
Ifna2	0.116185789670084	1.09428882085613	-0.318797112913808	-0.723918063172775	0.190664769025264	-0.14767798066656	0.0127290282935375	0.0442636906366811	-0.198110357544451	0.178993784315058	-0.234541255910405	-0.109149596719496	-0.910950568107292	-1.69827582976661	-2.52091342647158	-0.491262693073039	-1.71033285950207	-2.0348500581105	-0.658135802732282	-0.1494973579969	0.145555412081285	0.224559314278742	0.659483317609343	-0.0357075991294451	0.262574460701156	0.0454957535452101	-0.0536572364813814	-0.291345087985956	-0.0334058523962595	-0.404397365120256	-0.696247883597554	-0.473095760453336	-2.1967106305994	-0.153191507784018	-0.0423757719722646	-0.194917531244069
Icam1	0.0984650583139688	-0.0207243204497889	0.486485659518853	-0.0752043664351945	0.00215531446920547	-0.193092323712595	0.091961744308275	-0.315379874105318	-0.444103481175655	0.144738281901112	-0.271907756711279	-0.0820005020258785	0.237941478814392	0.120578613369521	1.86633593259474	0.341822383976387	-0.100466817986764	0.56155813603602	0.19718510027313	0.438341826732909	0.578709685274523	-0.144620718354776	0.409427258605794	0.0552313178717005	-0.12107277719694	0.0527979661483382	0.181154143218747	-0.291426492118015	-0.383929426560751	-2.38909496129637	-0.347765388698482	0.31352181699378	-0.0431067772260683	0.136262799941862	0.488056915291299	0.330884754192897
Oas1g	0.0438563579650042	0.0720865822482555	-0.0396000598354744	0.0847238586708983	-0.12718233656584	0.194935881352733	-0.0478761979603588	0.0203143557306129	0.0495527475079216	-0.0861062903829612	0.0437840726483314	-0.0509202407378533	0.0274307728314263	-0.218494845610336	-0.213379471891252	0.0652800282726886	-0.0170186498427665	-1.84346296234769	0.0756794198814488	-0.000843994404754689	0.0231583705000746	0.304754513962019	-0.0646803809653731	-0.219107104871181	0.113647859547671	0.110370222597726	0.095531563984899	-0.0822664101387414	-0.0592220011726905	-0.00398605432821242	-0.113221029293923	-0.161384053692056	-1.21676044506203	0.0345935443369818	0.0143375603997491	0.0870199378342331
Rtp4	0.207449600204681	-0.00611221720102684	-0.0908618008831859	-0.0677376006019657	-0.123583656366248	0.144546464780452	-0.00947579934375575	0.0491897949748008	0.0696542485520322	-0.0226955315305641	-0.0105034147801284	0.00692621713248798	-0.00222694415311508	-0.00563154476231453	-0.344763310716417	0.0113920260961446	0.0770271641834412	-0.751745592375221	-0.0500305168579835	0.0298817663297424	0.139393000403359	0.285245259963441	0.109574189056755	-0.377938672231371	0.126852505211948	0.0582831034709166	-0.0158948922055391	-0.0852063153699731	0.0692975255950117	0.160407779885233	-0.151166839398508	-0.0464205662197514	-0.812321996389215	0.0204646938457564	0.0757794028552361	0.107158396699452
Gm48942	-0.334057013339214	0.22864009730549	0.645783073833888	-0.112708860065029	-0.570814317543448	0.161136908942311	0.0259933463011048	0.0310058815716108	0.317642800188535	-0.132931184156424	-0.274359600323733	0.112120540924669	0.0471233842838945	-0.265296107591373	0.976788798123291	0.25407070106438	-0.141164308317633	0.490195739100313	0.131955112603421	-0.111776510086239	0.301221829192597	-0.00804090543413238	0.3942565155827	-0.481602612162164	-0.102130464341229	0.860487624547925	0.0387110554628798	0.313731583922344	-0.287703771480468	-1.48699028892624	0.181573551919168	0.159318169865671	0.094940323408677	-0.263456885473743	-0.0486558852829297	0.45616431921847
Rgcc	0.277361143675838	-0.34430188394721	-0.139020094270197	0.0705877801238923	-0.469834990178314	0.272206740393216	-0.136847207214993	-0.438604505419251	0.146449476597157	-0.0708286988460323	-0.0255736596559242	0.0126370146535013	0.0505535702814726	-0.458472717761616	-1.06015942723821	-0.17993992008248	0.131332907281672	-0.259854721981421	0.0784071194571059	-0.0508740916636956	0.311156520481816	0.432487788138666	0.148583705070267	-0.066662497450281	0.126453740227992	0.0386502534952111	-0.213452885075137	-0.125849836326601	-0.0790444476916736	0.359038040492877	-0.236195225030819	0.219418103073822	-0.342891733739702	0.111801657923872	-0.215485873143313	0.40216326924331
Tap1	-0.012248958482715	-0.153615471520903	-0.202679050311847	-0.137852516330073	-0.265067733354629	0.148080457947231	-0.0816448595803045	-0.121126888204945	-0.00311348404990142	0.117441656946927	0.0113001573549187	-0.124737392253978	-0.116674417820807	-0.11082494178615	-0.0716731235071038	-0.0754034318614352	-0.00308503815261751	-1.14726848782879	-0.0781300021023661	-0.0482108162197132	-0.0277271407387989	0.11733698779118	0.0791677183789155	-0.0737206268828015	0.139469605021922	-0.234328919268014	0.0951770141663033	0.162047146788053	0.188604376762607	-0.551673164311393	0.0360855432586629	-0.101222903072156	-0.993383693888574	-0.285779431638328	-0.107083976447576	-0.175709363416042
Tnfrsf26	-0.157771848671434	-0.565557058881314	-0.0787207981444151	0.215411872329138	-1.02886702206179	-0.104192179685025	-0.0838816792265984	-0.284295115805707	-0.0802690308403804	-0.198602430259124	-0.08354225874902	-0.142860787943732	0.114695124922571	-0.0416892960678918	-0.255652142244724	-0.0105590872774179	-0.00282328294896494	-0.000755466221828982	-0.209495341450712	-0.00732486032688584	-0.196026112563025	0.253105722225692	-0.121745881979088	-0.394404086186078	-0.301478403710831	-0.156525870778744	-0.507291616292894	0.216101661099865	-0.0897873689502102	0.280848598235199	0.197641766445555	-0.113222431827582	-0.157846832826442	-0.292361137760379	-0.227482155093183	0.0810315391807741
