"","gene","my_genes","sgNfkb1_p8_rep1","sgStat1_p8_rep1","sgIrf1_p8_rep1","sgZfp263_p8_rep1","sgTgif1_p8_rep1","sgStat3_p8_rep1","sgNfkb1_p8_rep2","sgStat1_p8_rep2","sgIrf1_p8_rep2","sgZfp263_p8_rep2","sgTgif1_p8_rep2","sgStat3_p8_rep2","sgNfkb1_p8_rep3","sgStat1_p8_rep3","sgIrf1_p8_rep3","sgZfp263_p8_rep3","sgTgif1_p8_rep3","sgStat3_p8_rep3","sgNfkb1_p8_rep4","sgStat1_p8_rep4","sgIrf1_p8_rep4","sgZfp263_p8_rep4","sgTgif1_p8_rep4","sgStat3_p8_rep4","sgCtrNT_p8_rep9","sgCtrNT_p8_rep10","sgCtrNT_p8_rep11","sgCtrNT_p8_rep12","sgCtrNT_p8_rep1","sgCtrNT_p8_rep2","sgCtrNT_p8_rep3","sgCtrNT_p8_rep4","sgCtrNT_p8_rep5","sgCtrNT_p8_rep6","sgCtrNT_p8_rep7","sgCtrNT_p8_rep8","sgJun_p8_rep1","sgRela_p8_rep1","sgIrf4_p8_rep1","sgZfp945_p8_rep1","sgXbp1_p8_rep1","sgStat5a_p8_rep1","sgJun_p8_rep2","sgRela_p8_rep2","sgIrf4_p8_rep2","sgZfp945_p8_rep2","sgXbp1_p8_rep2","sgStat5a_p8_rep2","sgJun_p8_rep3","sgRela_p8_rep3","sgIrf4_p8_rep3","sgZfp945_p8_rep3","sgXbp1_p8_rep3","sgStat5a_p8_rep3","sgJun_p8_rep4","sgRela_p8_rep4","sgIrf4_p8_rep4","sgZfp945_p8_rep4","sgXbp1_p8_rep4","sgStat5a_p8_rep4","sgCtrNT_p7_rep3","sgCtrNT_p7_rep4","sgCtrNT_p7_rep5","sgCtrNT_p7_rep6","sgCtrNT_p7_rep7","sgCtrNT_p7_rep8","sgStat2_p7_rep1","sgSkil_p7_rep1","sgRest_p7_rep1","sgRel_p7_rep1","sgPparg_p7_rep1","sgNr4a1_p7_rep1","sgStat2_p7_rep2","sgSkil_p7_rep2","sgRest_p7_rep2","sgRel_p7_rep2","sgPparg_p7_rep2","sgNr4a1_p7_rep2","sgStat2_p7_rep3","sgSkil_p7_rep3","sgRest_p7_rep3","sgRel_p7_rep3","sgPparg_p7_rep3","sgNr4a1_p7_rep3","sgStat2_p7_rep4","sgSkil_p7_rep4","sgRest_p7_rep4","sgRel_p7_rep4","sgPparg_p7_rep4","sgNr4a1_p7_rep4","sgJdp2_p5_rep1","sgIrf8_p5_rep1","sgIrf3_p5_rep1","sgIkzf2_p5_rep1","sgHivep3_p5_rep1","sgFoxp1_p5_rep1","sgJdp2_p5_rep2","sgIrf8_p5_rep2","sgIrf3_p5_rep2","sgIkzf2_p5_rep2","sgHivep3_p5_rep2","sgFoxp1_p5_rep2","sgJdp2_p5_rep3","sgIrf8_p5_rep3","sgIrf3_p5_rep3","sgIkzf2_p5_rep3","sgHivep3_p5_rep3","sgFoxp1_p5_rep3","sgJdp2_p5_rep4","sgIrf8_p5_rep4","sgIrf3_p5_rep4","sgIkzf2_p5_rep4","sgCtrNT_p5_rep9","sgCtrNT_p5_rep10","sgCtrNT_p5_rep11","sgCtrNT_p5_rep12","sgCtrNT_p5_rep1","sgCtrNT_p5_rep2","sgCtrNT_p5_rep3","sgCtrNT_p5_rep4","sgCtrNT_p5_rep5","sgCtrNT_p5_rep6","sgCtrNT_p5_rep7","sgCtrNT_p5_rep8","sgNfil3_p5_rep1","sgMxd1_p5_rep1","sgMax_p5_rep1","sgMafb_p5_rep1","sgKlf7_p5_rep1","sgKlf3_p5_rep1","sgNfil3_p5_rep2","sgMxd1_p5_rep2","sgMax_p5_rep2","sgMafb_p5_rep2","sgKlf7_p5_rep2","sgKlf3_p5_rep2","sgNfil3_p5_rep3","sgMxd1_p5_rep3","sgMax_p5_rep3","sgMafb_p5_rep3","sgKlf7_p5_rep3","sgKlf3_p5_rep3","sgNfil3_p5_rep4","sgMxd1_p5_rep4","sgMax_p5_rep4","sgMafb_p5_rep4","sgKlf7_p5_rep4","sgKlf3_p5_rep4","sgSp100_p6_rep1","sgRunx2_p6_rep1","sgRelb_p6_rep1","sgRbpj_p6_rep1","sgNr4a3_p6_rep1","sgNfkb2_p6_rep1","sgSp100_p6_rep2","sgRunx2_p6_rep2","sgRelb_p6_rep2","sgRbpj_p6_rep2","sgNr4a3_p6_rep2","sgNfkb2_p6_rep2","sgSp100_p6_rep3","sgRunx2_p6_rep3","sgRelb_p6_rep3","sgRbpj_p6_rep3","sgNr4a3_p6_rep3","sgNfkb2_p6_rep3","sgSp100_p6_rep4","sgRunx2_p6_rep4","sgRelb_p6_rep4","sgRbpj_p6_rep4","sgNr4a3_p6_rep4","sgNfkb2_p6_rep4","sgCtrNT_p6_rep9","sgCtrNT_p6_rep10","sgCtrNT_p6_rep11","sgCtrNT_p6_rep12","sgCtrNT_p6_rep1","sgCtrNT_p6_rep2","sgIrf9_p4_rep1","sgIrf7_p4_rep1","sgIrf2_p4_rep1","sgHmga1_p4_rep1","sgHif1a_p4_rep1","sgFoxo3_p4_rep1","sgIrf9_p4_rep2","sgIrf7_p4_rep2","sgIrf2_p4_rep2","sgHmga1_p4_rep2","sgHif1a_p4_rep2","sgFoxo3_p4_rep2","sgIrf9_p4_rep3","sgIrf7_p4_rep3","sgIrf2_p4_rep3","sgHmga1_p4_rep3","sgHif1a_p4_rep3","sgFoxo3_p4_rep3","sgIrf9_p4_rep4","sgIrf7_p4_rep4","sgIrf2_p4_rep4","sgHmga1_p4_rep4","sgHif1a_p4_rep4","sgFoxo3_p4_rep4","sgCtrNT_p4_rep9","sgCtrNT_p4_rep10","sgCtrNT_p4_rep12","sgCtrNT_p4_rep1","sgCtrNT_p4_rep2","sgCtrNT_p4_rep3","sgCtrNT_p4_rep4","sgCtrNT_p4_rep5","sgCtrNT_p4_rep6","sgCtrNT_p4_rep7","sgCtrNT_p4_rep8","sgNfe2l2_p4_rep1","sgMef2a_p4_rep1","sgMafk_p4_rep1","sgMaf_p4_rep1","sgKlf6_p4_rep1","sgJunb_p4_rep1","sgNfe2l2_p4_rep2","sgMef2a_p4_rep2","sgMafk_p4_rep2","sgMaf_p4_rep2","sgKlf6_p4_rep2","sgJunb_p4_rep2","sgNfe2l2_p4_rep3","sgMef2a_p4_rep3","sgMafk_p4_rep3","sgMaf_p4_rep3","sgKlf6_p4_rep3","sgJunb_p4_rep3","sgNfe2l2_p4_rep4","sgMef2a_p4_rep4","sgMafk_p4_rep4","sgMaf_p4_rep4","sgKlf6_p4_rep4","sgJunb_p4_rep4","sgCtrNT_p3_rep3","sgCtrNT_p3_rep4","sgCtrNT_p3_rep5","sgCtrNT_p3_rep6","sgCtrNT_p3_rep7","sgCtrNT_p3_rep8","sgFosl2_p3_rep1","sgFli1_p3_rep1","sgEtv3_p3_rep1","sgElf1_p3_rep1","sgEgr2_p3_rep1","sgE2f5_p3_rep1","sgFosl2_p3_rep2","sgFli1_p3_rep2","sgEtv3_p3_rep2","sgElf1_p3_rep2","sgEgr2_p3_rep2","sgE2f5_p3_rep2","sgFosl2_p3_rep3","sgFli1_p3_rep3","sgEtv3_p3_rep3","sgElf1_p3_rep3","sgEgr2_p3_rep3","sgE2f5_p3_rep3","sgFosl2_p3_rep4","sgFli1_p3_rep4","sgEtv3_p3_rep4","sgElf1_p3_rep4","sgEgr2_p3_rep4","sgE2f5_p3_rep4","sgCreb5_p1_rep1","sgCebpb_p1_rep1","sgBhlhe40_p1_rep1","sgBatf2_p1_rep1","sgBach1_p1_rep1","sgAI987944_p1_rep1","sgCreb5_p1_rep2","sgCebpb_p1_rep2","sgBhlhe40_p1_rep2","sgBatf2_p1_rep2","sgBach1_p1_rep2","sgAI987944_p1_rep2","sgCreb5_p1_rep3","sgCebpb_p1_rep3","sgBhlhe40_p1_rep3","sgBatf2_p1_rep3","sgBach1_p1_rep3","sgAI987944_p1_rep3","sgCreb5_p1_rep4","sgCebpb_p1_rep4","sgBhlhe40_p1_rep4","sgBatf2_p1_rep4","sgBach1_p1_rep4","sgAI987944_p1_rep4","sgCtrNT_p1_rep9","sgCtrNT_p1_rep10","sgCtrNT_p1_rep11","sgCtrNT_p1_rep12","sgCtrNT_p1_rep1","sgCtrNT_p1_rep2","sgCtrNT_p1_rep3","sgCtrNT_p1_rep4","sgCtrNT_p1_rep5","sgCtrNT_p1_rep6","sgCtrNT_p1_rep7","sgCtrNT_p1_rep8","sgFos_p1_rep1","sgEtv6_p1_rep1","sgEts2_p1_rep1","sgEgr3_p1_rep1","sgEgr1_p1_rep1","sgCsrnp1_p1_rep1","sgFos_p1_rep2","sgEtv6_p1_rep2","sgEts2_p1_rep2","sgEgr3_p1_rep2","sgEgr1_p1_rep2","sgCsrnp1_p1_rep2","sgFos_p1_rep3","sgEtv6_p1_rep3","sgEts2_p1_rep3","sgEgr3_p1_rep3","sgEgr1_p1_rep3","sgCsrnp1_p1_rep3","sgFos_p1_rep4","sgEtv6_p1_rep4","sgEts2_p1_rep4","sgEgr3_p1_rep4","sgEgr1_p1_rep4","sgCsrnp1_p1_rep4","sgCrem_p2_rep1","sgCebpd_p2_rep1","sgBhlhe41_p2_rep1","sgBatf3_p2_rep1","sgBatf_p2_rep1","sgAtf3_p2_rep1","sgCrem_p2_rep2","sgCebpd_p2_rep2","sgBhlhe41_p2_rep2","sgBatf3_p2_rep2","sgBatf_p2_rep2","sgAtf3_p2_rep2","sgCrem_p2_rep3","sgCebpd_p2_rep3","sgBhlhe41_p2_rep3","sgBatf3_p2_rep3","sgBatf_p2_rep3","sgAtf3_p2_rep3","sgCrem_p2_rep4","sgCebpd_p2_rep4","sgBhlhe41_p2_rep4","sgBatf3_p2_rep4","sgBatf_p2_rep4","sgAtf3_p2_rep4","sgCtrNT_p2_rep9","sgCtrNT_p2_rep10","sgCtrNT_p2_rep11","sgCtrNT_p2_rep12","sgCtrNT_p2_rep1","sgCtrNT_p2_rep2"
"1","Slc22a18","FALSE","   6.548837","   7.660717","  5.258286","   0.9375186","   8.791523","   8.061837","   6.046716","  6.925833","   5.759932","   6.323954","   6.196744","   4.542738","   7.215973","  11.132034","  4.2465745","   7.437454","   6.482959","   4.239940","   6.080524","   1.545213","   8.905057","   6.968871","   5.4281914","  11.191834","   4.031213","   7.590235","   6.987444","   7.207380","   5.6638106","  6.881110","   9.241825","   4.999990","   9.6272915","   9.452132","  5.249107","  12.521019","   5.124131","   5.327254","   9.530377","   9.947814","   7.171999","   3.9306925","   5.169822","   7.561745","   6.38225","   6.516400","   4.082910","   7.010794","  6.839047","   5.831324","   5.211574","   5.154483","  4.985590","   2.886218","   3.134602","   6.434794","   7.775507","   6.402880","   3.9587173","   1.559184","   6.111518","   4.264316","  5.192449","  4.903882","   6.493345","   4.188787","   6.514346","   8.202084","  4.381871","  4.3804730","   6.693025","   5.2402055","   7.014819","   8.223497","  4.161277","   4.314524","   9.648140","   7.879867","   8.68260","   5.148337","   2.4642828","   2.133346","   9.611269","   2.819556","   6.856766","   5.485555","   6.5425981","   0.000000","   4.397246","   8.584416","   2.443595","  5.442342","   3.254367","   8.880697","   9.375052","   5.465385","   6.899322","   4.800160","   2.2018781","   4.206088","   8.973456","   7.312090","   7.310363","   6.2688107","   3.115181","   4.348286","   6.137409","   4.650878","   3.607908","  11.508517","   4.018564","   3.787718","   5.1462880","   5.2747707","   6.9946602","   6.756623","   4.049213","   6.000337","   5.4106687","   6.416423","  3.767415","   3.856610","   2.6444444","   6.067154","   4.880905","   5.971886","   6.277944","   8.4064129","   3.646557","   6.280223","   6.389680","   3.660553","   6.091451","   2.3257894","   5.672451","   1.642757","   3.787224","   6.121558","   2.806796","   8.5565386","   3.166854","   5.225863","   4.103344","   4.271339","   5.448023","   7.926423","   3.313404","   6.4995182","   7.592064","   5.665027","   3.333721","   4.4712325","   4.477642","   5.280076","   7.891392","  10.710699","   3.866997","   4.125151","   4.477946","   3.718868","   3.555014","   5.6528269","   7.745597","   5.2026638","   5.702221","   5.739296","   6.890809","   7.056959","   5.540877","   0.000000","   6.779053","   4.458726","   7.118889","   9.756103","   7.346863","   2.271737","   6.580743","   6.6055606","   2.694305","   3.692036","   3.731706","   6.596726","   8.955640","   8.079304","   5.199682","   6.937008","   5.500618","   5.070900","   6.398224","   6.059240","   6.159853","   7.6717302","   6.992842","   9.384176","   7.235693","   6.793298","   4.325295","   4.503895","   5.216745","   6.524790","  10.008454","   6.090718","   6.490479","   6.221499","   9.371013","   4.632023","   3.889050","   8.982675","   7.935322","  6.976066","   4.553976","   4.829800","   7.426118","   4.524511","   4.722248","  4.495386","   8.067955","   4.3638191","  5.331831","   4.367924","   4.938745","  4.247149","   9.193564","   7.0913626","  10.730037","   4.224620","   7.340025","   3.067132","   9.234264","  5.122688","   4.851936","   5.974366","   7.406287","   2.453261","   5.891451","   4.497486","   4.185702","   7.097075","   6.545562","   6.321096","   6.325342","   3.748267","   8.060133","   6.583551","  9.322150","   5.620809","   8.525260","   3.155451","   8.354616","   3.5785369","  11.871726","   6.302268","   7.560526","   6.658345","   9.004643","   8.154717","   7.455822","   5.384262","   9.915931","   7.085794","   5.810722","   8.206423","   6.435823","   4.215403","   4.3710174","   7.171567","   6.380269","   6.502509","   3.639091","   8.899161","   8.621759","   6.702359","   5.1077066","   4.895119","  5.6776","  6.127191","   3.643396","   1.501847","   8.044183","  8.196615","   5.984536","   4.4623027","  6.909527","   6.568965","   1.081894","   2.850786","  3.097879","  4.512672","  7.994502","   5.124070","  12.648704","  2.7014532","   4.983098","  9.355520","  5.366735","   5.528419","  6.729272","   5.595483","  8.020593","  6.827033","   6.432291","  7.423865","   3.178739","  10.788832","   3.6839061","  8.937940","   7.9101677","   5.621422","  4.853474","   6.121129","  9.032005","  7.156878","   5.653866","   5.291894"," 13.465308","   6.4780611","  7.174042","   5.162641","   7.846674","   6.438889","   4.409485","   3.548892","  8.303242","   6.601055","   5.227255","   5.0296738","   4.8541629","   8.644207","   3.990304","   8.423847","   7.036362","   6.861339","   6.277666","   5.1709962","   7.467985","   4.58612","   8.117507","   6.835507","   0.9385259","   7.572176","   6.041242","   4.433867","   8.109311","   4.288015","   6.181868","   8.3904780","   8.117132","   3.589841","  10.630906","   3.508936","   3.701571","   8.878613","   4.262185","   7.918342","   4.386461","   5.587198","   3.212622"
"2","Slc7a7","FALSE","   7.640310","   4.596430","  3.505524","   5.6251113","   7.535591","   4.030919","   5.038930","  9.696166","   5.759932","   6.323954","   6.196744","   3.028492","   7.215973","   1.590291","  5.9452043","   4.958303","   5.556822","   4.239940","   4.053683","   3.090425","   1.272151","   4.355545","   4.5234928","   6.395334","   7.054623","   4.554141","   4.658296","   5.148129","   5.6638106","  4.816777","   5.687277","   8.999982","   9.6272915","   3.780853","  4.665873","   2.889466","   1.464038","   2.663627","   7.331059","   6.631876","   1.956000","   7.8613850","   6.318671","   8.822036","   5.47050","   3.620222","   2.041455","   9.815112"," 10.258571","   7.775098","   6.948766","   2.577241","  8.546725","   7.696580","   1.880761","   9.652190","   7.775507","   4.268587","   4.9483967","   4.677551","   5.238444","   4.975036","  8.437730","  6.538509","   3.496417","   5.585049","   8.840899","   5.741458","  2.921247","  3.6503942","   4.462017","   5.2402055","   2.338273","   4.111749","  0.000000","   7.550417","   4.288062","   7.879867","   6.51195","   2.574169","   3.2857105","   4.266692","   4.805634","   4.229334","   2.285589","   6.582666","   4.6732844","   6.949180","   3.297935","   4.769120","   1.221798","  5.442342","   5.206987","   1.110087","   4.687526","   3.903846","   5.017688","   5.760192","   9.5414717","   4.907103","   3.263075","   9.505717","   3.655181","   9.8509883","   9.345543","   6.522428","   4.773541","   6.976317","   2.705931","   5.034976","   9.041769","   3.030175","   4.2885733","   3.0141547","   3.4973301","   5.255152","   4.859055","   3.428764","   5.4106687","   8.249687","  3.013932","   4.820763","   7.2722222","   8.342337","   4.338582","   5.971886","   4.829188","   4.5853161","   5.105180","   5.024179","   3.194840","   3.660553","   5.154305","   6.2021050","   4.963394","   4.928272","   6.627642","   4.372541","   4.677994","   7.0008043","   3.166854","   1.493104","   5.471126","   5.695118","   8.914947","   4.529385","   7.952170","   4.6425130","   4.745040","   3.399016","   6.667442","   6.7068488","   5.223916","   4.620067","   4.509367","   4.119500","   6.187195","   5.775211","   7.164714","   6.693962","   7.998782","   4.7106890","   6.024354","  11.2724382","   2.138333","   7.174120","   1.722702","   4.939871","   7.123985","   4.869551","   5.931672","   7.431210","   3.163951","   4.336046","   2.938745","   7.572456","   2.924774","   0.8256951","   2.694305","   5.907258","   4.478047","   5.581845","   3.770796","   6.059478","   5.199682","   4.162205","   6.417388","   6.197767","   6.398224","   5.554303","   6.159853","   8.8519963","   6.992842","   4.939040","   3.405032","   4.852355","   2.595177","   4.913340","   5.796384","   7.922960","   7.148896","   8.120958","   8.653972","   2.827954","   3.123671","   2.573346","   2.222314","   4.491337","   4.667837","  4.513925","   5.795970","   4.829800","   8.101219","   6.032681","   6.821024","  5.057310","   3.103059","   1.8702082","  4.362407","   6.005896","  10.974989","  4.719054","   2.703990","   2.8365451","   6.340477","   4.752698","   9.297365","   7.886912","   8.147880","  3.842016","   7.008352","   1.629372","   3.950020","   7.359784","   6.382405","   5.996648","   7.175489","   7.643004","   3.818244","   5.348620","   5.838777","   4.216800","   4.925637","   5.172790","  3.434476","   7.962813","   7.020802","   4.733176","   5.370824","   6.2624396","   4.998622","   6.302268","   6.930482","   6.658345","   9.004643","   6.342558","   6.710240","   4.615081","   4.957966","   9.447725","   5.810722","   5.129014","   7.240301","   6.744645","   5.0995203","   8.964458","   5.104215","   1.300502","   7.278181","   4.449580","   2.463360","   4.188974","   5.9589910","   4.895119","  2.8388","  4.084794","   2.914717","   6.007389","  10.725577","  4.683780","   5.319588","   3.5698422","  6.141801","   5.558355","   4.868521","   6.176702","  2.581566","  7.736010","  5.862634","   5.693411","   2.108117","  3.6019376","   4.983098","  3.598277","  4.472279","   3.518085","  7.246908","   5.595483","  5.347062","  5.585754","   1.286458","  5.196706","   3.178739","   4.315533","   3.6839061","  7.562872","   5.4762700","   4.216067","  4.853474","   6.121129","  6.021337","  1.789220","   5.653866","   2.351953","  5.049491","   5.5526238","  6.622192","   4.517311","   6.538895","   4.097475","   5.389371","   5.069845","  1.509680","   5.280844","   5.227255","   2.8740993","   4.8541629","   5.042454","   4.560347","   6.739078","   4.925453","   3.049484","   7.419060","   3.2318726","   8.534840","   1.96548","   5.411671","   4.784855","   4.6926296","   2.524059","   5.576531","   4.433867","   6.487449","   5.717354","   6.743856","   5.5936520","   5.797951","   2.393227","   6.378544","   4.210723","   6.662827","   8.878613","  11.568787","   3.393575","   6.893011","   6.095125","   8.031554"
"3","Slc1a5","TRUE","  18.555038","  29.110726"," 27.167813","  29.0630751","  15.071183","  26.200972","  31.241367"," 18.007165","  28.799661","  18.068441","  30.983721","  30.284920","  25.255905","  33.396103"," 20.3835577","  32.228969","  31.488658","  34.626180","  16.214730","  15.452126","  20.354417","  29.617704","  28.0456556","  30.377834","  17.132656","  28.842894","  31.831690","  26.770269","  31.4656144"," 26.836329","  23.460017","  19.999960","  25.9196310","  22.054975"," 32.077874","  35.636745","  29.280751","  34.627151","  24.192494","  30.672427","  20.863997","  25.1564319","  25.849108","  23.945525","  30.08775","  21.721333","  25.858431","  19.630224"," 27.356188","  29.156619","  26.057872","  24.913334"," 23.503495","  30.786321","  25.076815","  27.347873","  23.326521","  21.342933","  25.7316627","  32.742855","  29.684515","  28.428775"," 31.154695"," 27.788663","  28.970308","  23.736458","  31.641111","  23.786042"," 22.396228"," 23.3625228","  30.676365","  17.4673517","  43.647763","  35.635155"," 39.532135","  32.358931","  33.232481","  27.016687","  42.68945","  33.464192","  30.3928217","  26.666826","  27.632398","  39.473787","  35.807557","  30.719110","  25.2357357","  23.627211","  26.383478","  26.707073","  31.766736"," 27.211710","  35.798038","  27.752178","  29.062661","  32.011541","  30.106131","  18.240608","  34.4960899","  19.628413","  13.868069","  33.635615","  29.241450","  26.8663317","  36.603377","  29.350928","  23.185768","  24.029535","  32.471169","  36.683398","  30.139229","  24.998941","  24.8737254","  21.8526213","  15.7379854","  24.023550","  31.583859","  26.572922","  17.1337841","  21.082533"," 25.618421","  17.354746","  22.4777776","  25.027012","  28.200785","  22.801745","  35.735988","  24.4550192","  29.901766","  27.004960","  27.688613","  21.231210","  33.268696","  20.9321044","  26.944141","  29.569631","  21.776538","  36.729348","  24.793368","  26.4474831","  21.112358","  19.410348","  29.407302","  26.339921","  30.707041","  26.043963","  21.205786","  35.2830990","  23.725200","  38.522181","  31.670351","  23.8465734","  26.865851","  31.680458","  24.801516","  23.069198","  28.615777","  27.225995","  38.510336","  36.444904","  30.217622","  25.4377208","  27.539902","  29.4817614","  33.500547","  25.826833","  24.979182","  28.227836","  27.704385","  30.840493","  27.963594","  28.981720","  19.774692","  24.932262","  27.918078","  25.746350","  21.935809","  23.9451570","  38.618374","  30.274695","  19.404871","  33.491070","  28.752318","  20.703217","  30.331476","  23.585827","  31.170170","  21.410468","  24.608553","  17.672783","  29.377759","  29.5066545","  33.692785","  32.103762","  32.773434","  27.173190","  38.062597","  22.519477","  24.344811","  26.565218","  20.493501","  18.272155","  29.748027","  26.017176","  33.319156","  31.909492","  27.223348","  26.049757","  26.606669"," 24.621410","  26.909859","  34.247671","  22.278353","  23.125278","  18.364296"," 19.105392","  26.065699","  34.2871501"," 27.628577","  33.305423","  25.242475"," 22.651460","  27.039895","  36.1659495","  24.874177","  25.347721","  35.232120","  22.346249","  26.616407"," 34.578142","  22.103263","  20.095594","  23.700119","  31.892396","  26.020575","  24.736171","  28.104000","  30.572015","  27.818637","  26.743100","  19.949156","  25.769335","  24.180399","  22.572176"," 34.835404","  25.293642","  27.581723","  22.088154","  25.660606","  33.1014662","  33.740695","  21.607775","  31.502190","  16.170267","  27.614238","  31.712789","  36.533529","  23.075407","  31.872637","  18.895451","  31.543921","  29.748284","  32.179115","  24.449338","  34.9681395","  26.893375","  28.711211","  31.212045","  33.661588","  24.472693","  14.780159","  21.782666","  26.3898173","  19.580477"," 34.0656"," 20.423969","  32.790561","  31.538794","  21.451155"," 28.102681","  32.582474","  22.3115136"," 26.870381","  33.350130","  32.997756","  24.706808"," 35.625614"," 25.142031"," 39.972508","  28.467053","  27.405526"," 28.8155006","  26.908730"," 28.786215"," 39.356058","  38.196347"," 31.575813","  26.858317"," 30.077225"," 21.722378","  20.583331"," 34.892166","  33.906550","  27.331709","  33.6156433"," 24.751218","  20.0796566","  29.980918"," 27.355947","  23.872404"," 27.096015"," 24.452668","  25.756502","  32.339353"," 19.356381","  22.2104952"," 34.766510","  22.586553","  34.002254","  22.243435","  26.456910","  24.842241"," 40.006527","  22.443587","  26.136273","  21.5557448","  21.3583170","  25.932622","  37.622866","  23.586772","  23.923629","  25.158242","  21.115785","  25.8549809","  22.937382","  32.10284","  23.676062","  30.759782","  15.0164147","  25.871602","  22.306123","  29.066461","  30.815381","  33.351231","  16.859639","  20.6965125","  24.931191","  29.915338","  29.057810","  24.562551","  25.910995","  20.489106","  28.617527","  26.017409","  35.091691","  22.348791","  37.748303"
"4","Slc39a13","FALSE","   7.640310","  15.321435"," 14.898478","   9.3751855","   8.791523","  11.085026","  11.085646"," 19.392331","  11.519864","  10.841064","   8.675442","   7.571230","   9.621297","  14.312615"," 11.8904086","  11.156182","  10.187507","  10.599851","   7.093945","  15.452126","  16.537964","  12.195525","  20.8080671","  11.191834","  11.085836","   9.108282","   6.987444","  15.444386","  13.8448703"," 16.514664","  14.218192","  11.999976","  12.5895350","  13.863127"," 16.913788","  12.521019","  16.104413","  14.649949","  12.462800","  15.750706","  16.951997","  14.9366314","  10.339643","  15.123490","   8.20575","  12.308755","  14.970670","   8.412953"," 11.968332","  23.325295","  10.423149","  13.745288"," 12.107861","  10.582798","  15.046089","  11.260889","   7.775507","  12.805760","  12.8658313","  17.151019","  12.223035","   9.950071"," 10.384898","  7.355823","  13.486178","   9.075705","  12.563382","   6.561667"," 16.066860"," 10.9511826","  11.712794","  12.2271462","  12.470789","  15.076412","  5.201597","  16.179466","  16.080233","  15.759734","  13.74745","   7.722506","  12.3214142","   7.466711","   6.007043","  12.688003","   9.142355","   9.874000","   7.4772550","  11.118687","   5.496558","  17.168832","  13.439773"," 13.605855","  11.064848","   6.660523","  13.125073","  17.176925","  11.289799","  15.360512","  14.6791872","  11.917250","  13.868069","  10.968135","  17.362111","  11.6420771","  12.460724","  11.957786","  12.274818","  17.053218","  11.725700","  11.508517","  12.055692","   8.332980","  10.2925760","  12.8101573","   9.6176578","   9.759567","  10.527953","  10.286293","  11.7231155","  11.916215","  9.041796","   5.784915","  15.8666666","  10.617520","  14.642715","   8.686379","  15.453400","   6.8779742","  10.210359","   9.420335","   9.052047","  13.910103","  18.274354","  12.4042100","  10.635845","  12.320679","   6.627642","  17.490166","  11.227186","  10.8901401","  12.667415","  11.944829","   9.574470","  12.814016","  11.391322","   6.794077","  11.265574","   6.4995182","  10.439088","  12.463058","  13.334885","  12.6684921","  14.925473","   7.260105","  15.782783","  11.534599","  10.827591","   9.075332","  11.642660","   6.693962","  12.442550","  11.3056537","  18.933683","  15.6079913","  11.404442","  13.630828","  15.504320","  10.585438","  11.873308","  15.420246","   9.321198","  14.119299","  18.192717","  13.008137","   7.346863","   9.086947","  10.236711","  17.3395965","  13.471526","  14.768144","  15.673165","  11.163690","   9.898339","  17.673478","  22.531953","  10.636745","  12.834776","  12.958968","  11.812105","  14.138226","  11.372036","  11.8026618","  12.078545","  18.274449","  12.768870","  10.675182","  16.436122","  15.968356","  11.013129","  11.651411","  10.961640","   9.745150","  14.062704","   9.615043","   8.850401","   8.234708","  12.778306","   9.880942","   8.868890"," 16.414273","  12.833933","  11.854963","   7.426118","  12.065362","  13.117355"," 12.924236","  15.515297","   6.8574300"," 11.148373","  10.919811","   8.779991"," 13.213352","  10.275160","  11.3461802","  12.193224","  11.089628","  18.594730","   4.819779","  10.863840","  6.403360","   8.086560","  10.862483","  14.812574","  12.266306","   9.819085","  10.494133","  11.361192","  15.831936","  13.091123","   9.724764","  12.164120","  12.650401","  17.911406","  16.458879"," 14.719185","  10.304817","  14.041604","  14.725436","  14.322199","   9.8409765","  13.746209","   9.903564","  13.860964","   8.560730","  18.609595","   6.342558","  13.420480","  13.845244","  13.457335","  11.022346","  10.791342","   8.206423","  14.480602","  10.116967","  12.3845494","  15.239579","  10.208431","  19.507528","  11.827044","  16.685927","  12.316799","   7.540153","   8.5128443","   8.158532"," 15.6134","  6.127191","   8.744150","  10.512931","  16.088366","  9.953033","  11.304124","  10.7095265"," 14.586778","  13.643235","  10.818936","  11.403142"," 15.489397"," 10.959347"," 11.192302","  13.664185","  11.594645","  9.0048439","  10.962816"," 12.234141","  9.839015","  10.051670","  9.835089","  10.071869"," 14.704421"," 14.274705","   9.005207"," 22.271595","  16.953275","  15.823621","  15.6566010"," 16.500812","   9.1271166","  11.242844"," 13.677973","   7.345355"," 12.644807"," 13.717350","  11.307733","  12.347753","  7.574236","  12.0306849"," 15.451782","   9.679951","  10.462232","  15.804546","  10.778741","   9.632706","  9.812922","  17.162743","  19.166600","  10.0593476","  14.5624888","  10.084908","  11.970912","  10.951001","   7.739998","   9.910823","  11.984635","   9.6956179","   9.601695","  16.37900","   6.764589","   5.468406","   7.5082073","  10.096235","  12.547194","   7.882430","  10.812414","   9.528923","  11.801747","   8.9498432","  14.494878","  17.350896","  11.339633","   8.421446","   6.662827","  11.610494","  15.222089","  14.705492","  11.279472","  13.714031","  12.047331"
