"","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome"
"Crispld1",0.357143378089115,0.844777648862454,0,0.285713765459534,0.142357029523278,0.160727659806636,0.349201136675949,0.811992044776913,0.487257411496697,0,0
"Gm28153",0.178571689044558,0.211194412215613,0,0.571427530919067,0.427071088569833,0.160727659806636,0,0.270664014925638,0.162419137165566,0,0.241792407391436
"Gm28756",9.64287120840612,10.9821094352119,13.0224496437496,11.7142643838409,9.96499206662944,7.87565533052516,12.2220397836582,10.5558965820999,11.3693396015896,9.46661888976912,13.7821672213118
"Crisp4",0,0,0,0,0,0,0,0,0,0,0
"Defb18",0,0.211194412215613,0,0,0,0,0,0,0,0,0
"Defb41",0.178571689044558,0,0,0,0,0.160727659806636,0.349201136675949,0,0,0,0.241792407391436
"Gm15825",0,0,0,0,0.284714059046555,0.160727659806636,0,0,0,0,0
"Tfap2d",1.07143013426735,0.422388824431227,0,0.285713765459534,0.711785147616388,0.482182979419908,0.349201136675949,0,0.812095685827828,1.41999283346537,0.241792407391436
"Tfap2b",0.357143378089115,0.211194412215613,0,0,0.284714059046555,0.160727659806636,0.349201136675949,0.270664014925638,0,0,0
"Gm28340",0,0,0,0,0,0,0,0,0,0,0
"Pkhd1",1.78571689044558,1.68955529772491,1.30224496437496,1.14285506183813,1.42357029523278,2.08945957748627,1.74600568337975,1.35332007462819,1.78661050882122,1.89332377795382,0.967169629565744
"4930486I03Rik",0.535715067133673,0,0,0,0,0.160727659806636,0,0,0,0,0
"Gm28653",0,0.211194412215613,0,0,0,0,0,0,0,0,0
"Il17a",0,0,0,0,0,0,0,0,0,0,0
"Il17f",0,0,0,0,0,0,0.349201136675949,0,0,0,0
"Mcm3",15.7143086359211,11.6156926718587,10.4179597149997,15.7142571002743,12.1003475094786,13.9833064031773,12.2220397836582,11.9092166567281,11.6941778759207,9.46661888976912,12.8149975917461
"Gm28065",0,0,0,0,0,0.160727659806636,0,0,0,0,0
"6720483E21Rik",0,0,0,0,0,0,0,0,0,0,0
"Paqr8",1.78571689044558,3.59030500766543,0,0.857141296378601,2.84714059046555,3.85746383535926,1.04760341002785,2.97730416418201,1.62419137165566,2.36665472244228,3.14330129608867
"Efhc1",0.178571689044558,0.211194412215613,0,0.285713765459534,0.284714059046555,0.160727659806636,0,0,0.324838274331131,0,0
"Tram2",2.14286026853469,2.53433294658736,3.90673489312488,3.99999271643347,2.13535544284917,1.92873191767963,2.79360909340759,1.62398408955383,3.57322101764244,0.946661888976912,2.41792407391436
"Gm28287",0,0,0,0,0,0,0,0,0,0,0
"Tmem14a",6.42858080560408,4.01269383209665,9.11571475062473,12.5714056802195,6.26370929902422,7.87565533052516,16.4124534237696,12.1798806716537,7.30886117245045,11.3599426677229,14.2657520360947
"Gsta3",3.3928620918466,1.90074970994052,3.90673489312488,2.85713765459534,2.42006950189572,3.37528085593936,3.49201136675949,1.62398408955383,3.24838274331131,4.2599785003961,1.69254685174005
"Gm28836",0,0,0,0,0,0.160727659806636,0,0,0,0,0
"Khdc1a",0,0,0,0,0,0,0,0,0,0,0
"Khdc1c",0,0,0,0,0,0,0,0,0,0,0
"Khdc1b",0,0,0,0,0,0,0,0,0,0,0
"Kcnq5",9.64287120840612,8.23658207640892,5.20897985749984,9.71426802562414,9.11084988948977,10.1258425678181,9.77763182692658,12.9918727164306,10.3948247785962,5.20664038937301,6.77018740696021
"Rims1",2.67857533566837,1.68955529772491,2.60448992874992,0.571427530919067,0.996499206662944,1.44654893825972,0.698402273351898,2.43597613433074,0.324838274331131,1.41999283346537,0.967169629565744
"Gm29506",0.357143378089115,0.422388824431227,0,0,0.427071088569833,0.160727659806636,0,0.541328029851275,0.324838274331131,0,0
"4933415F23Rik",0,0,0,0,0,0,0,0,0,0,0
"Gm27028",0,0,0,0,0,0,0,0,0,0,0
"Gm29107",0,0,0,0,0,0,0,0,0,0,0
"Ogfrl1",17.1428821482775,18.1627194505428,13.0224496437496,9.71426802562414,16.5134154247002,16.2334936404702,12.9204420570101,10.8265605970255,17.7036859510466,16.566583057096,12.3314127769632
"Gm28822",0,0,0,0,0,0,0,0,0,0,0
"B3gat2",0.714286756178231,0.422388824431227,1.30224496437496,0,0.569428118093111,0.642910639226544,0,0.270664014925638,0.324838274331131,0.473330944488456,0.241792407391436
"Smap1",38.5714848336245,40.5493271453978,35.160614038124,37.4285032751989,43.1341799455531,39.5390043124324,36.3169182142987,40.0582742089944,38.493335508239,30.7665113917496,34.5763142569753
"Sdhaf4",63.2143779217734,64.4142957257621,88.5526575774974,102.856955565432,74.7374404997208,71.6845362737596,109.649156916248,115.302870358322,67.8911993352064,94.1928579532027,133.227616472681
"Fam135a",1.60714520140102,2.95672177101859,1.30224496437496,1.7142825927572,2.70478356094228,2.57164255690618,3.84121250343544,1.35332007462819,2.11144878315235,1.89332377795382,2.17613166652292
"Col9a1",0.178571689044558,0.63358323664684,0,0,0.284714059046555,0.321455319613272,0,0,0,0,0
"Col19a1",29.464328692352,25.5545238780892,7.81346978624977,4.85713401281207,25.3395512551434,31.0204383426807,6.63482159684304,4.60128825373584,26.7991576323183,4.2599785003961,6.52839499956877
"Lmbrd1",46.0714957734959,40.971715969829,31.2538791449991,36.5713619788203,44.5577502407859,48.0575702821842,31.0789011641595,38.9756181492918,42.8786522117093,37.393144614588,36.027068701324
"Gm28237",0,0,0,0,0.142357029523278,0,0,0,0,0,0
"Gm29414",0,0,0,0,0,0,0,0,0,0,0
"Adgrb3",4.10714884802483,5.06866589317472,1.30224496437496,2.5714238891358,3.13185464951211,3.05382553632608,2.44440795673164,3.78929620895893,2.27386792031792,2.36665472244228,3.62688611087154
"4931408C20Rik",0,0,0,0,0,0.321455319613272,0,0,0.162419137165566,0,0
"Gm5524",0.178571689044558,0.211194412215613,1.30224496437496,0.571427530919067,0.142357029523278,0.160727659806636,0.349201136675949,0.270664014925638,0,0.473330944488456,0.483584814782872
"Gm597",0,0,0,0,0,0,0,0,0,0,0
"Gm9898",0,0.211194412215613,0,0,0,0,0,0,0,0,0
"Phf3",20.5357442401241,18.7963026871896,16.9291845368745,21.7142461749246,19.502913044689,18.6444085375698,17.1108556971215,19.2171450597203,18.67820077404,25.0865400578882,18.6180153691406
"Ptp4a1",0,0,0,0,0,0,0,0,0,0,0
"Ptp4a1.1",0,0,0,0,0,0.160727659806636,0,0,0,0,0
"Gm5698",0,0,0,0,0,0,0,0,0,0,0
"4931428L18Rik",38.750056522669,30.6231897712639,35.160614038124,27.9999490150343,33.4539019379703,32.4669872809405,37.0153204876506,28.9610495970432,33.4583422561065,31.7131732807265,40.3793320343698
"Gm28644",0,0,0,0,0,0,0,0,0,0,0
"Gm29128",0,0,0,0,0.284714059046555,0,0,0,0.162419137165566,0,0
"Lgsn",0,0,0,0,0,0,0,0,0,0.473330944488456,0
"Pih1d3",0,0,0,0,0,0,0,0,0,0,0
