"","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome"
"Txn1",6802.24594171078,7242.54907854682,13957.5694329377,13534.5540663565,6880.23706947052,15276.2829024204,12949.1923778484,7588.22535425943,7684.51988287731,21787.8604989575,13387.9756219028
"Ecpas",26.6207645208529,25.8771532288684,23.0472750206126,25.4424174030099,29.7227021012985,27.9265257248189,18.859807776532,25.7143232224163,34.0023003667138,36.4628590024989,27.7142352495748
"Ptgr1",111.323197087203,115.081004421551,97.7763182692658,108.265605970255,97.7763205736705,100.819491176041,77.6153627726509,105.714439914378,107.286761405532,105.481842114372,105.999806985487
"Gng10",175.383860372678,175.514604508846,112.791967146332,115.302870358322,165.829939046042,86.146231896899,152.812801471388,141.964492790423,156.072670627338,71.6234730406229,95.7141114289438
"Ugcg",29.4679051113185,28.6095234455812,24.0948784306405,22.4651132388279,25.6622236721594,12.3066045566999,20.0687698134892,33.928620918466,27.0328847635985,27.3471442518742,20.857104878546
"Ptbp3",104.205345611039,103.026429936054,114.188771693035,131.813375268786,115.642425661883,120.699390844556,128.149975917461,113.750165921383,104.96362287116,96.3661273637471,127.142625629492
"Snx30",30.1796902589349,25.5556979092551,25.8408841140202,26.7957374776381,29.0730255526362,34.0798280031688,28.0479192574066,21.785746063436,30.2008009468327,27.3471442518742,31.4285142005487
"Slc31a2",104.347702640563,101.579880997794,117.680783059795,122.069470731463,102.161637277141,135.845981068187,145.559029249644,101.07157599922,97.783012855829,110.690821971872,101.999814269053
"Fkbp15",21.3535544284916,22.0196893935091,18.5076602438253,19.4878090746459,24.3628705748348,22.7198853354459,18.6180153691406,23.3928912648371,26.1881071147361,27.3471442518742,24.5713838295199
"Slc31a1",53.6686001302757,63.1659703040079,61.1101989182911,58.1927632090121,55.5473449106234,42.599785003961,59.9645170330761,50.8929313776989,54.9105471760595,44.2763287887487,55.14275673369
"Cdc26",46.8354627131583,45.9681107046979,48.189756861281,38.9756181492918,44.0155861718683,43.5464468929379,59.7227246256847,45.3572090173177,36.9590221377323,33.858369073749,44.2856336462277
"Pole3",34.5927581741565,35.1993574976533,37.7137227610025,37.6222980746636,34.1080188047688,42.1264540594726,48.8420662930701,31.071473893753,29.7784121224015,42.9740838243737,42.5713510534705
"Akna",18.5064138380261,20.733868115056,15.0156488770658,18.4051530149434,19.0030390483712,15.619921168119,12.8149975917461,26.9643250457282,18.1627194505428,15.6269395724995,15.7142571002743
"Atp6v1g1",871.652091771029,924.184043888157,1387.37611601355,1494.60669041937,873.002862264915,1493.35912986108,1647.81525637264,884.465575837694,829.360456770714,1479.35027952996,1486.28300792049
"Tmem268",19.9299841332589,21.3767787542826,34.9201136675949,28.6903855821176,19.9775538713646,19.4065687240267,27.0807496278408,18.9285990387231,16.8955529772491,11.7202046793746,19.9999635821674
"Tnfsf15",223.642893381069,189.015727932604,292.979753671121,256.86015016443,136.594494356241,206.372291796967,162.726290174436,210.714593072578,160.296558871651,231.799603658743,213.428182798272
"Tnfsf8",101.358205020574,88.5609405534564,85.9034796222835,70.6433078955914,66.2670079635508,53.959727671684,60.9316866626419,85.8929824304323,70.5389336800149,62.5077582899981,49.4284814244993
"Tlr4",163.141155833676,177.764791746139,163.076930827668,148.865208209101,156.247209953274,145.312599957956,154.98893313791,179.82169086787,175.080167726743,164.082865511245,129.999763284088
"Aldoart1",19.9299841332589,20.5731404552494,18.8568613805013,12.721208701505,24.687708849166,18.9332377795382,15.7165064804433,19.1071707277677,19.4298859238364,14.3246946081246,13.9999745075171
"Dmac1",112.889124411959,106.08025547238,163.076930827668,161.045088880754,109.14566017526,166.612492459936,195.126472764889,109.107302006225,103.696456397866,143.246946081246,167.428266559287
"Ptprd",44.9848213293557,42.7535575085652,47.840555724605,39.5169461791431,40.6047842913914,30.7665113917496,44.2480105526328,44.2857788830503,45.1956042141413,42.9740838243737,45.4284887080658
"Lurap1l",30.8914754065513,36.0029957966865,25.8408841140202,25.1717533880843,31.5093126101197,20.3532306130036,28.5315040721894,34.8214793636888,31.8903562445576,28.6493892162491,21.9999599403841
"Mpdz",157.589231682268,157.513106610503,101.268329636025,106.641621880701,148.451091369327,101.766153065018,125.973844250938,155.893084535899,149.73683826087,108.086332043122,94.2855426016461
"Zdhhc21",19.6452700742123,22.3411447131224,23.7456772939645,25.7130814179356,19.1654581855367,24.6132091133997,25.3882027761008,23.0357478867479,19.2186915116208,27.3471442518742,29.7142316077915
"Ttc39b",26.0513364027598,34.87790217804,40.8565329910861,35.7276499701842,32.8086657074442,38.3398065035649,27.0807496278408,31.9643323389758,32.5239394812045,23.4404093587493,30.8570866696296
"Adamtsl1",31.6032605541676,31.8240766417139,33.8725102575671,29.2317136119689,28.9106064154707,26.5065328913535,28.7732964795809,32.3214757170649,27.2440791758141,28.6493892162491,25.142811360439
"Rraga",26.6207645208529,24.1091489709954,25.4916829773443,25.4424174030099,28.7481872783051,23.1932162799343,20.5523546282721,28.3928985580847,34.6358836033606,20.8359194299994,20.2856773476269
"Plin2",539.960212981792,541.170030568943,421.485771967871,432.791759866095,541.667822447161,461.024339931756,424.829259786753,534.107921932272,542.347250569695,440.158797958737,507.141933690672
"Rps6",889.731434520485,922.737494949897,713.417922228964,820.111965224682,841.980807066292,751.649539847668,681.371004029066,797.679734962039,793.45740669406,699.305545869354,760.570043653278
"Mllt3",28.8984769932254,24.1091489709954,33.8725102575671,28.1490575522663,20.952068694358,25.5598710023766,27.5643344426237,26.4286099785945,24.0761629925799,29.9516341806241,23.4285287676818
"Hacd4",94.3827105739331,96.5973235437882,147.712080813927,139.121303671778,99.5629310824917,125.432700289441,152.087424249213,113.21445085425,108.976316703257,138.037966223746,148.285444273498
"Ifnb1",1592.83280333595,1513.7331000589,2044.57265523768,2009.68031082286,1259.3979895818,1690.73813371276,1366.368894169,1865.53843544849,1571.49762129638,2497.70584167118,2087.13905668189
"Ifna2",78.2963662378027,85.8285703367436,60.4117966449392,69.5606518358889,69.1905524325309,51.5930729492417,56.0958385148131,81.4286902043183,74.1292386876803,52.0897985749984,57.1427530919067
"Klhl9",18.2216997789795,17.0371319395034,9.42843069025063,12.1798806716537,21.6017452430202,11.8332736122114,11.3642431473975,18.0357405935003,23.0201909315019,6.51122482187481,9.99998179108368
"Ifna5",25.7666223437133,21.0553234346693,29.6820966174557,23.5477692985305,25.6622236721594,20.3532306130036,21.2777318504464,36.0714811870007,23.6537741681487,29.9516341806241,27.4285214841152
"Ifna4",109.757269762447,109.776991647932,101.617530772701,109.889590059809,103.136152100134,72.4196345067337,78.8243248096081,105.714439914378,95.6710687336729,105.481842114372,95.1426838980247
"Mtap",51.9603157759963,48.8612085812173,58.6657909615595,61.4407313881198,57.3339554194446,58.6930371165685,59.9645170330761,45.7143523954068,52.5874086416877,62.5077582899981,57.7141806228258
"Plaa",19.3605560151658,24.4306042906087,19.9044647905291,25.7130814179356,25.4998045349938,22.2465543909574,18.859807776532,23.2143195757925,26.6104959391673,24.7426543231243,18.5713947548697
"Tek",194.459702328797,202.034668376941,164.473735374372,154.278488507613,178.173793470625,157.145873570167,168.529307951831,196.250286259969,199.156330719323,157.57164068937,140.571172606091
"Mysm1",19.6452700742123,16.0727659806636,19.2060625171772,13.8038647612075,18.8406199112056,21.773223446469,19.5851849987063,18.0357405935003,14.3612200306617,19.5336744656244,20.5713911130864
"Jun",120.149332917646,117.170463999038,141.775661490435,132.625367313562,139.355619688055,170.399140015844,128.149975917461,144.464496437047,138.965923237874,130.224496437496,149.142585569877
"Fggy",55.8039555731248,66.219795840334,59.0149920982354,59.2754192687146,50.3499325213253,40.2331302815187,60.2063094404675,54.2857934695455,53.009797466119,53.3920435393734,54.5713292027709
"Tm2d1",51.6756017169498,53.6830383754164,51.3325670913645,36.2689780000355,50.1875133841598,39.7597993370303,58.7555549961189,46.0714957734959,48.5747148095911,31.2538791449991,35.1427931515226
"Jak1",47.4048908312515,42.1106468693386,43.9993432211696,46.0128825373584,44.1780053090338,67.2129941173607,44.2480105526328,53.9286500914564,54.2769639394126,63.8100032543731,52.2856190790946
"Leprot",142.357029523278,140.797429990613,217.20310701244,209.223283537518,145.852385174678,225.305529576505,221.965429985338,128.750187801126,138.332340001227,177.105315154995,189.99965403059
"Pde4b",47.689604890298,47.0932043233443,39.8089295810582,40.0582742089944,51.4868664814843,44.4931087819148,34.5763142569753,38.0357697664908,46.0403818630037,45.5785737531236,35.1427931515226
"Mier1",41.4258955912738,44.5215617664382,67.3958193784582,75.7859241791786,37.8436589595768,64.37300845043,70.3615905509078,44.2857788830503,35.9030500766543,83.3436777199975,61.9998871047188
"Dab1",32.5997597608306,30.6989830230675,24.4440795673164,22.7357772537536,27.6112533181461,19.8798996685151,27.0807496278408,27.5000401128619,27.2440791758141,20.8359194299994,19.4285360512483
"Fyb2",20.499412251352,16.8764042796968,20.2536659272051,19.2171450597203,18.3533624997089,17.0399140015844,18.3762229617491,19.8214574839459,16.4731641528178,24.7426543231243,18.8571085203292
"Plpp3",64.9148054626146,66.3805235001407,67.3958193784582,75.7859241791786,55.709764047789,66.2663322283838,63.1078183291648,71.9643906849568,61.6687683669591,72.9257180049978,61.9998871047188
"Dhcr24",17.936985719933,16.7156766198901,19.9044647905291,20.8411291492741,18.0285242253778,23.1932162799343,21.7613166652292,21.4286026853469,20.0634691604833,20.8359194299994,16.5713983966529
"Ttc4",13.5239178047114,17.19785959931,19.2060625171772,27.3370655074894,14.7801414820665,34.0798280031688,27.5643344426237,11.2500164098071,14.1500256184461,14.3246946081246,26.8570939531962
"Tmem59",67.1925179349871,61.7194213657482,82.7606693922,78.2219003135093,68.3784567467031,63.8996775059415,69.6362133287335,70.5358171726003,63.5695180768996,96.3661273637471,82.8569919832647
"Hspb11",22.7771247237244,21.5375064140892,22.3488727472607,23.2771052836048,19.815134734199,21.2998925019805,29.7404661091466,19.4643141058568,21.5418300459926,14.3246946081246,22.5713874713032
"Yipf1",54.2380282483688,62.683787324588,72.6338364285974,79.5752203881375,59.9326616140937,60.5863608945224,72.2959298100393,45.1786373282731,51.9538254050409,48.1830636818736,67.1427348829904
"Magoh",105.059487788179,100.936970358567,167.965746741132,179.179577880772,97.938739710836,159.039197348121,183.762229617491,95.1787102607493,92.2919581382231,145.851436009996,167.713980324746
"Czib",31.8879746132142,33.7528085593936,41.205734127762,41.1409302686969,33.9455996676032,35.4998208366342,46.9077270339386,31.2500455827976,29.9896065346171,31.2538791449991,43.4284923498491
"Prpf38a",65.4842335807077,63.4874256236212,53.7769750480962,58.7340912388634,55.2225066362923,55.3797205051493,52.9525372187245,58.928657384704,52.5874086416877,46.8808187174986,55.4284704991495
"Txndc12",52.5297438940895,48.2182979419908,73.3322387019493,73.3499480448478,50.1875133841598,55.3797205051493,72.2959298100393,43.9286355049612,43.5060489164164,46.8808187174986,54.2856154373114
"Nrd1",41.2835385617505,46.2895660243112,40.8565329910861,46.283546552284,41.4168799772192,71.9463035622453,30.2240509239295,34.2857642965551,41.6052992064758,36.4628590024989,43.4284923498491
"Osbpl9",70.751443673069,55.9332256127093,55.5229807314759,59.8167472985659,60.9071764370871,70.9996416732684,60.9316866626419,55.8929386709466,54.9105471760595,53.3920435393734,53.9999016718518
"Eps15",31.3185464951211,33.4313532397803,43.3009409478177,40.5996022388457,32.9710848446098,42.599785003961,34.8181066643668,31.9643323389758,35.4806612522231,24.7426543231243,38.2856445715775
"Rnf11",38.5787550008083,35.5208128172666,28.9836943441038,28.6903855821176,35.0825336277622,26.5065328913535,33.1255598126267,42.8572053706938,39.7045494965353,19.5336744656244,24.5713838295199
"Faf1",20.3570552218287,22.3411447131224,26.5392863873721,19.7584730895716,22.2514217916825,30.2931804472612,21.2777318504464,23.7500346429262,21.7530244582082,29.9516341806241,21.7142461749246
"Agbl4",30.4644043179814,29.0917064250011,27.9360909340759,20.0291371044972,26.3119002208216,22.2465543909574,31.1912205534952,28.2143268690401,28.3000512368922,26.0448992874992,27.1428077186557
"Skint6",73.7409412930578,79.0780086248649,65.6498136950784,56.2981151045326,56.1970214592857,45.4397706708918,45.45697258959,58.928657384704,63.5695180768996,31.2538791449991,48.2856263626612
"Cmpk1",303.932258032198,312.615298323907,381.327641250137,424.942503433251,294.46589568117,360.204848755715,382.27379608586,296.60757550301,301.796815056112,313.841036414366,401.713554236104
"Pdzk1ip1",42.56475182746,36.645906435913,55.5229807314759,49.2608507164661,27.7736724553117,37.8664755590765,52.2271599965502,45.7143523954068,33.7911059544981,32.556124109374,43.1427785843896
"Mknk1",20.3570552218287,19.9302298160229,21.6504704739089,24.9010893731587,23.2259366146759,17.9865758905613,25.8717875908836,18.9285990387231,22.386607694855,15.6269395724995,22.2856737058436
"Uqcrh",570.424617299774,595.495979583586,790.242172297673,808.47341258288,545.241043464804,735.55628773506,947.100859752255,570.000831430228,527.563641714602,768.324528981227,799.427115755775
"Lrrc41",31.1761894655978,32.6277149407471,23.7456772939645,24.9010893731587,33.7831805304376,28.3998566693074,32.6419749978439,34.4643359855996,31.4679674201264,27.3471442518742,23.9999562986008
"Gpbp1l1",30.0373332294116,31.341893662294,32.4757057108633,28.419721567192,28.423349003974,43.5464468929379,28.7732964795809,30.1786154485303,35.2694668400074,36.4628590024989,31.4285142005487
"Nasp",47.1201767722049,48.0575702821842,39.8089295810582,60.3580753284172,45.3149392691928,53.0130657827071,40.6211244417612,46.2500674625404,43.9284377408476,45.5785737531236,61.7141733392593
"Akr1a1",2147.59814738817,2260.95599049995,2998.93936177305,3123.73339625678,2146.53131678011,3072.86449161906,2733.22137315279,2124.64595625215,2145.52403369842,2953.49157920241,2959.70889639531
"Prdx1",8499.71116174634,9286.2012729882,14704.5106642875,14748.482173298,8793.85934355522,16220.1048057304,11569.7666936802,9170.01337581613,9792.45131120135,20080.6173506619,14047.9744201143
"Urod",30.0373332294116,25.2342425896418,26.8884875240481,30.8556977015227,26.4743193579872,30.2931804472612,22.9702787021864,26.4286099785945,26.8216903513829,29.9516341806241,26.5713801877366
"Rps8",993.082637954385,1009.53043124548,1014.42930204363,1080.22008356822,971.266440250082,1041.3280778746,1204.85156603153,989.108585617805,958.611437046669,1079.56107546684,1131.99793875067
"Eri3",22.7771247237244,19.9302298160229,17.4600568337975,21.3824571791254,21.6017452430202,21.2998925019805,20.7941470356635,18.571455660634,23.6537741681487,6.51122482187481,19.7142498167078
"Atp6v0b",492.840036209587,500.345204978058,675.704199467962,644.992347567795,474.426299660617,649.88338678265,710.869677730822,486.60785264642,484.902370447048,690.189831118729,654.284522902332
"Med8",56.6580977502645,65.5768852011075,71.2370318818936,67.3953397164838,62.8562060830739,69.579648839803,92.3646996235285,53.5715067133673,60.8239907180967,50.7875536106235,60.5713182774211
"Elovl1",79.8622935625588,89.203851192683,75.776646658681,67.3953397164838,89.6553637153922,62.4796846724762,78.3407399948252,77.3215413562935,80.6762654663643,52.0897985749984,60.5713182774211
"Ebna1bp2",69.6125874368828,67.6663447785937,104.061938729433,104.205645746371,62.5313678087428,89.9328794528066,108.081206103972,65.1786665012636,64.4142957257621,98.9706172924971,108.856944640082
"Gm12865",79.0081513854191,77.9529150062184,15.0156488770658,16.2398408955383,79.9102154854583,16.0932521126075,16.4418837026176,70.5358171726003,75.396405160974,22.1381643943743,12.5714056802195
"Slc2a1",67.6195890235569,69.5950766962734,45.3961477678734,46.8248745821353,79.9102154854583,51.5930729492417,45.6987649969814,94.6429951936156,84.2665704740297,75.5302079337477,60.8570320428807
"Svbp",58.0816680454973,62.2016043451681,46.4437511779012,43.0355783731764,56.8466980079479,33.6064970586804,48.8420662930701,54.4643651585901,54.4881583516283,40.3695938956238,34.5713656206036
"Ybx1",429.775872130775,400.211872918524,152.251695590714,156.173136612093,454.773584063584,199.745658574128,149.91129258269,452.322088349865,411.406714996015,152.36266083187,174.285396930315
"Ppih",44.8424642998325,45.1644724056647,74.0306409753012,72.8086200149965,45.8021966806895,54.9063895606609,85.3527198091769,39.6429149678918,39.2821606721041,57.2987784324983,71.1427275994239
"Hivep3",81.001149798745,74.8990894698924,79.6178591621164,83.0938525821708,65.1300740033918,76.6796130071298,64.8003651809048,81.6072618933629,78.5643213442082,79.4369428268726,77.1427166740741
"Nfyc",17.2252005723166,15.5905830012437,16.0632522870937,14.0745287761332,19.1654581855367,12.7799355011883,17.167260924792,20.178600862035,20.2746635726989,18.2314295012495,11.9999781493004
"Smap2",51.3908876579032,48.2182979419908,53.0785727747443,53.5914749552763,62.2065295344116,60.1130299500339,64.0749879587305,57.5000838723476,58.5008521837249,58.6010233968733,63.9998834629355
"Zmpste24",21.4959114580149,24.1091489709954,19.2060625171772,17.8638249850921,23.2259366146759,17.9865758905613,18.3762229617491,23.3928912648371,24.7097462292268,23.4404093587493,20.857104878546
"Ppt1",113.458552530052,113.473727823485,104.760341002785,117.738846492652,114.018234290227,93.2461960642258,99.860264252663,107.857300182913,103.696456397866,91.1571475062473,101.428386738134
"Cap1",184.067639173598,172.139323652907,179.140183114762,178.09692182107,172.976381081327,203.532306130036,123.072335362241,183.393124648761,187.963026871896,187.523274869994,135.428324827819
"Ppie",24.3430520484805,27.3237021671281,38.4121250343544,30.5850336865971,23.0635174775103,23.1932162799343,26.597164813058,26.4286099785945,24.0761629925799,23.4404093587493,30.2856591387106
"Pabpc4",29.752619170365,23.1447830121556,16.0632522870937,14.0745287761332,25.6622236721594,15.1465902236306,16.2000912952262,32.6786190951541,30.4119953590483,13.0224496437496,18.5713947548697
"Macf1",45.5542494474489,43.3964681477917,30.0312977541316,36.5396420149611,39.630269468398,40.7064612260072,30.7076357387124,54.107221780501,49.2082980462379,36.4628590024989,40.5713546952538
"Ndufs5",41.4258955912738,44.3608341066315,84.5066750755797,79.0338923582862,35.7322101764244,71.9463035622453,100.102056660054,42.1429186145156,35.2694668400074,74.2279629693728,79.1427130322908
"Akirin1",28.3290488751323,26.1986085484817,30.3804988908076,28.419721567192,34.2704379419343,29.8198495027727,29.9822585165381,30.1786154485303,35.2694668400074,28.6493892162491,17.4285396930315
"Mycbp",30.3220472884581,31.1811660024874,56.5705841415038,49.2608507164661,26.9615767694839,52.5397348382186,58.9973474035104,30.3571871375748,24.9209406414424,31.2538791449991,47.142771300823
"Rragc",62.2100219016723,63.0052426442013,75.427445522005,87.424476820981,70.1650672555243,80.4662605630375,84.869134994394,64.2858080560408,67.7934063212119,59.9032683612482,78.2855717359122
"Utp11",85.4142177139666,93.2220426878489,99.1731228159696,118.009510507578,86.8942383835776,117.386074233137,99.1348870304887,83.2144070947639,93.3479301993011,102.877352185622,117.142643838409
"Sf3a3",39.4328971779479,45.9681107046979,41.554935264438,35.4569859552585,44.0155861718683,35.9731517811226,35.0598990717582,39.8214866569364,43.9284377408476,33.858369073749,45.7142024735254
"Cdca8",23.4889098713408,25.8771532288684,23.3964761572886,26.2544094477869,19.1654581855367,29.8198495027727,15.7165064804433,18.7500273496786,18.585108274974,26.0448992874992,27.7142352495748
"Gnl2",22.6347676942011,23.9484213111888,17.8092579704734,18.4051530149434,28.423349003974,19.8798996685151,20.7941470356635,22.8571761977034,19.8522747482677,15.6269395724995,23.7142425331413
"Meaf6",35.7316144103427,43.8786511272116,60.0625955082633,53.050146925425,42.8786522117093,56.7997133386147,67.9436664769935,38.750056522669,32.7351338934201,49.4853086462485,53.7141879063923
"Zc3h12a",20.6417692808753,23.9484213111888,17.4600568337975,15.9691768806126,18.3533624997089,16.566583057096,21.7613166652292,23.0357478867479,23.4425797559331,16.9291845368745,15.9999708657339
"Grik3",9224.73551310839,9957.39998034071,4231.27017310248,4089.46260151146,9553.3312289414,4481.97071336119,4543.76291969986,10081.8004200776,11203.6523736261,4873.00065669111,4076.27829181117
"Mrps15",48.1166759788679,51.2721234783169,59.3641932349114,44.9302264776559,54.4104109504645,53.959727671684,58.7555549961189,54.2857934695455,57.0224912982156,54.6942885037484,51.428477782716
"Lsm10",36.3010425284358,43.3964681477917,47.4913545879291,45.4715545075071,41.4168799772192,39.7597993370303,58.0301777739446,35.535766119867,38.226188611026,35.160614038124,46.571343769904
"Stk40",24.0583379894339,19.6087744964096,24.7932807039924,20.8411291492741,22.413840928848,18.4599068350498,21.7613166652292,25.1786081552826,25.132135053658,32.556124109374,23.1428150022222
"Thrap3",23.061838782771,20.4124127954428,22.6980738839367,22.4651132388279,18.3533624997089,22.2465543909574,16.2000912952262,19.8214574839459,19.2186915116208,27.3471442518742,17.4285396930315
"Map7d1",43.9883221226928,44.0393787870183,58.3165898248835,54.6741310149788,55.0600874991267,71.9463035622453,51.2599903669844,55.8929386709466,56.6001024737844,59.9032683612482,64.2855972283951
"Trappc3",77.7269381197096,78.7565533052516,122.569598973258,121.257478686686,81.6968259942795,119.752728955579,127.90818351007,75.7143961548925,74.7628219243271,111.993066936247,125.142629271276
"Psmb2",535.120073978001,549.527868878888,793.035781391081,806.037436448549,507.722222779558,708.576423899218,735.77429569214,471.072115699543,455.757541561294,634.193297650606,744.570072787545
"Sfpq",56.9428118093111,48.7004809214107,49.9357625446607,58.7340912388634,55.8721831849546,62.0063537279877,46.6659346265471,65.1786665012636,56.3889080615688,69.0189831118729,60.2856045119616
"Tmem35b",23.7736239303874,28.7702511053878,44.3485443578455,41.9529223134738,25.4998045349938,29.3465185582843,40.3793320343698,24.8214647771935,24.0761629925799,33.858369073749,41.9999235225514
"Smim12",29.4679051113185,34.2349915388135,45.0469466311975,33.5623378507791,31.8341508844509,42.599785003961,47.3913118487214,27.1428967347728,33.3687171300669,35.160614038124,31.4285142005487
"Phc2",24.4854090780038,20.4124127954428,25.1424818406683,18.9464810447946,25.4998045349938,24.6132091133997,29.2568812943637,29.8214720704411,23.6537741681487,29.9516341806241,26.2856664222771
"Ak2",49.6826033036239,57.0583192313558,68.0942216518101,63.3353794925992,44.9901009948617,87.0928937858759,72.5377222174308,56.4286537380802,62.0911571913903,87.2504126131224,76.2855753776955
"Rnf19b",64.9148054626146,67.3448894589805,56.5705841415038,73.3499480448478,64.6428165918951,54.9063895606609,59.2391398109018,79.4644016248282,70.7501280922305,71.6234730406229,66.2855935866118
"Fndc5",16.3710583951769,10.4472978874313,16.0632522870937,20.0291371044972,9.74514822993394,17.0399140015844,13.5403748139204,11.2500164098071,9.5037485497026,11.7202046793746,21.428532409465
"C77080",22.7771247237244,23.4662383317689,21.6504704739089,25.9837454328612,34.9201144905966,37.393144614588,39.6539548121955,35.8929094979561,32.7351338934201,35.160614038124,41.7142097570919
"Rbbp4",39.7176112369945,37.4495447349462,28.2852920707519,30.8556977015227,39.7926886055636,28.3998566693074,27.8061268500151,34.6429076746442,32.5239394812045,26.0448992874992,26.8570939531962
"Zbtb8os",61.7829508131025,62.8445149843947,91.4906978090987,94.7324052239732,54.8976683619612,70.0529797842915,106.14686684484,62.3215194765506,57.4448801226468,71.6234730406229,76.8570029086145
"Bsdc1",16.6557724542235,17.3585872591167,15.3648500137418,26.2544094477869,20.6272304200268,20.3532306130036,23.2120711095778,20.5357442401241,17.1067473894647,18.2314295012495,24.5713838295199
"Marcksl1",138.940460814719,127.939217206082,153.648500137418,146.42923207477,125.062735617486,131.586002567791,127.182806287895,161.42880689628,133.474868520268,166.687355439995,135.428324827819
"Hdac1",43.8459650931695,40.0211872918524,32.4757057108633,29.5023776268945,35.4073719020933,29.8198495027727,26.1135799982751,38.3929131445799,31.679161832342,32.556124109374,31.4285142005487
"Eif3i",156.450375446082,156.388012991857,172.156160381243,176.20227371659,149.588025329486,159.039197348121,160.791950915305,126.071612465458,122.703953497271,134.131231330621,144.285451557064
"Tmem234",67.4772319940336,67.5056171187871,72.6338364285974,66.5833476717069,64.317978317564,64.37300845043,80.0332868465653,60.7143742751496,66.9486286723494,65.1122482187481,59.1427494501235
"Khdrbs1",30.4644043179814,29.2524340848077,19.2060625171772,23.0064412686792,30.0475403756296,25.0865400578882,19.5851849987063,33.0357624732432,34.8470780155762,13.0224496437496,19.4285360512483
"Ptp4a2",212.966116166823,210.392506686886,241.996387716433,237.101677074859,202.53666404546,224.832198632017,272.74183553754,192.143137411944,193.665276001717,178.40756011937,229.713867429465
"Pef1",28.6137629341788,22.9840553523489,31.4281023008354,34.1036658806303,31.3468934729542,27.9265257248189,29.9822585165381,24.1071780210153,30.6231897712639,16.9291845368745,29.7142316077915
"Fabp3",60.6440945769163,56.4154085921292,74.0306409753012,91.2137730299399,54.7352492247956,67.2129941173607,93.0900768457028,59.8215158299268,59.7680186570186,55.9965334681233,94.5712563671056
"Zcchc17",46.123677565542,48.0575702821842,50.9833659546886,48.9901867015404,44.0155861718683,49.6997491712879,55.6122537000303,43.3929204378275,36.9590221377323,70.3212280762479,51.7141915481756
"Sdc3",221.222823879173,210.7139620065,255.266030910119,250.364213806215,216.991967253196,277.845264414724,280.479192574066,241.786066966331,214.362328398848,296.911851877491,253.999537493525
"Laptm5",917.348698248001,922.737494949897,920.144995141126,865.312855717264,986.046581732149,938.615262920608,938.638125493554,973.394276981884,952.486799092416,933.709639456847,938.855433300027
"Ythdf2",32.7421167903539,32.1455319613272,26.1900852506962,31.6676897462996,37.3564015480801,21.773223446469,30.2240509239295,32.1429040280204,29.9896065346171,28.6493892162491,27.1428077186557
"Taf12",51.9603157759963,58.3441405098089,85.9034796222835,80.65787644784,56.3594405964513,70.9996416732684,89.9467755496142,48.9286427982088,43.717243328632,55.9965334681233,80.2855680941289
"Trnau1ap",17.936985719933,19.448046836603,26.5392863873721,24.9010893731587,20.952068694358,28.3998566693074,28.0479192574066,18.0357405935003,16.8955529772491,15.6269395724995,20.857104878546
"Atpif1",1074.65321587122,1131.36199737891,1742.51367201299,1763.64672125546,1071.31662874407,1691.21146465725,2033.23235375458,1110.18019079002,1034.85261985651,1751.51947708432,1837.1395119048
"Dnajc8",182.928782937412,187.729906654151,350.597941222653,404.101374283977,163.556071125725,355.944870255319,321.825694238001,172.321679927998,170.856279482431,321.654506200615,366.285047319122
"Ptafr",88.5460723634787,85.8285703367436,91.1414966724227,77.4099082687324,83.4834365031007,69.579648839803,75.6810235135194,78.7501148686499,80.0426822297175,78.1346978624977,69.4284450066667
"Themis2",22.3500536351546,28.7702511053878,10.4760341002785,13.8038647612075,28.2609298668084,9.93994983425757,11.6060355547889,24.642893088149,27.2440791758141,18.2314295012495,11.7142643838409
"Stx12",56.373383691218,60.915783066715,73.3322387019493,73.3499480448478,55.8721831849546,55.8530514496378,66.009327217862,53.0357916462336,53.4321862905502,53.3920435393734,67.1427348829904
"Fam76a",35.1621862922496,27.6451574867414,38.0629238976785,38.7049541343662,32.3214082959475,45.4397706708918,42.5554637008927,33.0357624732432,31.2567730079108,31.2538791449991,36.2856482133608
"Fgr",26.6207645208529,29.0917064250011,31.0789011641595,25.9837454328612,29.8851212384641,24.1398781689112,24.1792407391436,26.0714666005054,31.2567730079108,31.2538791449991,25.714238891358
"Ahdc1",23.3465528418175,23.9484213111888,20.2536659272051,14.3451927910588,21.9265835173514,15.619921168119,18.6180153691406,19.2857424168122,21.7530244582082,22.1381643943743,18.8571085203292
"Wasf2",33.0268308494004,36.0029957966865,43.6501420844937,46.8248745821353,36.0570484507556,43.5464468929379,36.2688611087154,37.6786263884017,34.2134947789294,59.9032683612482,52.5713328445542
"Tmem222",22.065339576108,24.9127872700286,24.0948784306405,26.7957374776381,24.5252897120004,25.0865400578882,34.5763142569753,20.178600862035,19.2186915116208,18.2314295012495,20.2856773476269
"Nudc",27.4749066979926,27.4844298269348,52.7293716380683,47.095538597061,32.158989158782,48.2797563378225,53.6779144408988,28.0357551799956,32.1015506567732,63.8100032543731,50.2856227208779
