"","sgCtu1-g1-R1-input","sgCtu1-g1-R2-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgCtu2-g1-R2-polysome","sgCtu2-g2-R1-input","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R1-polysome","sgScr-g1-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome"
"Pcna",204.784833256482,190.080278909394,158.548305294623,205.565744726867,190.794002583696,215.284613892631,183.705893917809,193.449235211974,192.843441130298,201.220384546555,173.842569494816,182.43542522685,178.606170254837,175.597388669376,182.078019837504,159.482506687704,197.296325270586,188.742853744217,206.859320244994,175.187280064479,190.361551269562,177.780973671198,172.362516342861,192.645792525689
"Cds2",36.2204466984254,25.9672512171304,32.876237218283,30.8831165786842,27.487271558668,19.7829104658094,33.8165078356166,22.1084840242256,26.21424973642,29.1450160156716,27.0160749890592,29.2056711437721,27.386279439075,32.6372109830516,9.84205512635159,28.3291294774211,29.8933826167555,28.3681643904134,27.4592018024328,30.6577740112839,32.3347207137316,30.3635821369125,18.9178371595823,25.4546993127037
"Gpcpd1",27.39751737445,24.9285611684452,23.3315231871686,24.609983523639,31.7316296669918,26.9978542827516,26.5048304657535,25.6257428462614,25.6951556822335,29.3446394130392,27.6033809670822,28.8055934568711,25.6002177365266,33.5565690389122,14.7630826895274,29.3783564951033,29.4334844226516,29.1246487741578,16.4755210814597,28.1550985817913,35.9814937265584,34.3240493721619,29.4277466926835,29.5043105669975
"Shld1",5.57237641514237,2.07738009737043,10.0749759217319,10.6160713239227,7.88237934402981,7.21494381694224,12.7954353972603,11.0542420121128,5.71003459605188,6.78719551049887,12.3334255384835,11.2021752332277,10.1210163144407,5.51614833516365,0,16.7876322829162,6.43857471745503,6.80835945369923,7.32245381398209,6.2566885737314,6.56419142308836,8.80103830055434,2.10198190662025,8.67773840205808
"Trmt6",16.2527645441652,12.4642805842226,21.7407375153162,18.8193991651357,19.6048922146382,18.6192098501735,34.7304675068495,25.6257428462614,21.8019502758344,22.1581971078051,21.730321186852,24.8048165878612,19.0513248271826,24.3629884803061,24.605137815879,18.8860863182807,21.6152151228848,25.7204690473082,25.6285883489373,30.0321051539107,15.8026830555831,19.8023361762473,31.5297285993038,25.4546993127037
"Crls1",9.28729402523728,13.5029706329078,5.83288079679215,7.2382304481291,9.49927767101028,6.28398332443356,9.13959671232881,4.01972436804101,7.00776973151821,8.18455929207217,5.28575380220723,3.60069918210889,9.52566241359129,11.9516547261879,4.9210275631758,3.14768105304678,8.73806568797469,9.83429698867666,9.15306726747761,10.6363705753434,7.77978242736398,10.5612459606652,12.6118914397215,6.36367482817592
"Tmx4",13.4665763365941,17.6577308276487,9.01445214049696,11.0986200204646,13.5415234884615,13.2661870182486,12.7954353972603,12.059173104123,12.7178043275701,12.7758974315273,12.3334255384835,12.0023306070296,10.7163702152902,23.9033094523758,4.9210275631758,8.91842965029922,9.65786207618255,15.8861720586315,9.15306726747761,14.3903837195822,15.0733284530177,16.2819208560255,10.5099095331013,14.4628973367635
"Plcb1",15.3240351416415,8.30952038948172,17.4986423903764,13.9939121997163,14.7541972336968,13.731667264503,19.1931530958905,11.0542420121128,12.1987102733836,15.9698717894091,9.39689564836842,15.2029521022375,13.097785818688,14.2500498658394,9.84205512635159,16.2630187740751,11.4974548525983,12.1037501399097,16.4755210814597,9.3850328605971,8.02290062821911,12.3214536207761,8.40792762648101,8.67773840205808
"Ankef1",6.96547051892796,4.15476019474086,8.48419024987949,10.6160713239227,7.27604247141213,5.12028270879772,7.31167736986305,9.04437982809227,9.08414594826435,6.98681890786649,9.98420162639144,9.60186448562371,4.76283120679565,10.1129386144667,14.7630826895274,5.24613508841131,5.05888013514324,3.78242191872179,14.6449076279642,13.7647148622091,5.83483682052299,5.72067489536032,10.5099095331013,10.4132860824697
"Mkks",11.6091175315466,4.15476019474086,9.54471403111443,8.68587653775493,7.68026705315725,7.91316418632375,10.0535563835617,10.0493109201025,8.04595783989128,9.78154647101308,8.80958967034539,10.8020975463267,12.5024319178386,7.35486444688487,14.7630826895274,8.91842965029922,10.5776584643904,11.3472657561654,7.32245381398209,11.2620394327165,6.80730962394349,8.36098638552662,4.20396381324051,5.78515893470539
"Slx4ip",11.1447528302847,5.19345024342608,8.48419024987949,13.0288148066324,10.105614543628,10.9387857869769,10.9675160547946,8.54191428208715,8.82459892117109,11.7777804446892,8.22228369232236,12.8024859808316,11.3117241161397,12.8710127820485,9.84205512635159,7.86920263261696,11.9573530467022,11.3472657561654,10.9836807209731,14.3903837195822,13.614619247887,11.0012978756929,8.40792762648101,9.25625429552862
"Jag1",34.3629878933779,34.2767716066121,21.2104756246987,20.2670452547615,34.9654263209527,28.859775267769,24.6769111232878,27.1331394842768,34.000660549218,29.9435096051421,18.7937912967368,20.4039620319504,35.7212340509673,30.7984948713304,24.605137815879,17.3122457917573,28.0537898403398,28.7464065822856,38.442882523406,28.7807674391645,33.5503117180072,25.0829591565799,23.1218009728228,19.6695403779983
"Sptlc3",27.39751737445,13.5029706329078,18.0289042809939,12.5462661100904,18.796443051148,20.713870958318,14.6233547397261,20.0986218402051,22.5805913571142,20.3615865314966,20.5557092308059,16.0031074760395,23.8141560339782,17.4678030613516,4.9210275631758,13.6399512298694,24.3746042875083,21.5598049367142,21.9673614419463,14.3903837195822,26.0136474914983,21.5625438363581,12.6118914397215,17.9339926975867
"Tasp1",3.71491761009491,5.19345024342608,9.01445214049696,4.34293826887746,6.87181788966701,9.07686480195959,7.31167736986305,9.04437982809227,5.71003459605188,6.98681890786649,6.46036575825329,8.40163142492074,8.33495461189238,7.35486444688487,14.7630826895274,10.4922701768226,4.13908374693538,4.91714849433833,1.83061345349552,5.00535085898512,7.77978242736398,7.48088255547119,4.20396381324051,9.25625429552862
"Esf1",32.9698937895924,44.6636720934642,47.7235701555721,55.9756487988651,37.9971106840411,40.7295215472546,44.7840238904112,48.7391579624973,46.1993708226016,46.9114983813893,47.5717842198651,50.8098662364255,55.9632666798489,42.7501495975183,59.0523307581095,50.3628968487486,45.9898194103931,34.4200394603683,49.4265632443791,57.5615348783289,44.2475125556327,40.0447242675223,46.2436019456456,56.6945575601128
"Ndufaf5",11.6091175315466,6.23214029211129,13.7868091560542,17.8543017720518,10.7119514162456,11.8697462794856,9.13959671232881,13.5665697421384,10.1223340566374,11.1789102525864,14.0953434725526,10.0019421725247,13.6931397195375,9.65325958653639,9.84205512635159,17.3122457917573,11.0375566584943,12.8602345236541,7.32245381398209,14.3903837195822,12.6421464444665,11.4413497907206,14.7138733463418,13.3058655498224
"Sel1l2",9.28729402523728,9.34821043816694,15.3775948279066,14.4764608962582,13.1372989067163,10.0078252944683,8.22563704109593,10.5517764661077,12.4582573004768,13.3747676236301,8.80958967034539,12.4024082939306,9.52566241359129,7.35486444688487,19.6841102527032,8.39381614145809,11.9573530467022,11.7255079480376,7.32245381398209,10.6363705753434,15.0733284530177,7.92093447049891,4.20396381324051,10.9918019759402
"Macrod2",498.26332445398,437.288510496476,450.722607024848,417.404622508778,554.596126154302,517.14855358857,488.968424109591,442.672146030516,556.468826087965,542.576394045175,439.892177539246,458.889106875433,654.889290934401,423.36438472381,482.260701191228,403.952401807671,623.62195120493,530.295553004795,452.161523013394,443.599219877556,564.034225983889,549.184789954591,441.416200390253,419.42402276614
"Flrt3",203.856103853958,191.11896895808,189.303494950436,204.600647333783,192.613013201549,203.414867613146,171.824418191782,179.38019992383,193.102988157391,204.613982301804,180.890241231092,178.834726044742,179.796878056536,209.153957708289,182.078019837504,171.024003882209,185.798870417988,189.499338127962,194.045026070525,197.711358929912,190.604669470418,183.941700481586,172.362516342861,194.959856099571
"Kif16b",7.89419992145169,8.30952038948172,10.0749759217319,7.2382304481291,8.48871621664748,7.91316418632375,4.5697983561644,6.53205209806664,7.52686378570475,11.378533649954,8.80958967034539,5.60108761661383,8.33495461189238,11.0322966703273,4.9210275631758,7.34458912377583,6.43857471745503,10.2125391805488,10.9836807209731,6.2566885737314,8.02290062821911,10.1211940456375,6.30594571986076,9.25625429552862
"Snrpb2",98.9096813687771,59.2053327750573,139.989139123012,146.69480374875,98.2265733640637,116.370061563585,179.136095561645,135.163231875379,103.29971678312,105.4011538101,142.128046681572,145.228200345059,97.6380397393108,70.7905703012669,88.5784961371643,126.431855630713,92.8994352089941,91.1563682411952,133.634782105173,143.903837195822,89.4674979146858,93.7310579009037,166.056570623,167.769609106456
"Pcsk2",121.199187029347,73.7469934566503,101.280021107936,110.503651508104,119.044139323937,120.326643656746,105.105362191781,93.4585915569535,112.383862731385,126.561233931067,93.9689564836842,123.624005252405,124.428965277536,88.2583733626184,93.4995237003401,89.1842965029922,126.472003378581,98.7212120786388,102.514353395749,101.358354894449,121.802218628417,112.653290247096,138.730805836937,83.8848045532281
"Dstn",219.1801389956,117.371975501429,492.08303449301,524.530433141089,271.032582060102,283.011989722638,436.872722849317,496.93842499907,273.562566556304,313.009487072419,485.702043825042,501.697419373839,262.55107027461,165.94412908284,349.392956985481,434.379985320456,220.291234975783,235.266643344496,432.024775024943,445.476226449676,248.709919474792,225.746632409219,464.538001363076,475.540064432783
"Rrbp1",126.771563444489,133.991016280393,129.91416320128,120.154625438943,119.044139323937,108.689637500388,116.072878246576,89.4388671889125,114.979333002317,94.8211137496166,106.889688000191,104.020198594257,129.191796484332,111.242324759134,137.788771768922,88.6596829941511,138.889254619387,126.332892085308,129.973555198182,128.887784618867,124.476518837824,114.853549822234,117.710986770734,134.794203178635
"Snx5",192.246986322412,189.041588860709,184.000876044261,202.670452547615,196.453146728127,233.903823742805,194.673409972604,217.065115874215,216.721767622878,221.182724283316,213.779376000381,220.442805482444,198.252848982869,211.45235284794,201.762130090208,197.779292833106,178.440499312325,201.981330459744,184.891958803048,202.716709788897,210.297243739683,206.824400063027,182.872425875962,210.001269329805
"Kat14",8.82292932397542,4.15476019474086,6.89340457802709,8.20332784121299,4.85069498094142,6.7494635706879,4.5697983561644,6.53205209806664,7.52686378570475,7.1864423052341,7.04767173627631,6.80132067731679,8.33495461189238,6.89518541895457,14.7630826895274,4.72152157957018,10.1177602702865,4.91714849433833,1.83061345349552,8.13369514585082,8.26601882907423,10.5612459606652,4.20396381324051,6.36367482817592
"Sec23b",79.8707286170406,47.7797422395199,40.830165577545,36.1911522406455,82.057590094259,80.7608227251277,37.4723465205481,43.714502502446,83.574142724032,79.4501121523103,43.4606423737039,38.8075356293958,72.0378220027842,62.5163477985214,83.6574685739885,37.7721726365614,83.7014713269155,97.2082433111501,49.4265632443791,45.0481577308661,70.0180418462758,83.1698119402385,31.5297285993038,45.124239690702
"Smim26",28.7906114782356,18.6964208763339,47.1933082649547,39.0864444198972,33.3485279939723,30.7216962527863,34.7304675068495,43.2120369564409,30.8860962240988,33.1374839630239,49.9210081319572,43.2083901853067,43.4608347620103,29.8791368154698,14.7630826895274,59.2813264990478,28.5136880344437,27.2334378147969,38.442882523406,44.422488873493,34.5227845214277,29.9235302218848,37.8356743191645,37.603533075585
"Dtd1",5.57237641514237,6.23214029211129,9.01445214049696,14.9590095928001,9.9035022527554,8.14590430945092,19.1931530958905,17.0838285641743,8.30550486698455,11.378533649954,16.4445673846447,9.60186448562371,6.54889290934401,8.27422250274548,9.84205512635159,14.6891782475517,5.9786765233511,10.590781372421,12.8142941744687,11.2620394327165,9.23849163249473,6.60077872541576,10.5099095331013,9.83477018899915
"Slc24a3",19.5033174529983,12.4642805842226,21.2104756246987,27.0227270063487,17.9879938876578,18.3864697270464,21.0210724383563,19.0936907481948,19.2064800049018,15.3710015973063,14.6826494505756,18.8036512843464,22.0280943314299,14.7097288937697,9.84205512635159,13.6399512298694,21.1553169287808,17.7773830179924,18.3061345349552,19.3957345785673,14.5870920513075,18.9222323461918,10.5099095331013,10.9918019759402
"Rin2",156.490904325248,119.4493555988,138.398353451159,149.10754723146,175.433468477381,167.107408405307,130.696232986302,135.665697421384,163.514627068758,166.286290007222,145.65188254971,160.831230134197,180.392231957385,131.008522960137,113.183633953043,140.071806860582,163.263858906896,173.234923877458,150.110303186633,153.288870056419,173.829513611414,140.376560893842,151.342697276658,140.579362113341
"Naa20",90.5511167460635,49.8571223368903,135.216782107454,158.275972465756,107.927963325947,109.387857869769,151.717305424658,134.660766329374,95.7728529974156,106.798517591673,140.953434725526,144.027967284356,120.26148797159,94.2342007257124,103.341578826692,163.154801249592,103.477093673384,95.3170323517892,75.0551515933164,119.50275175827,99.1922259488908,96.8114213060978,124.016932490595,124.959432989636
"Crnkl1",38.5422702047347,25.9672512171304,35.5275466713704,33.7784087579358,34.3590894483351,42.1259622860176,31.074628821918,39.1923125883999,47.2375589309746,41.1224198577285,39.3495005275427,29.2056711437721,52.9864971756016,25.2823465361667,39.3682205054064,31.4768105304678,43.6903284398735,40.8501567221954,31.1204287094239,45.0481577308661,35.252139123993,30.3635821369125,35.7336924125443,40.4961125429377
"Ralgapa2",7.89419992145169,18.6964208763339,14.3170710466716,19.3019478616776,13.3394111975889,13.2661870182486,9.13959671232881,15.0739663801538,12.1987102733836,13.5743910209977,13.5080374945296,14.4027967284356,13.097785818688,14.2500498658394,9.84205512635159,11.5414971945049,17.0162331818455,19.2903517854811,3.66122690699104,17.5187280064479,14.3439738504523,10.1211940456375,10.5099095331013,12.1488337628813
"Kiz",16.2527645441652,8.30952038948172,7.95392835926202,10.1335226273807,13.1372989067163,13.731667264503,10.0535563835617,6.53205209806664,10.9009751379172,8.5838060868074,4.69844782418421,11.6022529201286,9.52566241359129,8.27422250274548,9.84205512635159,5.24613508841131,13.7969458231179,17.0208986342481,9.15306726747761,7.50802628847768,12.6421464444665,12.3214536207761,12.6118914397215,8.67773840205808
"Xrn2",42.7215525160915,44.6636720934642,47.7235701555721,47.2897722611101,52.1449710451203,56.7885900430292,56.6654996164386,44.2169680484511,51.3903113644669,58.4896554287109,43.4606423737039,52.4101769840294,42.2701269603114,53.3227672399153,63.9733583212853,46.1659887780195,50.1289031573285,52.9539068621051,64.0714708723433,59.4385414504483,49.3529947735903,49.725866398132,52.5495476655063,52.644946305819
"9030622O22Rik",3.25055290883305,2.07738009737043,11.1354997029668,4.34293826887746,4.64858269006886,6.7494635706879,7.31167736986305,9.04437982809227,4.15275243349228,6.18832531839603,8.80958967034539,7.60147605111877,4.76283120679565,7.35486444688487,0,5.24613508841131,4.59898194103931,4.16066411059397,18.3061345349552,9.3850328605971,4.86236401710249,4.40051915027717,10.5099095331013,12.7273496563518
"Cd93",77.0845404094695,106.985075014577,67.8735219990359,69.0044636054975,93.5779906739949,84.7174048182895,65.8050963287674,70.8476419867228,90.8414594826435,85.2391906759711,81.0482249671776,63.6123522172571,76.2052993087303,86.4196572508972,59.0523307581095,61.3797805344123,71.7441182802132,90.3998838574508,78.7163785003074,78.8342760290157,93.3573891283678,103.852251946541,75.6713486383291,91.9840270618156
"Nxt1",5.57237641514237,8.30952038948172,5.83288079679215,8.20332784121299,5.05280727181398,4.18932221628904,6.39771769863017,5.02465546005126,5.19094054186534,6.78719551049887,6.46036575825329,11.2021752332277,7.14424681019347,4.59679027930304,0,10.4922701768226,6.89847291155897,5.67363287808269,12.8142941744687,6.2566885737314,5.59171861966786,8.36098638552662,6.30594571986076,5.78515893470539
"Gzf1",4.17928231135678,5.19345024342608,4.24209512493974,8.20332784121299,7.68026705315725,10.2405654175954,11.8814757260275,5.02465546005126,7.00776973151821,9.58192307364547,11.1588135824375,11.6022529201286,5.95353900849456,8.27422250274548,9.84205512635159,12.5907242121871,7.81826929976683,10.2125391805488,5.49184036048657,12.5133771474628,10.6972008376255,11.0012978756929,8.40792762648101,13.8843814432929
"Cst3",1071.75373051238,871.460950846895,1652.29605116403,1696.15866834492,1162.95412168071,1132.97891938306,1470.56111101371,1706.87545977941,1068.03601648879,1114.69705090076,1718.45729169537,1652.72092458798,1061.51600521458,1083.0037898038,1230.25689079395,1805.19508392233,967.625800394671,980.025519140817,1307.0580057958,1417.76563080754,997.513978108576,973.39483604131,1492.40715370038,1485.62881443234
"Zfp120",8.35856462271355,10.3869004868522,11.1354997029668,11.5811687170066,9.09505308926516,10.2405654175954,6.39771769863017,6.53205209806664,9.08414594826435,11.5781570473216,6.46036575825329,8.80170911182173,8.93030851274184,8.73390153067578,9.84205512635159,13.1153377210283,4.59898194103931,6.43011726182705,5.49184036048657,10.0107017179702,8.26601882907423,9.68114213060977,2.10198190662025,5.20664304123485
"Cst7",15.7883998429034,13.5029706329078,16.4381186091415,15.924106985884,20.2112290872559,18.8519499733007,19.1931530958905,18.5912252021897,18.6873859507152,18.5649759551881,23.492239120921,14.4027967284356,18.4559709263331,15.1694079217,9.84205512635159,14.6891782475517,20.6954187346769,13.9949610992706,21.9673614419463,11.2620394327165,18.7201014658446,19.8023361762473,14.7138733463418,10.4132860824697
"Apmap",19.9676821542602,9.34821043816694,16.968380499759,8.20332784121299,15.5626463971871,12.1024864026128,10.9675160547946,6.53205209806664,11.1605221650105,14.7721314052034,12.3334255384835,11.6022529201286,9.52566241359129,10.572617642397,14.7630826895274,8.39381614145809,13.7969458231179,13.2384767155263,7.32245381398209,12.5133771474628,13.1283828461767,9.24109021558206,18.9178371595823,15.041413230234
"Acss1",12.5378469340703,19.7351109250191,16.968380499759,14.4764608962582,13.3394111975889,15.3608481263932,13.7093950684932,15.0739663801538,19.2064800049018,11.5781570473216,15.2699554285987,16.0031074760395,14.2884936203869,19.7661982010031,14.7630826895274,15.7384052652339,17.9360295700533,16.2644142505037,12.8142941744687,13.7647148622091,9.23849163249473,16.7219727710532,16.815855252962,13.8843814432929
"Abhd12",53.8663053463762,30.1220114118712,44.5419988118673,46.3246748680263,54.7724308264635,59.1159912743009,49.3538222465756,49.2416235085024,54.2453286624928,60.6855127997546,56.3813738902105,58.8114199744452,51.7957893739027,39.0727173740759,49.210275631758,53.5105779017953,45.5299212162892,58.6275397401878,58.5796305118567,50.6791774472244,51.5410585812864,52.3661778882983,37.8356743191645,50.3308827319369
"Gins1",8.35856462271355,7.27083034079651,5.83288079679215,6.75568175158716,12.9351866158438,11.6370061563585,4.5697983561644,12.059173104123,10.1223340566374,11.1789102525864,8.80958967034539,9.20178679872272,7.73960071104293,8.27422250274548,19.6841102527032,4.72152157957018,11.4974548525983,6.43011726182705,9.15306726747761,6.2566885737314,10.9403190384806,7.48088255547119,2.10198190662025,9.83477018899915
"Nsfl1c",32.0411643870686,19.7351109250191,45.0722607024848,38.1213470268133,33.1464157030997,26.7651141596244,41.1281852054796,35.675053766364,28.0310789260729,29.1450160156716,41.6987244396348,32.006214952079,23.8141560339782,24.8226675082364,19.6841102527032,38.8213996542437,32.6527717813791,28.3681643904134,36.6122690699104,36.9144625850153,26.2567656923534,31.6837378819956,39.9376562257848,36.4465012886439
"Fkbp1a",323.197832078257,257.595132073933,315.505824917394,328.615662345061,281.542421185475,286.037611323291,353.702392767125,337.15438136944,276.936677908516,277.875769135719,370.590072132529,337.265490057533,280.411687300094,290.517145651952,329.708846732778,422.31387461711,264.901359803864,270.064924996736,355.139009978131,329.101818978272,279.099694581683,267.111512421824,334.21512315262,334.382186425971
"Psmf1",21.3607762580458,10.3869004868522,20.1499518434638,20.2670452547615,23.0408011594717,21.6448314508267,13.7093950684932,18.0887596561845,24.3974205467671,22.1581971078051,19.3810972747599,26.4051273354652,25.0048638356771,14.7097288937697,9.84205512635159,20.9845403536452,14.2568440172219,17.7773830179924,25.6285883489373,11.2620394327165,20.1788106709753,19.8023361762473,12.6118914397215,17.3554768041162
"Srxn1",115.626810614204,85.1725839921876,102.870806779789,99.8875801841816,112.374433725143,109.387857869769,120.64267660274,105.517764661077,113.681597866851,108.595128167982,128.620009187043,106.820742402564,93.4705624333646,96.0729168374336,73.8154134476369,110.693450365479,120.953225049334,119.146290439736,100.683739942254,105.112368038688,106.485771974545,112.653290247096,81.9772943581899,106.446924398579
"Csnk2a1",47.3651995287101,60.2440228237425,59.3893317491564,50.1850644403618,54.7724308264635,49.1081659798327,53.92362060274,45.7243646864665,52.42849947284,58.6892788260785,61.0798217143947,48.0093224281185,41.6747730594619,58.3792365471487,34.4471929422306,52.9859643929542,41.8507356634577,46.1455474084059,54.9184036048657,66.946567738926,50.5685857778659,60.2871123587972,46.2436019456456,76.3640979381111
"Tbc1d20",51.5444818400669,54.0118825316312,30.7551896558131,29.9180191856003,42.64569337411,35.841978961584,31.9885884931508,27.1331394842768,41.2679773078295,39.7250560761552,30.5399108571974,28.4055157699701,46.4376042662576,43.6695076533789,19.6841102527032,36.7229456188792,32.6527717813791,38.5807035709623,40.2734959769015,35.0374560128959,40.6007395428058,44.4452434177994,23.1218009728228,28.9257946735269
"Rbck1",11.1447528302847,14.541660681593,10.6052378123494,15.924106985884,6.87181788966701,10.0078252944683,10.9675160547946,10.5517764661077,10.3818810837307,7.98493589470456,12.9207315165066,15.2029521022375,11.9070780169891,12.8710127820485,9.84205512635159,12.5907242121871,8.73806568797469,11.3472657561654,18.3061345349552,16.2673902917016,11.1834372393357,10.1211940456375,16.815855252962,10.9918019759402
"Gm14164",264.223515018001,73.7469934566503,86.4326881706473,102.782872363433,308.221243580653,318.621228561094,93.2238864657538,91.9511949189381,279.272601152356,319.796682582918,66.3655755166019,102.019810159752,276.839563894997,112.621361842925,59.0523307581095,70.8228236935526,271.799832715423,257.582932664954,58.5796305118567,78.8342760290157,262.567656923534,254.790058801048,84.0792762648101,76.3640979381111
"H13",32.9698937895924,31.1607014605565,26.5130945308734,34.2609574544778,29.3062821765211,28.859775267769,29.2467094794522,23.1134151162358,28.2906259531661,22.9566906972756,24.0795450989441,21.6041950926533,22.0280943314299,33.0968900109819,24.605137815879,28.3291294774211,40.9309392752499,31.3941019253909,38.442882523406,28.1550985817913,33.7934299188623,34.3240493721619,37.8356743191645,23.7191516322921
"Bcl2l1",18.1102233492127,25.9672512171304,28.1038802027258,20.2670452547615,21.8281274142364,21.4120913276995,21.9350321095891,29.6454672143025,25.1760616280469,22.1581971078051,32.8891347692895,24.8048165878612,15.4792014220859,22.5242723685849,24.605137815879,28.3291294774211,19.775622346469,19.6685939773533,18.3061345349552,25.0267542949256,18.4769832649895,18.4821804311641,33.631710505924,26.6117310996448
"Tpx2",22.7538703618313,13.5029706329078,21.2104756246987,16.8892043789679,25.2640363590699,25.6014135439886,23.7629514520549,16.5813630181692,20.2446681132748,21.3597035183347,21.1430152088289,18.4035735974454,19.646678728032,18.8468401451425,34.4471929422306,17.8368593005984,21.6152151228848,23.8292580879473,29.2898152559284,15.6417214343285,18.2338650641343,20.242388091275,21.0198190662025,13.8843814432929
"Pdrg1",28.3262467769737,12.4642805842226,33.4064991089005,30.8831165786842,24.2534749047071,26.7651141596244,33.8165078356166,27.635605030282,22.5805913571142,23.3559374920108,39.9368065055658,24.4047389009603,20.2420326288815,25.742025564097,34.4471929422306,31.4768105304678,22.9949097051966,21.181562744842,27.4592018024328,27.5294297244182,25.2842928889329,20.6824400063027,23.1218009728228,27.7687628865859
"Hck",46.9008348274483,37.3928417526677,37.6485942338402,36.1911522406455,36.5823246479332,38.8676005622372,35.6444271780824,38.6898470423947,38.9320540639901,29.9435096051421,35.8256646594046,36.8071471948909,41.6747730594619,28.0404207037486,44.2892480685822,30.4275835127856,43.2304302457695,35.1765238441127,23.7979748954418,35.0374560128959,34.2796663205726,35.2041532022174,54.6515295721266,39.3390807559966
"Tm9sf4",37.1491761009491,43.624982044779,23.3315231871686,29.4354704890584,39.2097844292765,42.5914425322719,18.2791934246576,26.6306739382717,38.1534129827103,43.9171474208751,24.0795450989441,22.8044281533563,43.4608347620103,36.314643206494,24.605137815879,19.935313335963,35.8720591401066,38.9589457628345,29.2898152559284,32.5347805834033,38.4126757351097,39.6046723524945,27.3257647860633,24.2976675257626
"Plagl2",19.5033174529983,35.3154616552973,23.8617850777861,23.6448861305551,27.2851592677955,28.3942950215146,21.0210724383563,26.6306739382717,24.3974205467671,23.3559374920108,27.0160749890592,27.2052827092672,19.646678728032,29.8791368154698,24.605137815879,22.0337673713275,27.5938916462359,24.2075002798195,32.9510421629194,23.7754165801793,18.2338650641343,20.242388091275,31.5297285993038,22.562119845351
"Pofut1",8.82292932397542,14.541660681593,5.30261890617468,5.79058435850328,6.26548101704933,4.88754258567055,7.31167736986305,4.52218991404614,6.22912865023841,6.98681890786649,5.87305978023026,6.00116530351482,4.16747730594619,3.67743222344244,14.7630826895274,7.34458912377583,5.9786765233511,7.94308602931577,5.49184036048657,5.63101971635826,5.59171861966786,7.92093447049891,6.30594571986076,6.94219072164646
"Kif3b",15.7883998429034,17.6577308276487,13.7868091560542,19.3019478616776,15.3605341063145,14.1971475107573,16.4512740821919,14.5715008341487,18.6873859507152,15.5706249946739,16.4445673846447,22.8044281533563,16.6699092237848,21.145235284794,14.7630826895274,16.2630187740751,12.4172512408061,12.1037501399097,25.6285883489373,10.6363705753434,16.0458012564382,18.0421285161364,18.9178371595823,16.1984450171751
"Asxl1",13.9309410378559,5.19345024342608,6.89340457802709,8.20332784121299,7.88237934402981,9.54234504821393,4.5697983561644,7.5369831900769,9.86278702954415,10.5800400604835,11.7461195604605,7.20139836421778,10.1210163144407,7.35486444688487,4.9210275631758,11.0168836856637,14.2568440172219,9.45605479680448,9.15306726747761,4.37968200161198,8.99537343163961,7.92093447049891,4.20396381324051,5.20664304123485
"Nol4l",12.5378469340703,10.3869004868522,8.48419024987949,6.75568175158716,9.09505308926516,10.4733055407226,10.9675160547946,4.52218991404614,8.30550486698455,7.58568909996933,7.63497771429934,8.40163142492074,6.54889290934401,16.548445005491,4.9210275631758,7.34458912377583,6.89847291155897,5.29539068621051,9.15306726747761,8.75936400322396,10.9403190384806,10.5612459606652,10.5099095331013,8.67773840205808
"Commd7",28.3262467769737,15.5803507302782,20.1499518434638,26.0576296132648,23.4450257412169,26.2996339133701,41.1281852054796,23.1134151162358,26.9928908176998,22.5574439025404,31.7145228132434,32.006214952079,30.3630489433222,23.4436304244455,24.605137815879,37.2475591277203,22.9949097051966,27.2334378147969,20.1367479884507,19.3957345785673,29.6604205043252,17.162024686081,21.0198190662025,28.9257946735269
"Mapre1",113.769351809157,105.946384965892,145.291758029186,164.549105520802,135.011010302869,132.661870182486,153.545224767124,168.325957911717,127.697137329887,128.357844507376,134.493068967273,194.837833520781,131.57321208773,109.403608647412,118.104661516219,142.694874404788,130.151188931412,116.498595096631,144.618462826146,163.29957177439,120.829745824997,112.653290247096,136.628823930316,148.100068728458
"Efcab8",17.6458586479508,3.11607014605565,23.3315231871686,22.1972400409293,15.9668709789322,17.6882493576648,20.1071127671234,22.1084840242256,16.6110097339691,16.3691185841443,22.317627164875,21.2041174057524,11.9070780169891,6.89518541895457,34.4471929422306,20.4599268448041,21.1553169287808,16.6426564423759,23.7979748954418,12.5133771474628,17.504510461569,16.2819208560255,18.9178371595823,21.9836039518805
"E2f1",10.6803881290229,10.3869004868522,13.7868091560542,24.127434827097,14.3499726519517,18.8519499733007,12.7954353972603,14.5715008341487,19.466027031995,14.7721314052034,20.5557092308059,13.6026413546336,14.8838475212364,13.3306918099788,9.84205512635159,16.2630187740751,15.1766404054297,17.0208986342481,10.9836807209731,9.3850328605971,19.9356924701202,15.8418689409978,12.6118914397215,12.1488337628813
