"","sgCtu1-g1-R1-input","sgCtu1-g1-R2-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu1-g2-R1-input","sgCtu1-g2-R2-input","sgCtu1-g2-R1-polysome","sgCtu1-g2-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgCtu2-g1-R2-polysome","sgCtu2-g2-R1-input","sgCtu2-g2-R2-input","sgCtu2-g2-R1-polysome","sgCtu2-g2-R2-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R1-polysome","sgScr-g1-R2-polysome","sgScr-g2-R1-input","sgScr-g2-R2-input","sgScr-g2-R1-polysome","sgScr-g2-R2-polysome"
"Phf3",19.5033174529983,20.7738009737043,16.4381186091415,19.7844965582196,17.9879938876578,17.2227691114105,16.4512740821919,20.6010873862102,17.6491978423422,14.971754802571,18.2064853187138,15.2029521022375,16.6699092237848,17.9274820892819,34.4471929422306,17.8368593005984,16.5563349877415,17.3991408261202,31.1204287094239,22.5240788654331,22.1237562778163,21.5625438363581,21.0198190662025,18.5125085910572
"4931428L18Rik",46.4364701261864,25.9672512171304,48.2538320461896,42.4642852956907,46.4858269006886,45.384324009798,47.5259029041098,43.714502502446,49.573482174814,46.9114983813893,45.809866285796,52.4101769840294,47.6283120679565,36.7743222344244,54.1313031949337,46.6906022868606,49.2091067691206,40.8501567221954,29.2898152559284,40.6684757292541,44.976867158198,50.6059702281875,56.7535114787468,38.1820489690555
"Khdrbs2",59.4386817615186,36.3541517039825,71.0550933427407,59.3534896746587,55.7829922808263,49.573646226087,71.2888543561647,65.3205209806664,56.8407989334255,68.271201899724,66.952881494625,65.612740651762,61.9168056883434,58.838915575079,49.210275631758,43.5429212338139,43.6903284398735,50.3062115189998,56.7490170583612,56.3101971635826,45.7062217607634,59.8470604437695,44.1416200390253,59.5871370274655
"Zfp451",10.6803881290229,20.7738009737043,13.7868091560542,13.9939121997163,13.9457480702066,15.5935882495203,15.537314410959,15.5764319261589,12.9773513546634,12.7758974315273,19.3810972747599,10.0019421725247,12.5024319178386,19.7661982010031,9.84205512635159,10.4922701768226,9.65786207618255,16.6426564423759,12.8142941744687,15.0160525769554,12.6421464444665,15.4018170259701,0,13.8843814432929
"Dst",26.4687879719263,32.1993915092417,20.1499518434638,17.3717530755099,16.3710955606773,20.2483907120637,15.537314410959,22.6109495702307,19.7255740590883,20.5612099288642,19.3810972747599,19.2037289712474,14.2884936203869,16.548445005491,29.5261653790548,15.2137917563928,19.775622346469,25.342226855436,27.4592018024328,23.1497477228062,16.2889194572933,18.4821804311641,21.0198190662025,16.7769609106456
"Ccdc115",19.5033174529983,15.5803507302782,22.2709994059337,23.1623374340131,17.5837693059126,21.8775715739539,21.0210724383563,19.5961562941999,21.0233091945546,23.7551842867461,23.492239120921,24.0046612140593,18.4559709263331,12.4113337541182,14.7630826895274,29.9029700039445,16.0964367936376,18.5338674017368,20.1367479884507,23.1497477228062,13.3715010470318,19.8023361762473,4.20396381324051,26.0332152061742
"Imp4",30.1837055820212,28.0446313145008,36.0578085619878,39.5689931164391,42.0393565014923,36.3074592078384,29.2467094794522,34.1676571283486,42.3061654162026,43.9171474208751,46.9844782418421,45.6088563067126,35.7212340509673,32.1775319551213,44.2892480685822,47.2152157957018,32.6527717813791,30.2593753497743,45.765336337388,33.1604494407764,34.5227845214277,37.404412777356,35.7336924125443,35.8679853951734
"Ptpn18",16.7171292454271,16.6190407789634,26.5130945308734,33.2958600613939,18.9985553420206,24.4377129283527,21.0210724383563,31.1528638523178,20.2446681132748,17.1676121736148,19.9684032527829,28.4055157699701,19.0513248271826,21.6049143127243,14.7630826895274,32.5260375481501,23.4548078993005,19.6685939773533,21.9673614419463,40.042806871881,22.6099926795266,25.0829591565799,33.631710505924,34.1324377147618
"Arhgef4",10.6803881290229,12.4642805842226,10.0749759217319,12.0637174135485,8.8929407983926,8.84412467883242,4.5697983561644,8.03944873608202,14.534633517223,10.5800400604835,8.80958967034539,8.80170911182173,8.93030851274184,11.9516547261879,0,8.39381614145809,11.4974548525983,7.56484383744359,1.83061345349552,6.88235743110454,10.6972008376255,11.0012978756929,4.20396381324051,4.04961125429377
"Fam168b",30.1837055820212,35.3154616552973,16.968380499759,20.7495939513034,27.0830469769229,27.2305944058788,25.5908707945207,24.6208117542512,25.6951556822335,21.1600801209671,19.9684032527829,20.4039620319504,21.4327404305804,26.6613836199577,19.6841102527032,25.1814484243743,26.674095258028,23.8292580879473,21.9673614419463,25.6524231522988,22.1237562778163,29.9235302218848,25.223782879443,31.8183741408796
"Plekhb2",115.162445912942,94.5207944303546,100.219497326701,97.9573853980139,109.949086234672,107.991417131006,106.933281534247,118.58186885721,97.3301351599752,109.393621757452,111.588135824375,113.22198539298,80.3727766146765,76.7663976643608,118.104661516219,105.971928785908,93.359333403098,99.099454270511,98.8531264887582,100.732686037076,103.082117162573,98.1315770511809,77.7733305449493,111.653567439814
