"","sgCtu1-g1-R1-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R1-polysome","sgScr-g1-R2-polysome"
"Snrpb",43.7683199861003,47.8113534294546,45.2323434159167,53.8893464334946,39.758454789767,46.5627885462106,49.2191445678206,38.9664361220014,49.9031390271193,49.0005876206999
"Nop56",29.1110221302899,33.9863837631063,34.8935220637072,31.2402008310114,29.9199219095874,35.5845701084862,26.9312300465433,26.3487329967819,24.9515695135596,32.2455479826541
"Idh3b",67.1792818391306,79.4935755815029,89.947745764223,65.6044217451238,69.9479255453867,79.1188846029107,62.7776259015976,54.9241194862496,44.704895378461,70.1814867857766
"Vps16",15.2680185998024,15.5530908746419,14.9912909607038,16.0106029258933,15.229509800826,13.249573976564,17.0874011329792,15.0299110756291,10.3964872973165,10.1162503474993
"Ptpra",30.5360371996048,36.8665857769289,30.4995229890181,30.4591958102361,30.3242451786359,33.6917738261199,33.2461391609052,30.8020399821535,35.3480568108761,45.523126563747
"Mrps26",13.2322827864954,13.2489292635838,13.6989382916776,13.2770853531798,13.2078934555836,18.1708443107163,13.9299465757983,13.3599209561148,7.27754110812156,14.2259770511709
"Ddrgk1",62.2935158871939,112.903918941845,95.6340975079383,65.9949242555115,60.5137159342556,102.589558504253,71.3213264680872,61.604079964307,100.84592678397,109.698089705696
"Itpa",17.1001808317787,30.242121145137,32.0503461918496,22.2586430920956,24.528944988941,27.2562664660745,20.6163209321815,19.8543269764483,20.792974594633,23.7099617519515
"4930402H24Rik",71.8614742097367,44.3551110128675,49.1094014229953,78.8815070983037,79.9212328485825,45.8056700332641,89.151658085109,91.1072387423937,54.0617339460459,51.2135173842154
"Atrn",11.6036941358498,6.33644443040965,6.46176334513096,9.95781401488487,10.7819538412928,7.57118512946514,11.8868877446812,11.3188219211528,6.23789237838991,6.63878929054643
"1700037H04Rik",33.3860673382346,47.8113534294546,63.3252807822834,31.0449495758175,34.7718011381691,53.3768551627292,32.1317434348414,31.1731488976011,33.2687593514128,48.3683219739812
"Ap5s1",16.6930336691173,24.7697373188741,23.2623480424715,18.7441204986068,23.8550728738602,24.6063516707617,14.8586096808515,16.8854556528673,25.9912182432913,22.7615632818735
"Pank2",23.6145354343611,16.1291312774064,21.4530543058348,25.7731656855844,21.5639076825855,24.2277924142885,22.4736471422879,29.6887132358106,18.7136771351697,19.6002350482799
"Rnf24",126.622767587695,245.393211577683,265.707708751785,139.409396208388,136.256941669337,202.150642956719,137.627872168887,123.579268844062,178.819581513844,235.835086226078
"Smox",46.2112029620687,50.9795756446594,40.062932739812,48.8128137984552,40.0280036357993,45.0485515203176,48.476214083778,45.2752876846111,40.5463004595344,41.7295326834347
"Slc23a2",48.8576595193677,39.7467877907514,31.0164640566286,42.564773632253,40.9714245969125,31.4204182872803,47.7332835997354,48.429713465916,45.7445441081927,37.9359388031225
"Tmem230",23.003814690369,22.465575707816,21.1945837720296,20.8918843057388,21.968230951634,26.8777072096013,18.2017968590431,24.3076339618199,22.8722720540963,22.4454304585141
"Pcna",192.17346077618,165.323595593415,182.221726332693,197.789521511341,189.088515491672,163.159039539974,187.218481978729,199.656596510826,174.660986594917,186.518365782019
"Cds2",26.2609919916602,27.9379595340789,27.3978765833553,28.7019345134917,24.528944988941,28.7705034919675,23.959508110373,25.6065151658866,34.3084080811445,34.4584777461696
"Gpcpd1",29.1110221302899,25.6337979230208,24.8131712453029,24.6016581544214,27.898305564345,19.3065220801361,30.6458824667562,28.3898320317439,30.1498131622179,22.1292976351548
"Trmt6",25.4466976663374,33.4103433603418,32.0503461918496,24.7969094096153,22.2377797976663,29.9061812613873,23.959508110373,20.7820992650674,34.3084080811445,32.8778136293728
"Crls1",9.77153190387355,5.18436362488062,7.49564548035192,10.5435677804663,11.0515026873251,6.05694810357211,9.28663105053219,10.2054951748099,5.19824364865826,6.32265646718708
"Tmx4",13.4358563678261,11.232787853908,8.52952761557287,11.3245728012416,10.2428561492281,9.08542215535817,9.28663105053219,11.3188219211528,6.23789237838991,10.4323831708587
"Plcb1",11.1965469731884,8.06456563870319,10.3388213522095,10.1530652700787,9.02988634208268,4.92127033415234,13.558481333777,9.83438625936226,0,8.85171905406191
"Mkks",7.12507534657446,6.6244646317919,10.5972918860148,9.76256275969105,10.7819538412928,10.9782184377245,8.72943318750026,6.8655149357812,7.27754110812156,9.80011752413997
"Slx4ip",11.4001205545191,12.384868659437,11.889644555041,12.1055778220169,8.76033749605036,11.3567776941977,13.0012834707451,11.6899308366004,12.4757847567798,9.48398470078062
"Jag1",22.5966675277076,14.1129898677306,12.6650561564567,20.5013817953512,25.4723659500541,14.0066924895105,22.2879145212772,21.5243170959627,24.9515695135596,15.4905083446083
"Sptlc3",17.5073279944401,8.92862624284996,15.7667025621196,18.3536179882192,17.6554494151169,15.8994887718768,25.6311016994688,24.1220795040961,14.5550822162431,18.9679694015612
"Esf1",43.5647464047696,56.1639392695401,62.2913986470625,43.7362811634159,44.0712363262841,54.512532932149,49.4048771888312,41.7497529878586,81.0926009190688,60.3813692616366
"Ndufaf5",14.0465771118182,17.5692322843177,14.4743498930934,16.7916079466686,14.8251865317775,16.6566072848233,12.2583529867025,10.7621585479813,11.4361360270482,12.0130472876555
"Macrod2",405.111426848091,326.038867964715,361.341806259724,458.645198450285,426.02195115408,343.731804877717,473.432450956131,469.452778041255,311.894618919495,373.985130034116
"Flrt3",209.070068026628,192.109474321965,190.492783414461,203.061305401574,186.662575877381,195.336576340201,210.992257468091,186.667784470159,210.009043405794,214.338054237642
"Snrpb2",122.144148798419,197.005817745464,184.03102006933,124.570300813658,121.836078406608,179.058528311851,116.268620752663,108.363803310709,218.326233243647,187.782897075456
"Pcsk2",82.6508740202638,76.9013937690625,77.2826896077663,94.1111050034217,93.5334495732146,71.9262587299189,98.4382891356412,92.5916744041843,47.823841567656,79.3493386631979
"Dstn",127.437061913018,250.001534799799,267.000061420811,126.327562110402,138.413332437596,237.735213065205,150.443423018621,131.001447153014,244.317451486938,250.693328923968
"Rrbp1",125.401326099711,137.961676462101,138.023265051997,132.380351021411,104.180628991491,127.574469431488,148.586096808515,124.692595590404,164.264499297601,166.28586508702
"Snx5",208.866494445297,208.526625800754,242.703831243119,236.644521294911,265.101290072786,226.756994627481,202.634289522612,211.717636262874,197.533258649014,213.705788590923
"Sec23b",76.5436665803428,33.1223231589595,37.9951684693701,79.4672608638851,74.7998047739685,37.0988071343792,95.6522998204815,86.6539317570221,34.3084080811445,45.523126563747
"Smim26",36.6432446395258,54.7238382626288,48.5924603553848,39.8312560595395,35.8499965222984,59.0552440098281,34.917732750001,35.8120103406965,57.1806801352408,47.7360563272625
"Dtd1",8.75366399722005,11.232787853908,11.1142329536253,7.81005020775284,7.54736768890493,10.9782184377245,6.68637435638317,7.23662385122883,8.31718983785321,10.4323831708587
"Slc24a3",13.6394299491568,9.79268684699673,13.4404677578724,13.8628391187613,8.76033749605036,8.70686289888491,15.0443423018621,11.3188219211528,4.1585949189266,12.9614457577335
"Rin2",133.9514165156,111.751838136316,119.154916084215,144.485928843428,131.94416013282,121.896080584389,153.04367971277,142.320269074167,116.440657729945,112.54328511593
"Naa20",81.4294325322796,122.408585587459,123.031974091294,87.4725623268318,89.7597657287621,109.025065864298,81.5366206236726,78.3039811594504,91.4890882163853,112.859417939289
"Crnkl1",39.0861276154942,55.011858464011,49.6263424906058,42.9552761426406,46.3624015175588,31.7989775437536,44.7615616635651,35.0697925098013,60.2996263244358,48.0521891506218
"Ralgapa2",12.825135623834,10.3687272497612,15.2497614945091,11.5198240564354,10.7819538412928,14.763811002457,15.7872727859047,13.1743664983909,12.4757847567798,16.4389068146864
"Xrn2",65.5506931884851,72.0050503455642,65.9099861203358,55.646607730239,65.2308207398211,64.3550736004537,64.634952111704,57.7074363521068,74.8547085406789,69.5492211390579
"Cd93",78.3758288123191,71.4290099427997,81.9351592162606,79.662512119079,66.4437905469666,58.2981254968816,80.6079575186194,80.9017435675838,88.3701420271904,75.5557447828856
"Nxt1",8.14294325322796,9.21664644423221,10.3388213522095,6.24804016620227,5.39097692064638,9.84254066830468,7.42930484042575,6.12329710488593,12.4757847567798,8.53558623070256
"Gzf1",9.56795832254285,9.79268684699673,9.30493921698859,11.9103265668231,9.56898403414732,10.5996591812512,10.5867593976067,10.3910496325337,9.35683856758486,10.1162503474993
"Cst3",1232.43446137605,2120.98076297894,2173.47871876825,1465.36067022963,1387.90700822041,2380.00204544737,1101.76590783514,1128.72776633397,1954.5396118955,1756.43396658457
"Cst7",18.1180487384322,23.0416161105805,15.7667025621196,18.9393717538006,17.2511261460684,18.5494035671896,16.9016685119686,13.3599209561148,7.27754110812156,8.85171905406191
"Apmap",12.4179884611726,12.9609090622016,11.3727034874305,12.8865828427922,13.2078934555836,13.6281332330373,14.6728770598409,13.5454754138386,15.5947309459748,10.4323831708587
"Acss1",12.825135623834,13.2489292635838,11.889644555041,14.6438441395366,10.3776305722443,12.8710147200907,13.7442139547876,13.7310298715624,17.6740284054381,9.80011752413997
"Abhd12",44.5826143114231,42.9150100059562,39.2875211383963,56.0371102406266,51.7533784382052,43.1557552379513,51.076470777927,50.470812500878,46.7841928379243,46.1553922104657
"Gins1",6.51435460258237,9.50466664561447,8.27105708176763,7.4195476973652,11.3210515333574,6.05694810357211,8.17223532446832,12.2465942097719,4.1585949189266,5.69039082046837
"Nsfl1c",38.6789804528328,55.2998786653933,65.3930450527254,56.8181152614019,45.9580782485103,55.6482107015688,43.27570069548,40.6364262415157,54.0617339460459,51.8457830309341
"Fkbp1a",339.357160078275,410.428786969716,406.05720860803,328.022108725619,304.994519285569,472.820511335098,305.344428941498,327.503617882536,378.432137622321,373.985130034116
"Psmf1",19.5430638077471,15.8411110760241,21.4530543058348,17.1821104570562,21.8334565286178,14.3852517459838,15.2300749228728,17.0710101105911,13.5154334865115,15.8066411679677
"Srxn1",114.611926289183,106.567474511435,94.6002153727173,110.512210439703,105.393598798637,114.324895454924,113.482631437503,117.641526196899,126.837145027261,110.330355352415
"Csnk2a1",49.8755274260212,94.4706260533802,95.1171564403278,57.5991202821772,51.8881528612214,60.1909217792479,62.9633585226082,68.0984859846405,86.290844567727,101.794769121712
"Tbc1d20",35.4218031515416,22.7535959091983,27.3978765833553,29.0924370238793,31.5372149857813,23.0921146448687,29.3457541196817,30.6164855244297,19.7533258649014,22.4454304585141
"Rbck1",11.6036941358498,13.2489292635838,11.889644555041,9.17680899410959,9.56898403414732,14.0066924895105,11.7011551236706,14.8443566179053,13.5154334865115,12.0130472876555
"Gm14164",185.048385429605,46.6592726239256,69.2701030598039,213.995375692428,222.916895668728,55.2696514450955,201.89135903857,186.482230012435,44.704895378461,60.0652364382773
"H13",41.3254370101319,41.7629292004272,41.6137559426434,52.1320851367502,39.0845826746862,38.6130441602722,44.2043638005332,41.9353074455825,24.9515695135596,37.9359388031225
"Bcl2l1",21.9859467837155,30.242121145137,24.2962301776924,21.4776380713203,19.9466146063916,28.7705034919675,16.5302032699473,22.8231983000294,15.5947309459748,23.0776961052328
"Tpx2",22.1895203650462,18.1452726870822,20.9361132382243,23.6254018784523,19.1379680682946,21.1993183625024,25.8168343204795,27.276505285401,19.7533258649014,18.6518365782019
"Pdrg1",23.003814690369,39.4587675893692,33.0842283270705,29.6781907894608,27.2244334492642,31.4204182872803,26.9312300465433,24.1220795040961,23.911920783828,35.4068762162476
"Hck",43.971893567431,33.1223231589595,38.7705800707858,37.8787435076013,32.0763126778459,30.2847405178606,34.1748022659584,37.4820004602109,39.5066517298027,35.723009039607
"Tm9sf4",34.4039352448881,25.6337979230208,31.2749345904339,41.9790198666715,37.4672895984923,26.1205886966547,34.3605348869691,37.4820004602109,23.911920783828,31.297149512576
"Plagl2",18.932343063755,22.7535959091983,19.3852900353929,16.401105436281,15.229509800826,19.6850813366094,15.2300749228728,18.5554457723816,17.6740284054381,18.0195709314832
"Kif3b",17.1001808317787,19.8733938953757,17.0590552311457,16.5963566914748,14.9599609547937,15.5209295154035,15.6015401648941,14.6588021601815,13.5154334865115,15.174375521249
"Commd7",28.2967278049671,36.0025251727821,32.8257577932653,25.7731656855844,26.8201101802157,36.3416886214327,20.9877861742027,28.0187231162962,30.1498131622179,30.6648838658573
"Mapre1",113.59405838253,165.611615794798,174.984551386147,134.332863573349,124.801115712964,141.959721177471,123.697925593089,103.168278494442,134.114686135383,154.272817799365
"Efcab8",26.2609919916602,31.6822221520482,33.8596399284863,30.6544470654299,29.5155986405389,34.4488923390664,25.8168343204795,26.9053963699533,31.1894618919495,29.0842197490606
"E2f1",15.8787393437945,12.6728888608193,13.6989382916776,12.4960803324045,17.9249982611492,15.1423702589303,15.6015401648941,14.8443566179053,13.5154334865115,15.4905083446083
"Pxmp4",14.6572978558103,16.1291312774064,22.4869364410558,15.6201004155057,14.1513144166967,24.2277924142885,13.9299465757983,12.9888120406671,19.7533258649014,19.9163678716393
"Chmp4b",81.6330061136103,84.3899190050012,89.4308046966125,79.8577633742728,76.956195542227,94.6398141183143,101.781476313833,83.1283970602696,112.282062811018,98.6334408881184
"Eif2s2",489.390889519,1030.53628054571,1011.13672824609,498.866957020213,476.292810939107,964.947544750332,542.33925335108,515.841392472209,1157.12903619133,1071.37413836485
"Itch",25.039550503676,27.0738989299321,31.0164640566286,25.7731656855844,29.6503730635551,26.1205886966547,28.2313583936178,26.5342874545057,25.9912182432913,37.3036731564038
"Dynlrb1",568.581012656642,759.797291246393,748.530665899971,628.123287958522,585.594868005213,822.609264316388,526.737713186186,502.852580431542,692.40605400128,633.214045188786
"Map1lc3a",13.2322827864954,21.313494902287,22.2284659072505,17.5726129674439,17.5206749921007,17.0351665412966,18.5732621010644,14.6588021601815,21.8326233243647,22.1292976351548
"Pigu",13.6394299491568,10.3687272497612,16.8005846973405,14.4485928843428,14.9599609547937,15.5209295154035,10.401026776596,10.2054951748099,5.19824364865826,9.16785187742127
"Trp53inp2",32.9789201755732,37.7306463810756,32.3088167256548,31.4354520862052,25.337591527038,30.2847405178606,37.51798944415,36.5542281715918,33.2687593514128,30.6648838658573
"Ncoa6",8.55009041588935,9.21664644423221,8.01258654796239,10.7388190356602,10.7819538412928,8.70686289888491,7.24357221941511,9.46327734391462,9.35683856758486,9.16785187742127
"Gss",14.2501506931489,12.9609090622016,15.5082320283143,16.2058541810871,16.8468028770199,14.0066924895105,13.9299465757983,11.6899308366004,12.4757847567798,14.5421098745303
"Trpc4ap",34.2003616635574,25.3457777216386,23.7792891100819,29.8734420446546,28.7069521024419,23.4706739013419,31.2030803297881,34.8842380520774,27.0308669730229,29.7164853957793
"Edem2",25.2431240850067,28.8020201382257,29.207170319992,28.311432003104,29.7851474865712,27.6348257225478,37.1465242021287,27.8331686585724,32.2291106216812,35.4068762162476
"Procr",104.229673641318,126.152848205428,142.934205194297,131.013592235054,126.148859943125,119.624725045549,103.453069902929,113.930437042423,107.08381916236,117.60141028968
"Eif6",70.2328855590911,86.6940806160593,95.375626974133,79.8577633742728,78.4387141954048,90.4756622971084,76.7075724773959,63.8307334569928,70.6961136217523,84.4074638369475
"Uqcc1",8.34651683455866,8.35258584008544,8.52952761557287,9.56731150449723,9.70375845716348,10.9782184377245,8.35796794547897,6.8655149357812,6.23789237838991,10.1162503474993
"Cep250",8.75366399722005,8.6406060414677,11.3727034874305,11.5198240564354,11.5906003793897,6.81406661651863,10.2152941555854,8.72105951301936,9.35683856758486,9.16785187742127
"Ergic3",100.768922758696,118.088282566725,133.370795443503,113.831481777998,123.453371482802,120.760402814969,88.2229949800558,93.3338922350795,87.3304932974587,108.433558412258
"Cpne1",15.4715921811331,12.0968484580548,9.30493921698859,20.696633050545,14.4208632627291,15.5209295154035,13.7442139547876,17.8132279414863,17.6740284054381,12.3291801110148
"Nfs1",14.4537242744796,10.3687272497612,13.4404677578724,10.1530652700787,10.5124049952604,11.735336950671,11.3296898816493,12.4321486674957,9.35683856758486,13.2775785810929
"Romo1",435.443890466365,677.999554053832,590.863640278775,459.035700960673,433.299769996952,615.915910281989,456.159317202141,395.602103867176,663.295889568794,601.600762852851
"Rbm39",119.701265822451,139.689797670395,128.459855301204,113.44097926761,116.310327062946,137.795569356266,120.354738414897,121.167060893652,137.233632324578,120.446605699914
"Phf20",23.8181090156918,19.5853736939935,21.4530543058348,28.1161807479102,28.1678544103773,22.3349961319222,20.9877861742027,19.6687725187245,30.1498131622179,20.2325006949987
"Scand1",13.0287092051647,31.394201950666,34.1181104622915,17.7678642226377,14.0165399936806,31.4204182872803,19.3161925851069,15.0299110756291,16.6343796757064,31.9294151592948
"Cnbd2",56.3898820286036,56.7399796723046,63.8422218498939,57.2086177717895,58.8964228580616,57.1624477274618,67.235208805853,60.3051987602403,50.9427877568509,66.071760082105
"2900097C17Rik",77.3579609056656,40.6108483948982,34.1181104622915,73.023969442489,58.357325165997,39.748721929692,67.0494761848424,70.8818028504978,46.7841928379243,36.6714075096851
"Aar2",13.2322827864954,8.06456563870319,9.82188028459906,9.37206024930341,12.8035701865351,9.46398141183143,13.0012834707451,10.5766040902575,8.31718983785321,6.32265646718708
"Dlgap4",42.5468784981161,46.3712524225433,42.9061086116696,46.2745474809356,42.4539432500902,43.5343144944246,44.9472942845758,41.9353074455825,43.6652466487294,40.4650013899973
"Rab5if",122.34772237975,139.977817871777,144.226557863323,121.446280730557,117.927620139139,139.309806382159,125.926717045216,130.81589269529,137.233632324578,144.788833098584
"Ndrg3",9.16081115988145,6.91248483317416,6.20329281132573,12.1055778220169,12.3992469174867,6.05694810357211,10.401026776596,12.2465942097719,11.4361360270482,9.16785187742127
"Samhd1",384.957642296352,391.419453678487,398.820033661483,381.911455159114,382.624586942876,375.909341677944,438.143252964109,405.436490126538,447.04895378461,447.327945053486
"Rpn2",106.876130198617,99.0789492754963,108.5576241982,115.783994329936,111.188898988331,113.94633619845,111.068107364365,97.0449813895558,95.6476831353119,96.1043783012436
"Manbal",17.9144751571015,23.0416161105805,20.9361132382243,21.6728893265141,24.1246217198925,23.4706739013419,20.8020535531921,20.225435891896,14.5550822162431,15.4905083446083
"Blcap",29.721742874282,26.2098383257854,26.3639944481343,24.2111556440338,25.4723659500541,25.7420294401815,30.8316150877669,27.276505285401,37.4273542703394,22.4454304585141
"Ctnnbl1",19.7466373890778,21.0254747009047,16.5421141635353,26.5541707063597,26.1462380651349,18.5494035671896,21.916449279256,18.9265546878292,8.31718983785321,16.4389068146864
"Tgm2",81.6330061136103,50.1155150405127,48.8509308891901,85.3247985196998,76.8214211192109,36.7202478779059,75.593176751332,86.839486214746,55.1013826757775,60.0652364382773
"Ralgapb",10.1786790665349,9.79268684699673,7.23717494654668,11.7150753116293,8.89511191906652,12.4924554636175,9.10089842952154,9.83438625936226,9.35683856758486,8.85171905406191
"Mafb",30.5360371996048,23.9056767147273,32.5672872594601,27.9209294927164,27.6287567183127,24.2277924142885,23.0308450053198,30.0598221512582,27.0308669730229,27.8196884556232
"Gm14221",32.1646258502504,14.6890302704951,16.5421141635353,40.2217585699271,35.3108988302338,24.2277924142885,36.4035937180862,34.6986835943536,19.7533258649014,13.5937114044522
"Top1",372.336080253848,561.351372494018,519.008831880919,363.557837170895,328.984366582445,465.249326205633,415.48387320081,345.687954739469,598.837668325431,565.877753813244
"Chd6",12.6215620425033,24.1936969161096,20.6776427044191,17.1821104570562,26.8201101802157,20.4421998495559,18.0160642380324,40.4508717837919,20.792974594633,20.2325006949987
"Srsf6",34.8110824075495,32.546282756195,26.1055239143291,34.7547234245001,34.7718011381691,27.6348257225478,37.7037220651607,37.296446002487,23.911920783828,36.0391418629664
"Ift52",16.2858865064559,21.0254747009047,25.0716417791081,20.696633050545,20.7552611444885,23.4706739013419,20.0591230691495,22.2665349268579,19.7533258649014,17.0711724614051
"Ttpal",12.6215620425033,9.21664644423221,12.6650561564567,15.4248491603119,14.1513144166967,11.735336950671,13.0012834707451,12.8032575829433,18.7136771351697,9.16785187742127
"Serinc3",82.2437268576024,79.4935755815029,75.2149253373244,87.277311071638,86.5251795763743,69.6549031910793,84.3226099388322,92.5916744041843,61.3392750541674,76.1880104296043
"Pkig",37.2539653835179,14.4010100691128,20.6776427044191,33.9737184037249,32.6154103699106,16.6566072848233,35.8463958550542,36.7397826293156,20.792974594633,17.7034381081238
"Ywhab",122.144148798419,123.272646191606,147.845145336596,125.741808344821,113.749613025639,128.710147200907,125.183786561174,125.249258963576,151.788714540821,129.930590400694
"Tomm34",27.4824334796444,30.242121145137,32.0503461918496,31.630703341399,33.5588313310237,26.1205886966547,26.9312300465433,30.245376608982,33.2687593514128,24.3422273986703
"Stk4",24.8359769223453,36.8665857769289,35.4104631313177,34.1689696589187,35.0413499842014,43.1557552379513,29.5314867406924,37.1108915447632,40.5463004595344,41.097267036716
"Slpi",183.62337036029,281.971777153229,290.262409463283,191.150978834751,194.883815681366,235.842416782839,205.420278837772,186.667784470159,232.88131545989,238.048015989594
"Sdc4",659.578403511464,728.115069094345,716.480319708121,614.455700094955,523.868182263811,655.286072955208,699.840515968106,624.761859156089,691.366405271548,675.891976342299
"Sys1",28.2967278049671,23.0416161105805,25.5885828467186,28.311432003104,23.4507496048117,24.2277924142885,30.0886846037243,28.0187231162962,24.9515695135596,18.0195709314832
"Dnttip1",18.5251959010936,22.465575707816,22.4869364410558,19.9156280297697,18.0597726841654,17.4137257977698,20.6163209321815,23.0087527577532,15.5947309459748,25.6067586921077
"Ube2c",22.1895203650462,24.4817171174918,26.8809355157448,22.8443968576771,21.4291332595693,27.2562664660745,25.0739038364369,26.3487329967819,22.8722720540963,29.4003525724199
"Acot8",9.77153190387355,10.080707048379,7.49564548035192,10.3483165252725,9.16466076509884,8.32830364241166,8.9151658085109,8.16439613984791,7.27754110812156,6.32265646718708
"Ctsa",375.593257555139,262.386403459236,276.82194170541,417.447183604389,414.161801928658,260.070209197128,325.589284631658,351.996806302079,233.920964189622,256.699852567795
"Pltp",28.7038749676285,26.4978585271676,16.28364362973,26.163668195972,27.4939822952965,21.1993183625024,33.6176044029265,26.7198419122295,21.8326233243647,25.6067586921077
"Pcif1",24.4288297596839,14.1129898677306,14.4743498930934,23.4301506232585,25.7419147960864,14.3852517459838,24.516705973405,20.9676537227912,24.9515695135596,8.2194534073432
"Ncoa5",9.56795832254285,7.77654543732093,5.68635174371525,10.7388190356602,8.22123980398572,9.84254066830468,12.6298182287238,12.2465942097719,4.1585949189266,9.80011752413997
"Cd40",41.5290105914626,46.0832322211611,41.3552854088382,31.4354520862052,32.6154103699106,32.1775368002269,43.27570069548,34.8842380520774,35.3480568108761,31.9294151592948
"Slc35c2",18.5251959010936,20.161414096758,16.0251730959248,19.3298742641883,18.1945471071815,21.5778776189757,18.9447273430857,17.9987823992102,11.4361360270482,18.6518365782019
"Elmo2",16.0823129251252,14.1129898677306,13.6989382916776,15.8153516706995,14.8251865317775,14.3852517459838,14.1156791968089,15.0299110756291,19.7533258649014,14.2259770511709
"Ocstamp",26.2609919916602,15.2650706732596,11.6311740212357,25.9684169407782,25.6071403730703,18.5494035671896,22.2879145212772,20.225435891896,24.9515695135596,15.174375521249
"Zmynd8",24.4288297596839,25.3457777216386,24.0377596438872,26.5541707063597,24.9332682579895,31.4204182872803,28.4170910146285,26.5342874545057,36.3877055406078,29.0842197490606
"Ncoa3",16.0823129251252,14.1129898677306,13.6989382916776,17.1821104570562,13.2078934555836,12.8710147200907,17.2731337539899,14.4732477024577,18.7136771351697,12.0130472876555
"Sulf2",26.0574184103295,19.5853736939935,17.5759962987562,30.2639445550423,25.337591527038,16.2780480283501,26.5597648045221,30.9875944398773,17.6740284054381,24.3422273986703
"Prex1",12.825135623834,8.92862624284996,11.3727034874305,11.9103265668231,13.4774423016159,5.67838884709886,14.8586096808515,13.3599209561148,16.6343796757064,8.2194534073432
"Arfgef2",15.4715921811331,10.9447676525258,12.4065856226515,12.4960803324045,14.1513144166967,11.3567776941977,11.7011551236706,12.061039752048,14.5550822162431,13.5937114044522
"Cse1l",13.6394299491568,8.6406060414677,10.3388213522095,10.3483165252725,13.8817655706644,9.46398141183143,13.0012834707451,11.8754852943242,7.27754110812156,10.748515994218
"Stau1",34.2003616635574,17.5692322843177,23.0038775086662,23.2348993680647,28.1678544103773,20.4421998495559,28.4170910146285,33.7709113057345,21.8326233243647,20.2325006949987
"Ddx27",18.1180487384322,32.546282756195,28.6902292523815,21.4776380713203,19.8118401833754,24.984910927235,23.959508110373,23.0087527577532,22.8722720540963,38.5682044498412
"Znfx1",85.7044777402242,63.6524645054787,54.5372826329053,80.0530146294666,68.1958580461767,52.2411773933095,86.1799361489387,92.9627833196319,75.8943572704105,73.6589478427295
"Zfas1",81.0222853696182,23.6176565133451,27.6563471171605,76.5384920359778,83.4253678470027,23.4706739013419,89.8945885691516,89.4372486228794,25.9912182432913,26.5551571621857
"B4galt5",52.3184104019896,37.7306463810756,40.062932739812,51.1558288607811,42.4539432500902,48.8341440850502,49.0334119468099,50.470812500878,46.7841928379243,43.6263296235908
"Spata2",10.789399810527,12.6728888608193,12.1481150888462,10.5435677804663,10.5124049952604,10.9782184377245,11.3296898816493,10.9477130057052,15.5947309459748,11.3807816409367
"Rnf114",49.8755274260212,40.8988685962805,33.3426988608758,45.8840449705479,44.7451084413649,38.6130441602722,43.27570069548,49.7285946699827,32.2291106216812,31.297149512576
"Ube2v1",66.9757082577999,70.8529695400351,80.125865479624,74.9764819944272,78.7082630414371,81.3902401417503,49.5906098098419,56.4085551480401,44.704895378461,71.1298852558546
"Tmem189",98.733186945389,66.244646317919,59.7066933090101,88.2535673476071,85.0426609231966,70.4120217040258,78.9363639295236,88.5094763342603,65.497869973094,77.1364088996824
"Cebpb",132.526401446285,160.427252169917,192.302077151097,139.99514997397,148.251865317775,199.122168904933,145.428642251334,142.691377989615,197.533258649014,205.48633518358
"Ptpn1",124.994178937049,186.637090495702,205.74254490897,131.794597255829,131.000739171707,298.304694100927,138.185070031919,129.888120406671,185.057473892234,233.306023639203
"Adnp",7.93936967189726,9.21664644423221,6.97870441274144,8.20055271814048,10.108081726212,11.3567776941977,10.7724920186173,11.133267463429,13.5154334865115,11.0646488175774
"Dpm1",321.239111339843,430.302180865091,412.518971953161,339.932435292442,353.917634840435,566.324647683993,320.38877124336,284.45498369061,570.767152622677,388.527239908646
"Tshz2",132.322827864954,118.088282566725,125.875149963151,157.958265451801,148.79096300984,113.189217685504,152.486481849739,156.422407861177,120.599252648872,128.349926283898
"Pfdn4",66.1614139324771,88.1341816229705,93.8248037713016,70.876205635357,74.9345791969846,91.6113400665282,57.2056472712783,51.9552481626685,75.8943572704105,85.9881279537443
"Cstf1",9.56795832254285,5.18436362488062,7.75411601415716,11.9103265668231,9.16466076509884,7.9497443859384,7.80077008244704,11.133267463429,9.35683856758486,6.63878929054643
"Rtf2",119.090545078459,174.82826223903,203.416310104723,119.298516923425,131.405062440755,158.994887718768,124.06939083511,110.033793430223,149.709417081358,169.447193320614
"Ctcflos",14.6572978558103,31.6822221520482,26.6224649819396,15.4248491603119,42.8582665191387,31.0418590308071,27.116962667554,64.572951287888,20.792974594633,18.3357037548425
"Zbp1",173.037544131094,271.315029702086,258.470533805239,182.95042611661,189.627613183736,250.984787041769,167.159358909579,154.566863283939,190.255717540892,220.34457788147
"Pmepa1",17.9144751571015,26.7858787285499,24.0377596438872,15.6201004155057,16.4424796079714,15.1423702589303,16.7159358909579,14.8443566179053,21.8326233243647,23.0776961052328
"Rab22a",30.7396107809355,30.5301413465192,33.8596399284863,25.9684169407782,24.7984938349733,35.5845701084862,29.3457541196817,30.0598221512582,31.1894618919495,24.0260945753109
