"","sgScr-g1-R1-input","sgScr-g1-R2-input","sgScr-g1-R1-polysome","sgScr-g1-R2-polysome","sgCtu1-g1-R1-input","sgCtu1-g1-R1-polysome","sgCtu1-g1-R2-polysome","sgCtu2-g1-R1-input","sgCtu2-g1-R2-input","sgCtu2-g1-R1-polysome"
"Snhg6",25.6311016994688,25.7920696236104,6.23789237838991,2.84519541023419,23.6145354343611,6.33644443040965,5.68635174371525,31.2402008310114,24.6637194119572,3.40703330825931
"Tcf24",0.557197863031931,0.742217830895265,1.03964872973165,0.316132823359354,0.203573581330699,0.288020201382257,0.516941067610477,0.390502510387642,0.269548846032319,0.757118512946514
"Ppp1r42",0.928663105053219,1.29888120406671,1.03964872973165,0.632265646718708,1.01786790665349,0.288020201382257,1.03388213522095,1.36675878635675,0.673872115080797,0
"Gm15818",2.41452407313837,0.927772288619081,0,0,0.814294325322796,0.288020201382257,0.258470533805239,1.75726129674439,1.21296980714543,0.378559256473257
"Cops5",55.1625884401612,50.6563669586018,41.585949189266,70.4976196091359,55.9827348659422,54.4358180612465,70.5624557288301,59.1611303237278,64.5569486247403,62.8408365745607
"Cspp1",14.6728770598409,9.83438625936226,16.6343796757064,18.3357037548425,10.5858262291963,16.1291312774064,14.9912909607038,12.4960803324045,13.6122167246321,12.1138962071442
"Arfgef1",31.9460108138307,36.5542281715918,38.4670030000711,26.8712899855451,39.900421940817,34.8504443672531,30.2410524552129,33.3879646381434,27.2244334492642,31.4204182872803
"Cpa6",2.9717219361703,3.71108915447632,2.0792974594633,2.21292976351548,2.85003013862978,2.88020201382257,2.58470533805239,1.95251255193821,3.36936057540398,2.27135553883954
"Prex2",13.1870160917557,12.061039752048,7.27754110812156,11.0646488175774,13.6394299491568,10.9447676525258,15.2497614945091,10.5435677804663,12.8035701865351,7.9497443859384
"A830018L16Rik",7.05783959840446,6.67996047805738,5.19824364865826,13.2775785810929,4.68219237060608,6.6244646317919,6.97870441274144,5.46703514542699,5.39097692064638,5.2998295906256
"Gm17644",0,0,0,0,0,0,0,0,0,0
"Gm29663",0,0,0,0,0,0,0,0,0,0
"Sulf1",0.557197863031931,0.185554457723816,1.03964872973165,0.948398470078062,0.814294325322796,0.86406060414677,1.03388213522095,0.976256275969105,0.808646538096956,0.378559256473257
"Slco5a1",0.185732621010644,0,0,0,0.407147162661398,0.288020201382257,0,0.781005020775284,0.539097692064638,0.378559256473257
"Gm29283",0,1.29888120406671,0,0,0,0,0.258470533805239,0.390502510387642,0.673872115080797,1.13567776941977
"Prdm14",0.185732621010644,0,0,0,0,0,0,0,0.269548846032319,0
"Ncoa2",5.20051338829802,7.23662385122883,4.1585949189266,7.5871877606245,8.55009041588935,7.48852523593867,6.7202338789362,8.59105522852812,7.27781884287261,5.67838884709886
"Gm29570",0.371465242021287,0.371108915447632,0,0.316132823359354,0.203573581330699,0,0.258470533805239,0.585753765581463,0.404323269048478,1.13567776941977
"Tram1",51.633668640959,60.4907532179641,59.2599775947041,54.0587127944495,54.761293377958,45.5071918183966,49.884813024411,57.794371537371,58.2225507429809,52.998295906256
"Lactb2",15.6015401648941,13.5454754138386,17.6740284054381,15.174375521249,12.4179884611726,19.0093332912289,22.2284659072505,18.548869243413,16.038156338923,22.3349961319222
"Xkr9",0,0,0,0,0,0,0,0,0,0
"Eya1",1.48586096808515,0.927772288619081,0,0.948398470078062,2.23930939463769,1.15208080552903,2.06776427044191,1.95251255193821,2.83026288333935,1.89279628236629
"Gm9947",0,0,0,0,0,0,0,0,0,0
"Msc",0,0,0,0,0,0,0,0,0,0
"Trpa1",0.185732621010644,0,0,0.316132823359354,0.203573581330699,0.288020201382257,0,0,0,0
"Kcnb2",0.742930484042575,1.29888120406671,0,0.632265646718708,1.62858865064559,0,0.516941067610477,1.56201004155057,1.21296980714543,0.378559256473257
"Terf1",9.47236367154283,8.90661397074317,14.5550822162431,8.2194534073432,9.56795832254285,12.9609090622016,11.3727034874305,10.1530652700787,9.70375845716348,12.4924554636175
"Sbspon",0,0,0,0,0,0,0,0,0,0
"4930444P10Rik",0,0.185554457723816,0,0,0,0,0,0,0.134774423016159,0
"Rpl7",709.127147018638,720.136850426131,631.066778947112,722.995767022843,785.183303192506,790.327432592912,866.91017038277,828.646327042576,821.989205975556,712.44852068267
"Rdh10",2.04305883111708,1.48443566179053,3.11894618919495,0.948398470078062,2.03573581330699,1.44010100691128,1.29235266902619,1.75726129674439,2.15639076825855,1.13567776941977
"Gm28095",0,0.185554457723816,0,0,0,0,0,0,0,0
"Stau2",4.64331552526609,3.89664361220014,3.11894618919495,4.1097267036716,4.88576595193677,4.32030302073385,5.94482227752049,4.29552761426406,4.44755595953326,4.92127033415234
"Gm7568",0,0.371108915447632,1.03964872973165,0.632265646718708,0,0.288020201382257,0,0.195251255193821,0.404323269048478,0
"Ube2w",57.0199146502676,55.1096739439734,54.0617339460459,61.3297677317147,62.0899423058632,74.5972321580045,82.4521002838711,68.3379393178373,78.0343909263563,84.0401549370631
"Eloc",309.987744466764,277.403914297105,488.634902973876,452.386070227236,313.299741667946,536.293614973762,482.306016080575,327.241103704844,323.862938507831,483.798729772823
"D030040B21Rik",0,0,0,0,0,0.288020201382257,0,0,0,0
"Tmem70",14.1156791968089,18.5554457723816,11.4361360270482,21.8131648117954,18.932343063755,17.5692322843177,18.6098784339772,19.9156280297697,17.5206749921007,20.4421998495559
"Ly96",37.1465242021287,39.5230994951728,45.7445441081927,50.897384560856,36.6432446395258,54.7238382626288,54.0203415652949,45.1030399497726,44.8798828643811,44.2914330073711
"Gm28376",25.2596364574475,23.9365250463723,15.5947309459748,13.5937114044522,17.5073279944401,11.8088282566725,15.5082320283143,19.9156280297697,18.59887037623,11.735336950671
"Jph1",1.48586096808515,1.48443566179053,1.03964872973165,1.89679694015612,1.22144148798419,2.59218181244031,2.32623480424715,1.36675878635675,0.539097692064638,1.89279628236629
"Gm28783",0,0,0,0,0,0,0,0,0,0
"Gdap1",0,0,0,0,0.203573581330699,0.288020201382257,0,0,0,0
"Gm28784",0,0,0,0,0,0,0,0,0,0
"Pi15",0,0.185554457723816,0,0.316132823359354,0.203573581330699,0,0.258470533805239,0.195251255193821,0.404323269048478,0.378559256473257
"Gm28154",0.185732621010644,0,0,0,0,0,0,0.195251255193821,0,0
"Gm16070",0.185732621010644,0.185554457723816,0,0.316132823359354,0,0,0.258470533805239,0,0.134774423016159,0.378559256473257
"Crispld1",0,0.556663373171448,0,0.316132823359354,0,0,0.258470533805239,0,0.269548846032319,0
"Gm28153",0.371465242021287,0.185554457723816,0,0.316132823359354,0.203573581330699,0.576040402764513,0,0,0.404323269048478,0
"Gm28756",12.2583529867025,8.72105951301936,13.5154334865115,12.0130472876555,9.56795832254285,14.4010100691128,16.8005846973405,9.56731150449723,10.2428561492281,8.32830364241166
"Crisp4",0.185732621010644,0,0,0,0.407147162661398,0,0,0,0,0
"Defb18",0,0,0,0,0,0,0,0,0,0
"Defb41",0,0,0,0.632265646718708,0.610720743992097,0,0,0,0,0
"Gm15825",0.185732621010644,0,1.03964872973165,0,0,0,0,0,0.134774423016159,0
"Tfap2d",1.11439572606386,0.927772288619081,0,0.316132823359354,0.407147162661398,0,0,0.976256275969105,0.943420961113116,0.378559256473257
"Tfap2b",0,0.185554457723816,0,0,0,0,0,0,0.134774423016159,0
"Gm28340",0,0,0,0,0,0,0,0,0,0
"Pkhd1",2.41452407313837,1.1133267463429,4.1585949189266,0.948398470078062,1.83216223197629,1.15208080552903,0.516941067610477,1.36675878635675,1.88684192222623,1.51423702589303
"4930486I03Rik",0,0.185554457723816,0,0.316132823359354,0,0.288020201382257,0,0,0,0
"Gm28653",0,0,0,0,0,0,0,0,0,0
"Il17a",0,0,0,0,0,0,0,0,0,0
"Il17f",0,0.185554457723816,0,0,0,0,0,0,0,0
"Mcm3",13.558481333777,12.9888120406671,16.6343796757064,17.0711724614051,13.6394299491568,12.6728888608193,9.82188028459906,11.7150753116293,16.5772540309876,12.4924554636175
"Gm28065",0,0,0,0,0,0,0,0,0,0
"6720483E21Rik",0,0,0,0,0,0,0,0,0,0
"Paqr8",1.85732621010644,4.45330698537159,1.03964872973165,1.58066411679677,2.44288297596839,2.0161414096758,1.55082320283143,2.14776380713203,4.44755595953326,3.02847405178606
"Efhc1",0,0.556663373171448,0,0,0.203573581330699,0,0.258470533805239,0,0.404323269048478,0
"Tram2",3.34318717819159,3.15442578130487,5.19824364865826,3.47746105695289,3.25717730129118,1.44010100691128,3.87705800707858,2.73351757271349,2.83026288333935,2.27135553883954
"Gm28287",0,0,0,0,0,0,0,0,0,0
"Tmem14a",6.87210697739382,6.8655149357812,12.4757847567798,12.6453129343742,5.49648669592887,12.0968484580548,14.4743498930934,8.59105522852812,8.22123980398572,14.0066924895105
"Gsta3",1.85732621010644,2.96887132358106,3.11894618919495,2.52906258687483,3.25717730129118,4.03228281935159,3.10164640566286,3.90502510387642,3.6389094214363,3.78559256473257
"Gm28836",0,0,0,0,0,0,0,0,0,0
"Khdc1a",0,0,0,0,0,0.288020201382257,0,0,0,0
"Khdc1c",0,0,0,0,0,0,0,0,0,0
"Khdc1b",0,0,0,0,0,0,0,0,0,0
"Kcnq5",8.54370056648961,7.97884168212409,9.35683856758486,7.90332058398385,8.14294325322796,8.06456563870319,9.56340975079383,11.7150753116293,9.56898403414732,5.2998295906256
